User @,Comment Text
scores7,ini Sangat Sangat ri-😴
wafiqitsarh,baru buka tik-😴
jiajagung,@sapy_alami dokter nya ker😴
indonesianocounter,diapain bang 🗿
alhidrubausat,kak itu lagu apa?
bintang.a.l,fix lagu medis @can.ifanny.gh41
kekaisaranjaponawipbi,efek nya keren
ultraman_king12367,Kerjasama yg bagus 😂
adit_yuan8,malah tid-😴😴
rickroll37,@y sampek klinik
user100203865123,yah ketawa
baddworlddd,keren cu😴
ngapin_liatnama,wah aku jadi -😴
gizzzz13,dokter turu😴😴
ageyulianti,di akhir dokter nya ketawa
umberellacrop,anda wibu ya
alfindratama,lagi nyuntik trus denger lagu ini 😳
alufedtikto,🗿lagunya aku bikin mama papa adek malah turu hemmmm🗿
adminvario7,dokter lulusan meme 🗿
fendra_adi,lagi operasi dengerin musik dah turu kabeh
sans_au_with_frisk_au,baru aku tahu lagu realnya dari Undertale😴
xyzzndree,kesempatan tidak datang 2 kali
i.vario,Setelah lagu habis ngapain lagi bang 😅
wibu_jj,kalo udah bangun aku. mau tau dokternya mimpi apa
anakhoki111,dokternya tidur kameramennya kok engga 🗿
tunggubancettya,gua udah mencoba berfikir se positif mungkin abis dokternya tidur🥺
ndhfadm,hbs itu diapain dok?
awokawokpreset,Dokter nya mau di apain bng🤨📸
uciha_obito230,Gw Pen Dapet Dokter kek gitu
reyhann_z,"Coba pas Lagi operasi, Abistu setel lagu nya ke Dokter²"
dojyunn,gw ga ngerti ini lagu maksudnya apa dah
dwifortunaanjusap,Dokternya jenaka sekali 😂
ruendiii_0,dokternya ketawa:v
pelindung_loli2agen,dokter juga turu apalagi pasien nya
endeavorid,"asli udah banyak fyp musik ini, tapi tetep ga nangkep jokesnya"
yyayolc,dokter lulusan sma anjay
aryadwk6,"bro strimer bro strimer,gara² anda tik tok saya isinya music discolen semua"
azzam_uwu,apa yang terjadi dgn lagu itu?
peteleparker,dokter nya ril tjcuy 😅☝
sumu_bukan_sumur,anjoy bahkan dokter😳
introvertzs,kameramen kok ga tu- 😴
kipen._,baru aja buka tiktok😴
diandra_cntp2,reflek tidu-
meezonecuy,Kok malah tur-😴😴😴😴😴
qiraa.yt,Detik detik sebelum menit
bnnyyyazaa,lah malah tur😴😴
andiiiikkaaaa_,perasaan uda li😴😴
dorakula_gaming,dokter juga gak kebal bamba😴😴
akubsapa,dokter Nahan tawa
ginga1132,gw ga tur😴😴😴😴
khanyzxq,emang lagu apsi- 😴😪
kapi_gay,yang tau lagu ini nyesel 🗿
kenzie23455,dokter pun ikut turu 🗿@annora__1 @fathur123mifauzi41
bungadenisa12,janji ga tur-😴
zyann365,kok dokter nya tur😴😴😴😴😴😴😴😪😪😪
1only_human,ntar yg nyembuhin pasian siapa- 😴😴😴😴😴😴
fthr_451,lah kok ti 🥱🥱😴😴😪😪
n.akanee,prot prot
drdamage,@moaalogy MAKSUDNYA APA SIIIIIIIIIIHHHHHH
satyakahmaniezz,"hmm, langsung tur-😴😴😴😴"
frzzlearning,Janji ga tu-😴😴
strikeejoy,janji ga tu-😴😴😴😴
enterkean,ko saya jadi nga😴😴
notanimeh,@Esther @hertz @magician dokter ini tier s
mhmd_rzldi,kok kamu turu do-😴
normanofcb,janji gak tie-😴
si_anying0,bang gw lagi minum btw gw mau ti-😴😴😴😴😴😴😴😴
eh_owen,cita cita dokter jadi apa iy😴😴😴😴😴😴
agustinwahyuni,mas itu lagu aapp😴
knjutttbadag,kesempatan banhg😅👆
orang.terganteng123,baru bangun dah tdr lag- 😴😴
sisisipitkenji,dokter nya kena- 😴😴😴
aby_rastra.y,ini lagu apaan dah
owooqiikw,janji ga tu-😴
sunartisunarti3983,janji gak tid😴😴😴😴
h0tchocorum,apa itu tidur adanya turu
muhamadabid002,janji ngga tur😪
panjiarya206,"lah, dokternya ketawa😂"
ravealdo,Dokter Tier S😴😴😴😴😴😴
aphr0dyttee_,loh kok tid-😴
nonameskepo,astaga bang lu kok gi-
ren_ft_kadita,nahan ketawa awokawokawok
sinugi666,gak bakal ngefek Ama ak😴😴
iwantnami,Dokter tier S 😴😴😴😴
rakalos,ini klinik DR.satir 😐
catsgabuts,ketawa dikit dokter nya
ndakog05,Bro?itu lagu disetel terus?🤨🧐
rullneedtank,Kesempatan banh😱😅☝️
bintang.alfq,@lathsxie @user1233241627573 janji ga prot prot😅☝
dyzzguy,dokter tier es wkwkwkw
itskindajaul,reflek turuuu😴😴😴😴
rizal_maulana337,bayangin ini Jepang
_gritzz,@abimsukant dokter tier e-😴😴😴😴😴
danggara3,janji gk tur😴
yntkts69286,keingat dokter botak
4sharkydays,saatnya beraksi 😏
tukangtrollhalal,Duh Baru Buk-😴
v8_nofaln,apa sih maksut nya tiba tiba turu
chavez.mlbb,abis itu ngapain banh🤨
lightsoul99,jokes nya udah tier s 😴😴😴
mevasurya,bang aku mau na-😴😴😪
agis_thebester,lah ko malah g-😴
fxdaa._,jnji ga tur😪😴😴
slebewxd,sound ini bisa buat mal..😴😴
sundaland4,dokter kelas meme
btchonee,prank em jhon
wisnu6969,diapain bang pas tidur 🤨
byantamvan1,JANJI NGAK 🥱😴😴😴
ikhsantriprayoga,genrenya apa kira kira
menghadehanjg,dokter tier s😴😴😴😴 @Arya Athaillah @Zan
__ucul__,janji ga prot prot🤨🤌
bayuabiakso,malah tur😴
yogie_jlk,dokter Tier s
smaeeel._,apasih ba😴
miraclenovena17,malah turu
febrieldp,auto turu 😴👎
haikalnugroho,lah malah turu 🗿
mdsuriiganz,kota tangerang😅
faris._197,turu😴
_rd.ittzxy45,aku kok ngantu😴😴😴😴
riffaandy252,bruh ketawa
apiiiapixy,ini pada ken..
nblll7,malah turu😴
olir595,pas lagi tidur..
kingtriks,Gw Replek Turu 😴
joeeenya3,@luthfihalimawan HAHAHA
impresivryzu,dokter psa😴
jqwjjw,kok bisa git...z.z.z.😪😴
okeokelah0,janji gak tur😴
agung_ngapak,dokter turu
muhammad.d.zafi,gak ngerti bisa jelasin gak 😅
mrgavlack,janji ga tur- 😴
hanzz275,dokternya ketawa
rexid01,relfek tur-😪😴
rifki_kenshinnn,nama musik?🗿
anjayyy_7777,maksut?
shinzzzy,Okee do-😴😴😴😴😴
nelshentan587,Fyp gw ini mul-😴
zeroxc._,obat tidur
iguroobanai99999,Gasss😅☝️
gustihaikal100915_,kok bisa tid-😴😴
yourendorfin777,😴 dokter L
deanopal,😴😴@lukmanmennn
deonxmps,@panjiandhika07 dokter tier S
aganih_,dokter sus😅
brodiebrodieba,kameramen ko ga tu-😴😴😴
farr_aj,@haekalahmad bikin😂
marvin_mardan,kelanjutannya?
rubenyouua,malah turu
auf_de,lagi makan ju...... 😴😪😪
_ya215,@fthrsll bjir😅
vp0id,dokter tier x 😴😭
yourboiwira,baru aj-😴😴😴
kujojojo.joestar,itu lagu apa sih
kaptensantuyy013,turu
ndraa_61,janji ngga di prot prot🧐
iqbalodee,malah turu
red_tartar,@zakizaki0958 🥱🥱 ngantuk
bangrahmt,susss
rizalbukanwibu,lah ko bi😴
walterwhitez_,reflek turu😴
eugeneftsc,Jangan tur😴
afriyandigonibala11,turu😪😴
sikojiddan,ciss bang😳📸
bapaknyalah01,@drafissprotzy kok tur😴😴😴😴
devasurya66,@pipochristiano obat baru
gameburik7426,kok gk di lanjut
yahyahisyam,mau ngapai- 😴😴
aorisiburiansimatupang,😂😂loh kok turu 😂
afaiyahh23,bang🤨🤨🤨
agungydhs,dokter tier s
0nly.dikaa,dokter tier s 😴😴
gender_uwu_,dokter tier s
muhammadridhaali,jir ketawa dokternya wkkw
restupratama53467,lagu discolen
gelic.ch,cobak lagu uni Soviet ussr
dimningrat,Admin memiliki humor yang bag- 😴😴😴
syahidamin756,janji dokter nya gak ketawa🗿
luthfan1237,selanjutnya prot2😂
damarrrizky,untung gk tidur selamanya
muhammadafif339,Kameramen Nya Hebat Ga tid😴
akbarfirman1150,otak ku menolak untuk positif 🗿
sakaimarakai,"Coba kasih denger Rick roll, apa yg terjadi?? 👀"
natta1.4,trick kabur waktu mau di suntik
nfzavier,harusnya Make Kacamata Anti Turu😎
ibrahims165,cis dok🤨📸
klinikdrnas_sepatan,bawa kamera buat ap😴
creaplight,astagah dok saya lagi bawak mo😴😴
yuddhaapratama,ril kh dok?
callmef1dzz,klinik sati-😴😴😴😴😴😴
rinloveyou2xt,malah tu-😴😴😴
fzngtg_,dok kan aku sering sakit perut terus obatnya ap-😴😪
zan.pkto,Why turu
heyzo.xd25,dok dok pindah kedaung dok 😂
vinsss_88,habis tu di apain bg?🤨
reno_ant,sapa aku dok-😴
funipunyasaya,kenyang emote😴
ilhamylnhrtnt,bro?🤨🤨📸
dntstra,klinik turu 😴😴
gksukaanime_,Sus🤨
melon_playgroundmelonoid,pasti vir-😴😴😴😴😪😪😴😪😴😴😴😴
felix.tatsumi,@ekimay30 turu
ivhalllky,bro🤨
daffaaunaka0,ref- 😴
pekir,@sai_akutoxd turu
lemonturu6,Sus
marvel_edzt,klinik satir😅☝
fajri.303,dok saya mau nany-😴
beliauinikocakgeming1,klinik psatir👆👆👆
ulqiorra_perjuangan,step ke dua anda harus membu😴😪
only_verliezz,wake up mis😂
yourfav_sadboi,trend ap-😴😴😴
ija.a.a,afkh rill?
dahlahmopensi,"turu dok -,-"
rawwasabii,tier s🤝🏼
wawa.wisnu,Dok mau bero…😴
maybeions,tier s
lezen_gaming,hmm 🗿
user4980086297851,kok tu😴😴
apadongwoi,dok di apain tuh dok🤨
fahri_edit20,dah la-😴😴😴😴😴😴😴
russ1an.gang,klinik satir 😅👆
userrr251225,dok😴😪
adiilhamhafidz,dok saya mau ber-😴😴😴😪
christianwinata2,hmm...
rycasiu,tu-😴
genoo75,dah la-😴😴😴😴😴😴
hhhhqokqkpucuk,Lah doktor ny ktwa ji-😴😴😴😴😴😴😴
nanioyen,lagu apa it-😴😴
farizmuannaf7,klinik mem😴
naufaleshan,penyakit apa ini dok?
licocy,@iyzzath turu
hi23twentythree_,dok-😴😴😴
halloriz_,Hmmm😏
chad_20030,@last_star1807 janji ga k😅😴😪
yees_s1r,su😴
vlamio77,ko pada tu-😪😪
gana999900000383828,kenapa bn😴
ajam_kemren,@rinula_fine1 look this
cryviera,malah turu beliau 😴
rizxalslebew,gimana nonton vid ini kalau gw sering turu
eatkrabs,Dok Aku Susah Tid-😴
vanz.xz,lah kok bis... 😴😴
duta_turu8,gw selalu ad di sound ini mampir sini pasukan tu-😴😴😴
klinikdrnas_sepatan,afh iy😴
nashiruddinn_,@.paimint @uniqenine wah enak e judul e opo iki? 😂
klinikdrnas_sepatan,undert😴
hamba.allah4510,lagi tidur abis itu di apain banh🤨📸🧐
nisaa_cans13,kejeng²🗿👍
alulgejet,abis Vidio nya selesai auto di kasur pasien dan kasur nya patah
dewa_1454,sebentar lagi di suntik🗿
susahli111,udah vaksin 2 yah tur-😴😴😴😴😴
shidouanime,dok tutor gk takut suntik
mirmiruautumn,aduh jadi mau tur- 😴😴😴 @nadiasannnn
halalramadhan19,mau diapain bang bawa ke kamar apa di sana aja🗿
serangtimijobaubusuk,diapain tuh pas turu🤔
jeffrey0165,gerak sedikit
timfutabario,kok aga sus ya?
vaku_siapa12345.tg,obat bius baru🗿🗿
afox800,Eeebujugg... klinik pun ngikutin ni tren
klinikdrnas_sepatan,afh iy😴
afox800,ampun direspon wkwkwk
dfm_seelena,"Pasien yang di operasi nggak perlu di bius, cukup pakaikan headset atau semacamnya, dan putarkan lagu ini😎"
naksbekj,habis turu di apakan lagiyah 🤔🤨📷
boyuser23356,gass bang udah turu tuu
udh.gk.main.ngef.ngef,"suntik itu tidak sakit tau, kaya di gigit gigi buaya."
fahrizafazri,BIUS OPERASI TERBARU
erenyeager.gemail.com0,lah doknya juga turu ya😂
halaalcodm_,"virus"" wkwk"
klinikdrnas_sepatan,virus tu😴
radarmisterius,enaknya pas dokternya suntik orang disetel lagu gini gmn ya
kiljhuj21,coba ke polisi bang
simp4wili,coba bg play pas lagi pembedahan organ pasti pasien nya ikut turu
sidiayghilang,"obat bisu Ter ampuh untuk sat ini ,lagu itu kekny 😅"
nandagila35,bang ga garis 2 kan
arriowy,DOKTERIN!!!
bebek.botak.tiktok,@_rassyaandito replek turu
kelincisialan,@holysoupp apakah musiknya bisa dipake buat culik cindo
reev.ml,janji ga prot pro😪😴
ultramanvic,ooo gw tau knp pada bkin kek gni soalnya emang setiap denger ni di vid luhtfi nguap gw anj.TIER S
aiden_pearce56,napa fyp gw isi nya lagi undertale semua anji-- 😪😪😪😴😴😴😴
farras2456,"konteksnya apa, ga ngerti gw"
haichil_,pake lagu nya waktu bedah dong 🥰
faqih_habibi0,"@availlablc temenin gua konten yok nanti, bikin kaya gini, lu rekam aja, tar gua jelasin di wa"
pengenhd,bang datengin yang lagi jalankan oplerasi dong🗿
cometovapaa,mampir dong gais pengen nyoba fyp:(
panggilandylan,abis situ ngpain dok🤨
dapakejedotrtx,alah lagu bru doang gk bikin gw ti-😴😴
zorosibutamap1,doketrnya turu tapi ketawa
fakhrel07,Ntar lagi operasi gw setel ya dok
hirohito_24,sulit di positif thinking
lilpan1289,replek ngantuk🥱😪😴
dcbaxn,pengganti bius😂😂
ampun_pondokk,janji gak nyatir
syams24_,janji ga prot prot
losinginterest012,kok pada tur😴😴😴😴
doblehkiyowoo,bang cobain di ruang oprasi 😴😴
kolstak2,kok jadi kebayang pas oprasi stel lagu itu dokter Ny turu semua
lance_slowhand18,pas blng tdur lngsunh ngengingisan🤣
jokesajg01,malah ketawa dockter nya
farrsad12,knp sih dengan sound ini
yanriyantakye,cba depn DPR bng
iqbal_ar220,pasti habis nonton nap😴😴😴😴
zuymedy75,lu gabut dok
achmadelshaaraway,janji g prot prot
dengkulpocong,tawa lagi😂
mich_eelzxy,dokter ko tidur ju-
generasigenz,kok tidu😴
iam.foxyy,mau di sapa boleh gak? 👋
klinikdrnas_sepatan,hal😴
zufardaifa082,Brah🗿🗿
badil1432,ak-😴😴
chadsquidy,tur😴
fahmi5529,Dog Dog
klinikdrnas_sepatan,dok do😴
tifaafit,dog dog☠️
h._._._._._._.i,kalo mau disuntik lagu ini di putar auto pulang no suntik👍
pandelornzo,Doktor tier s
nurilp123456,hacher 🗿
keananrey,Klinik tier s
markojunior5,@riyow020 sus🤨📸
febriaann12,dokter tier s emng bed-😴😴😴😴😴😴😪😪😴😪😪
markojunior5,😪😴
fypkalimalih,Dok obat buat thn lama buat cwok apa dok😂
kiano12343,ko gua ga tu😴😴😴😴
yaemikolikestofu,Dokter tier s
nurvy_alv,"gua juga ketiduran anj,jan di bukain lah musicny"
xranggaz,reflek jadi streamer s
khairul_rizky,lagu apa sih bang kyakny viral dh
duarr84,"yang nanya nama musik turu nya apa ini
musik:Undertale OST:049-it's Showtime"
hollowd20,dokternya turu sambil nahan ketawa
user1321345343617,doctor nya langsung turu 😴😴😴😴😴😴
renzz_1603,diapain bg abis itu 🤨
ziyo_edits35,baru aja buka tiktok ban-😴😴😴
rafifapip,kalian jangan takut ob😴
istri.law,lah kok ti-
vencelbong,anj
arsyadufaezaagha,gima😪
fa0u.gt,mumpung tidur prot prot ah
mujiharno,kenapa dokte😪😪😪😪😪😪😪😪
rizz_133,Astaga dok-😪
varen_301,@ril_edtzy
klinikdrnas_sepatan,😴
ril_edtzy,😴
farelronaldo745,@f70gid @gibrangibra1 @farelvht turu
klinikdrnas_sepatan,😴
relladitya_,@fkfrm_ @rasyaaa277
klinikdrnas_sepatan,"ngaber, ngantuk berjama😴"
ardanrizqi2,ekwkwkkw
bibitpengusaha,@luthfihalimawan
nicoproject_,@anakepaknug @bilekmabur_ @kulorafiq @_ravaalviano @syelvio2 klinik satir
granger_106,@.uy2132 @.ripcurl malah turu😴😴
wil_son.01,@ijat_turu1 @zwzwg
ijat_turu1,Turu ga janji
steetcher,@Luthfi Halimawan
tsanctuary_,@rajwaaqila476
khairy9887,@zendenzel_ @grizly_4you @priantiramadhani 😴😴
yashamwhe,@pingrek @metzd7
urlovablebeast,@dikagadangmulu
hah_0150,@byaaan62
younight21,@teguhsuwandi19
ggibrang,@ankjbrecehan
alvr_x,@ridhofebriyannn
dii_zehahaha,@ujii11
gyouziee,@pikimenolaksatirr
rashyaaaaaa,KAOAKWOWKWK
aarrryyaaaa,@m.danishhaikal_ 😴😴😴😆😴😴
klinikdrnas_sepatan,jangan tu😴
immlapar,@kirjaegerjaquez @4kiradesuuu @vibexcube lagu tur-😴😴😪
stfuuup1,jnji g tu-😴😴😪
venaticc,@yan.iyan._
yan.iyan._,😴😴
geetzy17,😴😴😴😴😴😴
syadd31,😂
hrnoskura,@muichirowie @nadd__ine
hell.boy_3,@shamaranhar
klinikdrnas_sepatan,😴
kennz_2,😏😏🤨
cappuchino09,@777diend
aryanandapa,@sh.ine__
bynkko,😴😴😴😴😴
bounty.0000,@isurra___ 😴
fusingsingngising,@Sαno Hαnαn. @Vee 😴
ohanshio,@jjoyd_
jjoyd_,kenapa ngeta-...😴😴😴
blyz._,😴😴😴
anggiiii.com,@imwilll_ @jysennn
klinikdrnas_sepatan,"ngaber, ngantuk berjama😴"
anggiiii.com,trus itu dokter nya di apain ban😴
klinikdrnas_sepatan,dibangunin terus lanjut ker😴
nonsense.r,@darrennn92
eugeneftsc,@Ngit
langitwjya_._,dokter L
klinikdrnas_sepatan,afh iy😴
breadlyjamie,👌👌👌👌
lila.anindia55,😂😂😂😂😂😂😂😂
suancell,😴😴
mmwafa123,😴
yondaktau.99,🗿
eibucubie,@x Sunny x
rfaa17_,😴😴😴😴
benzy_s7ven,@yourcrush.k
connlex,@hanaruhan
dzakyff123,😪
fzn2006,🤨
farell.info,📸🤨
sicolok,🤨🧐🤨🧐
naf0509,🤨🤨
farrrtchhhh,@fachri577 😴😴😴😴
fdjjj21,@jakee2486
.raygimnast,😴😴😴😴😴😴😴😴
bupatipolewalimandar,@trigonometri.0
yooxz26,HAHAHAHHAHAHA
panglimapppemudapesatir,😏🤨
siapa_tuch14,🤨
bastianparlinggomann,😴
meepo_xd,@leonnhrt
xhqiabxjaj,@bbygrlly__
user33333334333333,🤨🤨🤨
khufrapargoy_,😴
pash_rmdhn21,@ky
punkwithlove,😴
jayasaputra9999,@san_ziz1
paizzzzzzz0,heheheh🗿🗿🗿🤨🤨🤨🤨🗿🗿🗿
jancoksyap,@nflbae
jiarszzz,😴😴
irgannkg,🗿
suisei134,🗿
mas.riizz,😏😏
sempakneptune,@elkojay @gryedd
hannnnz_12,😴😴😴
byebyerwonderkid,😴😴😴😴
ilham_masiyame,😴😴😴😴😴
omzcy,🤨📸
naufal12739,😴😴😴😴😴😴😴😪😪😪😪😪😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴
danz_237,😴💤
rizz_133,h
imfreedy,😴😴😴😴😴😴😴😴😴😴😴😴😴😴
kang_builder123,dokter nya asi-😴
klinikdrnas_sepatan,k😴
ichigokurosakixx,langsung jadi fake dokter
arlert556,dokter jurusan mem--😴😴
arakyangbohong219,"pikiran gua malah beda waktu dokter nya tidur,😌😌"
lupinyaayng,selanjutnya bakal ng-😴😴
rendi.editz2,pp gw bagus ga 😬
meme62655,Kayanya Dokternya ba-😴
alif_lipyt,dokter tier-😴😴😴😴
free_palestine2335,Videonya Ga Je-😴😴
emotbatu123515,hamilindoktor.mp4
ada_dehh.02,yg ke 14 ha-😴😴😴😴
