User @,Comment Text
veronica10.72,nhh iyaa kmren vena ku pecahh jdi pindah seblah kanan untung ak orng nyaa sbrr. 😂😂😂
nana273nana,"sma. anak gw dtes mantoux sma yg magang. ampe gagal 3 kali, anak udh histeris bgt. sampe ganti org & anak gw dpegangin brp org. 😂"
veronica10.72,duhh klo sya yg di situ malah sya yg histeris 😂😂
seijiama_,@5thmercury
5thmercury,Heeh anying aing korban wae
blueberrycheesecake791,kasian banget😂
wiedyamp,"Aku jg bund, trauma sm jrum infus. Entah susah nemu venax/gmna. Tgn kiri 5x tsukan, knan 7x tsukan ujng2x ktmu di knan dan mnggmbung 😅😂"
richankurenai,besok2 angkat ember tiap hari biar vena nya tebal
wiedyamp,"Bkan angkat ember lg kak, hbis lahiran dan nyapih hrus diet kykx 😅😅😅"
richankurenai,"ega kak klau vena kena bnyak aktivitas menggunakan otot biasanya dia bs membesar,bukan diet nya say"
dejapoohz,"aku dulu wktu kecil pernah gini juga, ternyata yg nyuntik masih magang dan di omelin sama mama ku"
eeceeyy,prnh gini
911trauma,PLS RELATE BGT SAMA GUE HAHA
veronica10.72,haha iyaa smper biruu tngan. jdi pindah d seblahnya. seblahnya jg sdh 2x di cucuk ttp gbsaa😂😂
richankurenai,besok2 angkat emver air tial hari biar vena nya jd tebel dan keluar
malingering_,Infusnya kebalik😩😩
bityaalmair,maybe just for joke
axelll100,harus liat Grey's anatomy kalo yang suka kedokteran biar tau gimana aslinya wkwkwk😂
axelll100,liat di Disney+ udah ada full season 😍
chickenkatsy_,banyak bgt season nya😭baru nnton season 2 blm lanjut
kittenslang,YESS AYO SEMUA NONTON GREY'S ANATOMYYY
mcdreaamyyy,harus kuat hati
dieadab,nonton ya dimana?
lullabieyys,SHSHAUA BANYAK BGT EPS NYAA
kittenslang,disney + bestieee
kittenslang,nonton santai aja sehari 1-3 episode🤣
mcdreaamyyy,aku sehari bisa 2 season 🙏🏻
__erwinsimps__,THE DOCTORS
aliya19__,the resident jg
icematchaaddict,ini judul film atau chapter di greys anatomynya ka?
aliya19__,judul series di disney+
tipsytawny,yeaayyy seneng masih banyak yg nontonin grey's anatomy jugaaa🥺
shutdfuckedup,damn akhirnya nemu grey anatomy wkwk
strawberryc00kiez,cobain nonton real amsterdam!! itu beneran murni kedokteran bgt dan romancenya tipis2 doangg ga sebanyak grey’s🥰🥰 bagus bgtt
randomshits11,Aku udh s9 worth it ga kl lanjut lg?🥺 Ga sanggup banyak yg meninggal
sanapinya,"kudu siap mental nonton GA, nanti melewati 18 season of trauma😩😩"
calallaa_,"jangan lupa juga 24 feb, seasons 19 coming wkwkwk"
juicypeony,TRAUMA BGT SM GREYSS😂 skrg kl cari series harus tau dulu siapa yg mati😌
heyimthejoke,YES.
onlypainss,PARAHHHH SERU BGT KY GA BANYAK CINCONG SATSETSATSET GITU LOH SERU G ADA BOSENNYA
sekararrara,IYA PARAH
zupaasoupp,AAA JARANG LIAT YG SUKA GREYS DI TIKTOK
juicypeony,BANYAAAAKKK bgt ada grup WA dari greys di tiktok
meylaninda,sumpah yaa kmrn Desember gua di infus sm kaka kuliah pkl gitu di RS daerah gua trs gara2 dia darah gua muncrat banyak trs ga bener bgt
carteeca,Gue jg pernah! Donor darah ditusuk bbrp kali sampe darahnya kemana2 pas udh kelar nembus bajuu WKWKW trs kebam seminggu! Tp gpp seru🙏🏼
ninna_2610,"""tapi gapapa seru""😭😭😭😁
woyyy panik laahh😭"
shascakes,kak kalo donor darah itu mesti rutin dgn jangka waktu yg udh ditentukan ga sih? atau boleh cmn sekali aja??
sofia12art,boleh berkali-kali tapi kalau tekanan darahnya & hb normal baru bisa donor. kalau rendah g boleh
sofia12art,kalau ketinggian juga g boleh
silent_storyy,*Darah muncrat* 😳 *Wow seru sekali* 😂
shascakes,okayy makasih kakk
akupastibaik,"gue ambil darah sama nurse yg sering gini😅 Sakit woy, udah mana tengah malam. Jadi kalo ada kebutuhan ambil darah gue berharap bgt orang Lab yg ambil"
...sahsh,percayalah keinginanmu jg keingan smua perawat druangan😂
akupastibaik,"🤣🤣🤣 yok diamiin-in . Sama orang lab sekali tusuk, sama nurse aku seringnya berkali-kali ga dapat juga itu darah 🤣"
salmonsashimies,HAHAHAHAHHA😂
blackpinkisuperior,sama di Singapore tapi
urfavfoods,yaAllah ngilu bgt ngebayanginnya 😫😵
liafadhilahs,Gw pernah sm anak pkl juga ampe 16 tusukan gabisa2 gedeg gw
lemme.alone.bish,kak bella dokter juga?
aciaannaa,"@yeeehca✨:nope. kalo ga salah itu ka bellswen lg ada project sm dr. hashfi sm dr. nadia, trs ka bella jg ikutan peran jd dokter. gt hehe. cmiiw"
lemme.alone.bish,okee makasih 🥰
zaaaaaaaahhhhhh,"biasanya sih ke mba"" perawat sih yg dipanggil kalo masalah infus kek begitu😭💔🙏🏻"
str82theh3_ll,plis jadi takut diinfus sama koas🥲
sy.manusi,"aku pernah, ancang-ancang nusuknya lama banget, mana ditusuk² dl pulak😭😭"
rumandraisin123,Kasihan yang punya tangan😂😂😂
fadelia038,"Adek aku di rawat, pas di infus, di tusuk gak kena kena. Pertama diem, kedua diem, ketiga kali langsung ngamuk, dipegangin 7 orang, itupun masih kalah"
uhmayzinc,ka bella dokter juga kah??
ratuvi00,kak bella dokter ?
ginnyclo,me as pasien langsung🥲
user220399202699_,"inget bulan lalu pas sakit, di suntik dua kali karena yg pertama vena nya pecah, pulang pulang biru sampai seminggu😌"
slayariesss,mba roseta kirain peri ternyata dokter wkwkwk
o_ou88,itu nujlebnya yg kebalik apa cuma plesternya yg kebalik sih?
vnrq114,"Pernah bgni, ceritanya ganti tmpt infus krn yg lama bengkak. Sptnya suser baru, main coblos2 aja ganti2 tempat tp gak nemu, akhirnya ditegur seniorny"
tamateree,pas dirawat agak deg degan karena yang nanganin infusannya anak magang v:
krismight,"Sangking Marahnya, Tangan Pasien Di Potong"
ssunfloweris_,NGAKAK KEBALIK😂
withnaeun,Kebalik bukan kak?😂
ecclesiansss,kebalik kak😂
zainatoo,wkwkw bisa bisanya pas😂
sxyxy_,serius tnya smg segalak2 nya dokter yg sellu marahin koas tuh kek mana ya?
nakaima95,"Pernah jg mau di injeksi sm dr koas ga masuk2 4kali colok2 ga bisa jg sampe pecah, giliran di oper ke dokter sekali tusuk bisa, sedih tgn sakit semua"
shitttt97,Ihh si mbknya mirip muka artis mxmtoon😳 @maia
yenz.yini,pasiennya be like: 👁👄👁
ranranistired,pls gw kemaren di ugd di tusuk berkali2 cuma untuk di infus gegara panas badan gw 40° tangan gw dua2nya msh sakit sampe skrng
benedicthayuliani,aku yg nakes pas liat posisi infus nya langsung ngakak doong 😂😂
elfira.06,"aku waktu hamil dilarikan ke igd, bekas infusan ampe biru sakit😳. pas lahiran, jarum infus lebih gede tp bekasnya ga bengkak samsek. 😂😂 rs nya sama"
upiakkameh,Yang cwo nya mirip si dimas yak😅
anaktetangganih,NGAKAK BANGET YANG BILANG MBA MBA TINKER BELL WKWK DIA ITU MBA MBA EKTING GUYS
sassyajacv,gua pernah sama dipasang infus sama mas2 koas... eh bocorr
taehzyungkim,"mama gua pernah waktu itu, ngeri banget darahnya sampe ke lantai, mana bentuk love lagi😭😭"
noturtypeboys_,kebalik☺️🙏🏻
blusagie,yaallah ngebug dulu
mitraootori1,Gak lulus OSCE yah? 🤔🙈
sistiaandara,Muka mba bel😅
snowbit_,"Desember kemaren aku opname karena dbd trs ada suster mau masukkin obat lewat infus, dibuka penutupnya eh darahku langsung keluar semua😂"
snowbit_,susternya panik trs temennya dateng dibenerin berdua. aku yg udah lemes cuma bisa liatin doang😁
nana273nana,"pernah anak gw dtes mantoux sma yg koas. ampe gagal 3 kali, anak udh histeris bgt. sampe ganti org & anak gw dpegangin brp org.😅"
ameliahasiani,Demiii apa kak bella juga dinas di pkm sawah besarrr dok?
virlianna05,eh gue pernah nih di posisi pasiennya... udah serius bngt tuh perawat pasang infus di tangan gue eh seniornya liat lngsng teriak posisi infusnya salah
adityaasep_,Gak papa bang yang penting dokter nya dia
cttonbye,Lhoh mbk” tinkerbell
user1229097643,kebalik🥺
sailormoonz__,"WKWKWK MAS, saya pernah atuh. Dicucuk”😳 tangan kanan udh full, ganti ke tangan kiri. Smpe bapak marah😅😅"
meychodrolll,Wahh g bs ne klo dpt pasien yg pobia jarum 1x aj udh panik ap lg brkali2 pngsan dluan wkwkw
makaronenaktau,wih Roseta dokter juga
dhinamamora,"seumur"" blm pernah di infus
kek nya sakit ya guys, liat bokap tangan nya ampe biru"
husna_na94,"bisa""masang infus arah berlawanan😂"
aysdontcare,dia yg sering bikin pov ituuu kan ternyataa koas omg
erolklof8,pasien=👁👄👁
istrinyamasocin,pernah di infusss sampe bengkakk dan makin demam eh suster nya salah nusukin infusss😅
salawasoy,@hssn.exe KEBALIK YE NGINFUSNYA HAHAHA
indrazakii,Sebelum insiden chargeran ilang😅
syombles,Yg paling bnerr
kinasihaja,dulu pas jadi probandus ada adik kelas yg kek gini katanya biar cantik dan rapih😂😂😂😂
hahhh86,IH ITU BELLA PRAMBORS KAM?
luvleedo,"jd inget pertama kali di infus,perawatnya baru liat tangan ku lngsng nyerah😅""aduh susah nih nyarinya, panggil yg lainnya aja deh"" trus dtng perawat"
adzkirajm,Belswen ga gagal sih klo msalah ekspresi
adellepoca,takut tambah dewasa @aprilyeani
daraaaaa2424,masa kesitu masang infusnya wkwkwk
nellystinambunan,"bener, gw dlu pernah operasi nah yang dokter ngoperasi w ini ntah ngapa di takutin dokter2 muda, w bingung jir pada bae2 bgt dokter muda ma gw wkwk.."
mrnwdst_,tuhaan mirip dimas ahmad😳
litelponi1,gua mau nanya deh. klo orang gaada ilmu di keperawatan sama sekali boleh ga si nyuntik orang?
...sahsh,gaboleh.. perawat pun gaboleh nyuntik kecuali atas instruksi dokter
zaynxarf,"dulu nenekku sampw di infus ganta ganti sama anak magang 🙂
kasian mana berdarah"
changelsss,infusnya kebalik 😭🤣
oddinika,"jdi inget pingsan di ugd gra2 perawat magang, ksian si sbnernya mana dpan penanggung jwab ugdnya lagi"
mkartikandini_,WKWKWK itu mau ngasih obat ke ujung jari??
ginanryt,@enengsitinrpdlh03 kaya siapa yaa??😅
berrycakey16,"keinget wktu ibu dirawat, infus nya bermasalah ters smpe ganti kanan kiri 3 kali trus perawatnya dimarahin dokter eh abis itu infusnya gk bermasalh lg"
kidrakidrauhl,kakk mirip dimas ahmad 🙄🙏🏻
poppsiicle,plis ka kukunya kaya maddie juga
ps_angela,"perna diinfus, trs jarumnya ga diganti selama 2 minggu. akhirnya bengkak 4x lipat, bentuk tangannya udah ga keliatan. Lengannya hitam gr2 pendarahan"
indiicolitee,pasien : jadi ini saya gimana yaa dok? selamat aja kan
culametan2510,Hahahahaha aku pernah punya senior yang salah arah pasang infus!! Kami sebagai junior hanya terdiam sajaaaaa
cybercloud1,"alm. mama pernah tangannya jadi bengkak banget gara2 yg koas salah, kesel banget lah w mau marahin tapi kata mama jgn"
yukishu0,"keingat pernah mau di infus, jarum udh nyucuk tangan trs kt perawat nadinya gk ketemu, jd sm perawat jarumnya diputer² pdhl posisi jarum udah nyucuk"
lcypvnsxx,itu tangan siapa btw ya allah ngakak mau2 nya😭
yawnzznlip,Itu ditempel doang ka ga bener2 ditusuk lol
noonim_,bisa kebalikk gituuu😭😭
nissalalilo,"gue pernah jaman sakit DB, diambil darahnya buat dicek. itu dia posisi nyucuk jarumnya salah terus jadi di lepas-masuk ampe3x, tangan w biru2 akhirnya"
aeraa.kim,"Jarum infus bengkok didalem tp sm perawatnya diblg gpp, pdhl udh hampir biru dan bengkak. Pas dokter masuk langsung dicopot trs dipasang ulang🥺"
sasaerisa,"kaya yg di grey anatomi season 2, selang nya digunting😅"
hei_483,"gw prnh d infus gbs2 krn pembuluh drh kcl, smp d obok2 infus nya d dlm pembuluh darah."
racun.spillshopee,Gigi gue pernah ditambal sama anak koas trus skrg kalo di pake makan malah ngilu terus
deouiii,"Keknya waktu itu pas gw dirawat salah diinfus deh, soalnya si jarumnya keluar dari kulit 😭 jarumnya mletoy gituu di atas kulit pas dibuka wkwkw"
parlinsihite16,new tren pasang infus 😂😂😂
zekya2709,"alhamdulillah, gw diinfus dokter koas😂😂😂aman....plus yang infus gw ganteng bnget woy🤣🤣🤣wkwkwk..kan jadi semangat sembuh gw"
rieeeflov,dlu jga kek gtu selangnya ngegantung jdi ada beban di ujung selang infus yg nusuk ke tangan beuh beberapa jam bengkak 😳
sinnnaii,untung dulu gua gak jadi diinfus sama anak koas dari masuk ugd ada anak koasnya udah bingung sendiri ada pasien baru
fdislm,Bellswen ternyata dokter jugaaa??? Kereenn
loneirzzz,"dulu pas mama w lahiran adik w, skalian dijadiin bahan pembeljaran (?) buat dokter""mudanya, alhasil ari"" adik w ada yg ktinggalan 😃"
hppyandsweet,si panikan sama si tenang kalo salah tindakan @imtera
icigarettess,NI JUGA KALO TEMEN SEKELOMPOK PKL KERJANYA KAGA BENER YG KENA SEKELOMPOK [angry]
miftahmuthiahafizah,Lebih takut sama dokter penjaganya dari pada knpa knpa ama pasiennya 😅
dheapuspita.dr,"Dok hati2 disenggol MKEK IDI, aku yg deg deg an 😳♥️"
vioretha_,"Jangan dimarahin @bella arswendita. nyaaa, kasian liat mukanyaaaa😭😭😭😭😭"
bbyxxli,"gua pernah anjr diambil darahnya sama suster baru, karna susah nyari pembuluh darahnya sama dia jarumnya diputer"" didalem kulit akhirnya jadi lebam 😭"
yaahmarthaa,Njir salah 😂
sifajar_ini,melawan hukum perinfusan 😅
thejancuker,gua pernah sampe 5 kali cabut pasang anj wkwkwk
ilanotily,"kemaren liat sinetron SCTV sekilas, infusnya kebalik juga 😭😭 padahal mukanya udah bener bareface"
jaypannese,untung kmrin pas diinfus sekali tojos😭😭
peterwamea,lah masangnya kebalik 😂😂😂
mochaeyy,"dulu pernah mau diinfus perawat, gw dlm keadaan setengah sadar dgr dia blg bismillah berkali2 😂"
trouuvemoi,sound nya napa harus euphoria sih 😭😭🤣
sponsorship162,kmarin aku kesakitan bgt di perut bawah kiri sampe dibawa ke ugd jam 2 malem trus dokter jaganya cuma nanya2 doang abis tu ditinggal tidur
sponsorship162,trus aku masi nangis kesakitan sampe jam 7 pagi akhirnya pindah rumah sakit
titadewim,fix infus di sinetron
wawaawi,"Huhuu dulu aku pernah salah tangan yg diinfus bukannya kiri tapi malah kanan, trus dilepas lagi 😭😭 rada ksl banget sama perawatnya yg kurang teliti"
mak_e_numa,"aku pernah ambil darah ampe d tusuk 5x!!!! 😫 akhirnya di ambil alih ama perawat senior, bimsalabim langsung kesedot😅"
ririand20,"""Dok, ada pasien mau pasang infus nih? Mau coba ga?"" ""Temenin ya ka"". Seketika doi pasang infus dengan mode getar."
zahra_amoorea_galek,anjir😂 ngakak itu pas di cabut sakit banget di tangan 😂
bila0_0bila,lah ko wajahnya mirip...😂
sandditwich,tindakan salah yg ditakutin malah kena marah sama dokter penanggung jawabnya bukan ke gimana dampak ke pasiennya haha
estehseger203,aku pernah tuh infusku di selotip banyak banget sampe pas lepas infus sakit plus lama banget
haxel._0,eh dokter juga!?
dulkipik,ko diliat² mirip gun atp si
kaelauwrenz,@nnazoee yang cewe mirip Bu Hasnah [hehe]
butterflynz,"KWOK-
BEDA JAUH 😭"
rjskies,KTWA BGT MAAFFF SMNGAT YA😭😭😭😭😭😭😭😭
user9cgetg7831,yang cowo mirip lhong di tharntype😳
trdinari,kebalikk jarumnya 😭
syarla.aja,syok banget liat nya 😭😭😭
heyyoubrooo,"dulu pernah di ambil darah sama koas sampai di tusuk 4 kali GK bisa bisa , mau mati rasanya , pas sama dokter baru bisa"
asian125yakhhx,eh selimutnya sama
dkdlz_,howala mbak peri dokter👍😭
arumhai,"kenapa ya, crush gw tu ujungujungnya pasti anak kedokteran.. pernah suka sm orang eh pas liat ternyata anak kedokteran lagi.. kenapa bisa gitu:'"
morningsist,ditegur di tmpt apa dibalik layar ka?
anjayynaa,firsttttt
coolwookie,the patient: 💀💀
wishingtoglowup,The collab we didnt know we needed
disauniverse,😭😭😭 @jhuine_se
ultimatewhy,WHAT
gzksa,LAH HHAHAHAHA
babunyasugaar,mba perawat for the rescue 😂 dgn catatan kena omel sedikit 😂
yourgirlna_,@astagaasall I think I know that hand😅
alecjxsn,hand gesture 😍
veeyonnn,WAIT WHAT KOAS? omg
callmeigel,the moment when george found out stevens cut danny’s LVAD wire😭
cynthiaaaa9,HAHAHA MELAWAN ARUS
shaydrus96,"If dr. Hasfi said the last sentence to me, I’ll be like: “Sure, if you want to”"
syavkim,KEBALIK AHAHHAHAA
ayamlodho,the patient: 🧍‍♂️👁👄👁
ysluniq,dang the sound lmao
kimnahong,pasien : dok 🌚
marchioness0_0,WHOSE HAND IS THT??? 😂
brokenhepar,Dok handscoon e dok
notfoundanywhere_,"""hayoyoyy matilah kitee"""
lighthuray,"😂Ga kebayang klo beneran ada yg infus begitu, pegang tangan pasiennya di ketekin ya berarti 😫🔫"
keyyjiy,kalau pasiennya gua udh lemes tu🥲 salah
pacarnorenist,Selimut semua orang
kakaseprouse,ITU BENERAN DI INFUS??? aku ngilu bgt 🥲🥲🥲
_yyyyaaa0,"pernah bngt pas perawat bukain impus gua ampe tumpeh² darah gua di kasur msh ga bisa, pas yg senior dtg ga smpe 2mnt lepas😂"
anikanikaa,emmh bisa di kategorikan malpraktek ga nih 😂😂
zbubble23,"kejadian seminggu yg lalu waktu di igd terus pas mau ambil darah di lab😅 bekasnya jadi pada biru, pedih-pedih sedep sampe sekarang😂"
vehiculos_,fiksasi udah bukan butterfly lagi... udah modr kumbang tanduk 2 wkwkwk
adorabluee,koyo awm pas uprak @hiidinii 😭
locationunknown23,Ngakak bgt ada yg komen mba2 tingkerbell🤣
scl.23,Plasternya kblik
juwaaaaa06,aduh jadi takut masuk keperawatan 🥲👉👈
jcsknwng,"Aku pernah diinfus sm perawat, eh pas disuntik darahku langsung muncrat dan tanganku langsung melendung😭"
skr.xyz,eh nu cwo mirip ai dotkom @kyamnyet @slcntt
ayangduwun,WOI TANGAN AING AMPE BENGKAK SEBELAH KANAN PEKARA SUSTER NYUCOKNYA LIKE SALAH URAD
peanut8butter_,Demi allah gua benci bgt kl perawatnya salah sasaran mulu kl mau infus😭 sampe gajdi diinfus gara2 kanan kiri udah bengkak ga pas di vena
kringkringku,kebalik dong wkwk
stqryatlxsrh,tolong jelasin dong itu salahnya mana dan yg bener harus gimana plis gatau😫🙏
aleena_id,"dok mau nanya dong, emang jarum infus beda² ukuran yah? dulu susterku bawa beberapa bungkus trus pas udah dipasang bilang ""duh kebesaran lagi ukurn jr"
aleena_id,"jarumnya,tapi gapapalah"" trus memang katanya bengkak dan tangannya gabisa digerakin tuh normal.mana ujung² nya darahku muncrat kemana², kasur ubin bju"
lyhnq,whose hands is that 😭😭
kimkimikuu,Hahahaha @Cindy Monika (Cimon)
wimpyykids,@jancuoq
2297c,@greylu12
kawrushin,HWHWHAHA
luhfeb,😂😂😂
hunafla,😭
diah_sem4,😅😅
ang9abw,HAHAHHAHA💀💀💀
i.yeon,😅😅😅😅
dihhkenalloo,@aurleyyy
pgnjdiultramennntt,lucu anj lope gtu
berlyndadin,@KimCheeseGal
mintchoco_bear,😳😳😳
vitaaahadison,HAHAHAHAHHAHA
andiiiiiiiiik,😂😂😂😂😂
alslouisee,GUN????!?!??
