User @,Comment Text
nissmyname,"ohh gitu yaa,kakak nya di tipu dokter?"
martinus.marcell,iya kayaknya soalnya jg ada sih klu kasus dokter di rs atau klinik kasih salah obat tp malah ga tanggung jawab...tp gatau jg klu kasus ini
martinus.marcell,cmn kek nya gt intinya
nissmyname,emg dia knp si?
vanoddk18,"nah ini,gw pen tau cerita awal awal ny gitu"
martinus.marcell,kayak nya sih menurut ku...dia berobat trus..dokter kasih salah obat gitu atau gmn....dokternya tp bilang itu obatnya...trus kyk ga tanggung
nissmyname,@Marcell:kayak nya sih menurut gua...dia berobat trus..dokter kasih salah obat gitu atau gmn....dokternya tp bilang itu obatnya...trus kyk ga tanggung
vanoddk18,iy sii kek ny
ragilljerman,@eric.aldo
fatmaa__38,Tolonglah semuanya buka opendonasi biar bisa konsultasi ke dokter kota yg bgus biar cept sembuh🥺
eza.manullang,nitip
sifa_sifut0,Nitip
flowerputtt,S7
fatmaa__38,Yg amanah tolong mintain donasi buat ibu ini yh🥺
sisisi577,Nitip
annikkhoirunniss,nitip ayo
baksourat40,nitip
pacarnyabayunicc,@attahalilintar
pacarnyabayunicc,Up
sddi1_,n
inan1127,s7
jaknesim,nitip
ngelxkyz,.
bonjoe6,up
roti.srikaya_,p
ddsimoet,.
fatmaa__38,Ayo siapa yg mau megang uangnya biar tapi yg amanh
ciyye5,semoga mbak nya sehat selalu aamiin ya allah
rinircuantix,amin ya Allah
rakhanxxccc,rumah sakitny yg harus bertanggung jawab😌
xybra2,semangat kak
juniboru.sianturi,iya kkk cantik
tae1365144,maaf ni😁🙏🙏klu boleh tqu iyu kenapa matanya ko bisa kaya gitu emng dokternya ngapain sampai matanya bgitu
f4irycherrz,dokternya salah kasih obat tetes mata
ameliasarihumairoh,yg penting kk sllu shat yaa
rifdahaniyahp,"karma ada kok kak, tenang ajaa"
adenadya98,kyak nenek ku operasi mata eh selesai operasi lalu ga bisa liat
ikiiezxy1,kan bolo mtany diambil🙂
giganticocx,trs disuruh bayar gk?
dillaadongg9,kbnykn gtu klo udh oprsi mata
fhrlalhmdhfz_,"Kakak Semangat yaaa💖,semoga kakak sehat sehat selalu💖"
juniboru.sianturi,iya KKK cantik
bubul_yoonsi,semngat mbak🥺🥰
spjngska_wk,Semangatt kakk🥺🥰🥰
dlryn_,Semangat ya kak🥰
salzaff,semangat ka🥰
vo4you,sehat' terus yhh kak🥰😇🙏🏻
rhypiya,tetap semangat kakak cantik🥰
iwanto123,"sabar kak..
dibalik semua ini Tuhan punya rencana 🥰🥰🙏😇😇😇"
qivansalim,sbr adek y...klau doktetxa gk ada tanggung jwab xa insyaallah ada Allah yg bls dek 😭😭😭
amelia_eva_tebriana,semoga cpt sembuh kak 😁🥰🥰🥰
bilnabil15,semoga cepet sembuh atas kuasa Tuhan aamin
ahmdalkhfi_26,semoga cepet sembuh ya Allah kakak ini
martinus.marcell,Mbak boleh ceritakan kronologi?
baraassyecha03,itu sakit apa kak ?
czypiay,"parah banget itu dokternya:(
sehat selalu ya!!
pasti ada orang baik bisa membantu!!"
nabila_ns2,semangat ya ka cepat sembuh ya 🥰
kyaazoldyck,@ipinkpinkan16 dokter ny parah bet anjr
jejeax11,grgr ap?
putraburangrangma,𝘒𝘯𝘢𝘱𝘢 𝘒𝘢𝘬
skipbund,"semoga di berikan kesehatan ka,dan di berikan jalan keluar nya Ama tuhan"
sayamermeddddt,"ih sama ky om sy,dokternya slh ngasih obat"
only_jeje1,"ya allah Kaka,semoga bisaa lekas sembuh ya kak🥺semangatt kakaak🥺🥰"
antirokok3,yang sabar yh kak
kepobangetandasoksokan,semangat kakkk🥰
dimasbayunugrah46,awalnya itu kenapa mba?
putrirosiamali,gara² apa? 😳
cl4rraav,semangatt ya kak🥺💗
makkee28,semangat y
mindopardosi,awal ceritanya itu kekmna to
meliiaas,Semoga kesabaran kk terbalas yaa🥰
zhrtlwrdah,semangat mbak
uyun_080,dia kenapa😳
___diasptr,"astaghfirullah,🥺"
19meisayaulangtahunke_20,panjang umur kakak🥺
fergieee5,ini kenapa coba jelaskan kan
lyin_cya_,"kak mau nanya ko mata nya bisa kaya gitu??, Mangat trs ka cpt sembuh😔♥️♥️♥️"
ra65222,ituh karna main hp mulu kata mamah
sayauci_kak,Emak: 🗣️HP TROSSS
hantucanik1,aku sayang sama kk
alenoanwar,dokter anj
devimaycis,"assalamualaikum kakak itu sakit ya kakk
semoga sehat selalu ya kakak 🙏"
chabyy83,astaghfirullah. @Dr. Hotman Paris SH MH . lihat lah pak🥺
rusmirusmi30,"semangat mbknya,,semoga cpt sembuh Aamiin"
sartinsartin713,sabar ya dan semangat
aku.elaa,semangat ya kakakk🥰 Tuhan sayang kakaka
yopi347,ksian KK sehat terus semangat cpt sembuh.itu dokter di cari.tanya pindah kmana
alfa_rizhall2690,kenapa itu kak awalnya ...semangat kak smoga cpat smbuh
safi3_1,kenapa sih?
febri_yanto65,kronologinya gimana kk
zelomesak,semangat yaa
ayangku664,"semangat kk,, 🥰🥰🥰🥰"
arfiantoparintina,semangat ya ka
ikhssanu,pakai. kacamata ion kan
liayuliawati822,"sabar,sehat,semangat untuk kaka,,,💪"
putraaja3010,"maaf ni kak knapa ni kak, boleh crita gimana awalnya kak"
raditpasha201,obatin kk🥰
yaudah_190,setidaknya bisa kepolisi.bawa surat tgl kk nya di rs itu.sebut jg nama rs nya.kan nanti jg bisa dilacak.polisi pinter kok akalnya.pasti bisa aja
MS4wLjABAAAAneGE0roYkXGEIeBNhhFFrnwbB7r0s7f6eKGpTN2DkII,rumah sakitnya yg dicecer
senjaxiaa,SEMANGATTTTTTT❤️❤️❤️
selingkuhanmu_14,"tetap semangat kakaku
jgn lupa berdoa kk😇❤️"
wawasein,kamu orgnya baik dan kuat amat..semoga bahagia dunya akhirat
cleiyolanda,semoga cepat sembuhnya kak
u___yy,"open donasi, saya bantu"
hayatiharahap298,apa asal mula nya kak
garistangan04,kak critain kejadian nya knpa
trizzxx03,gara gara knpa kak?
tosaki6,smangat kak
bliebilll,semangat ka🥰
romansyah935,parah dokternta
zzyraa07,masih bisa sembuh ga si itu?
ctrrrrrr_,kan bisa di slidik kak
nandinsa01,Semangat kk🥰
jco.123,aaa semangat kak dan cepat sembuh
nopitasariii_,semangattt kak❤❤❤btw boru kakak sama kek marga bapak tiri ku sianturi mataniari🤗
sumiyati5115eka,"maaf tanya aku awal,,nya kena apa dek 🙏🙏 semogo cepat sembuh Aminn🥰"
ratumagdalena_,SEMANGAT GOD BLESS YOU
wiwinarlita,smoga lekas sembuh
alvan269,semoga cepat sembuh ya buk 🥰
kaylaaxraaa,kenapa kak bisa gitu🥺🥺
boncabaiiiilvl5,kakak semangat yaaa🥺❤️
rthfjhhg,ini kenapa 😳
isma.kinmen,seht sllu ya KK 🥺🤲
uwanyalhala,Oh habis di operasi kasian ya
enitaslimah,itu mata gara pake soflen
stanleyang26,"kalo km merasa dokternya yang salah yaa datang aja ke rsnya, minta data + foto dokter yg pernah kerja disana."
mustajab903,"semngatt terus kk y,,semoga cepat sembuh aminn,😌"
nana11064,Smngt kak 🥺🥺
liaaaaaucu,emg knp kak?
jandaputih,awal ya kenapa ko di tuntut dokter ya
yahhm_45,kak spil gara gara apa itu nitip moga di baless🥰
linaharahap0829,"semngat truss kk
kk harus yakin kalo mata kk itu bisa normal lagi 🥰"
bfnyassa,"kk maaf bgt bisa ceritain ga knp bisa mata kk jdi seperti ini? maaf Klo lancang, sehat"" ka 🤎🥰"
dellaaprilya4,ya Alloh smoga cepat smbuh yc kaa.. 🤲🤲
antyycantikk1,knp si kok gw ketinggalan trs jelasin tolong?
nenkmayya1,mg cpt smbh yh ka
rizkaawelia,terusss semangattt kakk🥰
nailatul52,kasian kak ni🥰🥰🥰
hanabaukencur,pasti dokterny lulusan nyogok😏
riyadibahar2,semoga cepat sembuh
cayx.ca,sepil foto yg dulu
lutfi15jun,Semangat Semoga Sehat Selalu Kak
dalovafashion3,KALAU KEJADIAN DI RS ITU PIHAK RS YG BERTANGGUNG JWB KK ADA MANAGEMENT RS YG AKAN MENGURUS WALAUPUN DOKTERNYA SUDAH GA PRAKTEK LG TTP ITU T.JWB RS
siti7945,ya Allah semoga cpt sembuh mbkee
gladiz25,"klo sudah gk ada di rumah sakit
pasti di rmh sakit itu ada data dokter itu...telusuri sampe tuntas kaa"
rsntkaa7_,emng kenapa Mon maap saya gatau
anjaniahmad385,y Allah kasianx KK ini
pengendali_selang,bikin sampe dokter ny gk ad lg di dunia ini 😂
bolapidong04,Awalnya gmn ko bisa gtu 🥺 semoga cepet sehat lagi ka 🙏🏻
mesaqbaejuluq,"rumah skait nya kn ada data""nya cari disitu Ama yg berwenang mbk"
amauldy,klo alesan gabisa dituntutnya cuma karna dokternya udh ga di rs itu lagi agak sedikit aneh ya menurut saya🙏
akanggede,moga cpet sembh bak amin
astgnablva02_,cepet sembuh kak
zoeyy660,astaga parah bgt dokter nya
wiwiebarcieljr,blh tau nggk RS mn ?
saya.asti,semangat cantikkk
user9212296898253,Itu kalau enggak salah penyakit TEROID soalnya aku juga begitu dulu terus aku berobat semangat ya sayang semiga lekas sembuh 🥰🥰🥰 i
user3672576603600,cpt sbuh y mbk 🤲🏼🤲🏼😭
vitaabukanpita,semoga sehat selalu y kk. 🥰
pangeranbear82,bisa kok diusut ito... dr RS tersebut dan itu kan kesalahan dr RS... nah itu kan namanya malpraktek asal ito masih simpan surat2nya
ayangkmuhehe0,Kalo tidur gmn kakkk
natalia_br_samosir19,"Semangat ka😳
ka coba ceritain awal kenapa bisa begitu?"
hanyborumarbun,smoga lekas sembuh ya kk
nenektiktok4,keluarga dokternya bund
aienyuwriters,Semoga cepat sembuh kak 🥺
yeremyyisculers,"Itu tanggung jawab rumah sakit kak, aku kerja di rumah sakit setiap ada pasien yg merasa dirugikan selalu menuntut rumah sakit bukan ke dokter nya kak"
derderisapar,smoga ada ke ajaiban Allah SWT🤲🤲🤲
fitrichan39,"𝚔 𝚖𝚊𝚝𝚊𝚗𝚢𝚊 𝚋𝚒𝚜𝚊 𝚔𝚎𝚍𝚒𝚙 𝚍𝚞𝚊""𝚗𝚢𝚊 𝚐𝚊😳"
difa_ndfa,semangat Kaka sehat selalu 🥺🥰
nengvera28_,"ya Allah sabar iya kak, semua pasti ada hikmahnya 🤲"
floweristing,semangat kak ❤️❤️❤️
mociur0,@iztndyaaa plis
suerma,yaa allah sabar syg smoga ad jln 🤲🤲🙏🙏
user900449599158.egi,ya Allah.smgah cepat sehat😭 amiin
yunaldofrestiyo,sabar
nindyapujie,ya Allah semangat ya ka
cuddblessz,dokter anj
_aspia,itu sakit ga kak🥺🥺semangat kak ya🥺
agan_prastya95,aku sumpahin smga kka sembuhh🥺🥺🥺
aquariusss83,Spill nama dokternya
clarashvira,flw ka juniiii
nabilahnurbila,kak emg knp Aku baru tau
yaemikoslanderyaetrash,semangattt
putri.1225,spill ceritanya
user1419337085025,salam sianturi😂😂
bungariki,sehat selalu ya buk.
jijie89,semoga cepat sembuh kakk...Amin..
yantisherin30,lekas sembuh kak🥰🥰
pradana2612,"sabar ya bu, semmangat🙏💪"
sinagabonor21,yang sabar yh kaka
ulicetoym,cpt sembuh ya kk
mesiandini,"kasihan kali sama kakak ini,tetap semangat kak🤗"
divaaaaa190,kok bisa gitu
mgilang210,sejak kapan kak itu kek gitu?
cintamaria17,smoga bisa smbuh ya kak
desiangraini75,semoga penyakit KK di angkt bisa pulih lagi sehat selalu KK ku
resviana07,semangat ya bund 😅
rinwkwk,Gak cari bantuan ke dokter lain aja kak ??
bilxzy6,sya ketinggalan berita lagi nih😭 btw knpa dokter nya mbak?
setandihutan,kak itu matanya knp🥺
pujiwardana8,"Semoga cepat sembuh yaa kk, 😇"
xxqprillz,"semangat truss yah kak🥺cptt sembuh,aamiin❤️"
yudika189,semangat kk
.erlinyh,semangat kak cepat sembuh ya😺💗
febrinaaaa_,semangat terus kakk🥰
jfddy_,kan ada riwayat dokter?
meliisimatupang,"astaga cepat sembuh bou🥺 bou kuat kok
Nang pe songoni ho bou alai terharu x bou mambege tutur ni hatam bou sopan🥰"
funnyocha,sakit lah kak
xie_comeback,"semangat mbk semoga sehat "" trus"
shevaldo27,semoga tuhan yg membalas
vernon.chwe_svt,Semangat kak ! Semoga Tuhan selalu memberkati😁🙏🏻
koanasha12,kak kalo tidur kek gimana ?
nico.silaban1,semangat kk
nouval1206,kasian banget
rafiarumrafi,ne yg kutakutkan..anakku jg mw operasi..
ayuzhyng,kasian🥺🥺🥺🥺😢😢
gadis_manja261,emang kenapa sih
tujutuju20,kuat y kk..banyk berkat buat kk.
riaumasborupandia,"semangat ya nanguda, Salam knl Aku tubuni boru sinurat, Aku udah follow nanguda, semangat trus ya nanguda, kami Akan doain nanguda trusss🥺🥰"
mulareken,sama ya cantik semangat km
sintia4508,semangat sayank🥰🥰
kenzoalrava,sabar ya🙏 smg kk sehat selalu panjang umur dan kelak mendapatkan keadilan dr dokter yg sudah buat kk seperti ini
bilaaaa855,semangat kk cntik🥰💖
xsxsxs091,Cepat sembuh
tauruxs,parah banget dokternya asal kasih obat aja🥺 gws ya kak😇
sanntiiana0,@Deddy Corbuzier om bantuin kasian 🥺
hafizahdarikotakalbar,Ya allah smga lekas sembuh ny kk yg sbar kk ..🤲🤲
bundaenjel38,semoga slalu sehat ya.
ikaratnaria,"bukan cuma dokter yg dituntut
RS juga bisa dituntut asal ada bukti berobat disono kk,,
kan ad kwitansi pembayaran dll"
rusdianapurba968,GBU KK
nagarawinarta,🙏🙏sehat trus tantee
milawatiumar,sabar yaa kak..pasti ada balasannya
aninuryati05,cepat sembuh kk yg baik
tae1365144,itu kenapa ko bisa kaya gitu emang dokternya ngapain matanya sampai kaya gitu🥺
.littajuteck,kk mf mata nya knp
adisna5,semangat kak
intan220825,Moga cepat smbuh....iya kak🥰
heldy392,yg sabar ya😌😌😌😌
nyairoro03,Bukan hanya dokternya rumah sakitnya pun harus tanggung jawab....minta bantuan lah utk mendapatkan keadilan
ezzabidhel27,semangat kak smg diberi kesembuhan 🤲🏻
rayasaja08,emang itu awal mulanya kenapa kk
devieeeey,semangat kaka cantik🥰
wulandari4237,sehat selalu kak
viaamora88,"coba berobat ke sumatra eye center di medan kak, bisa pakai BPJS di sana"
rastycwan,@kreckyz @apayaazx kasian
tjah_ndjero22,semangat ya kak
gfharrypottah_,SEMANGATTT TRSS YA KAKK🥺💗💗
ayofyp._,cepet sembuh yaaa🥺
bagasramadhan010,mohon maaf kak itu gara² apa kak🙏
laras1188,maaf KK mau tanay emng KejadianNya kaya mna ya kk
nindi4483,yg sabar kk🥰
widiyona,semoga cepat sembuh
sista_aprilia,semagat Kaka cantikk Kaka pasti kuat ngehadapin semua nya kami di sini selalu nge dorong Kaka buat selalu semagat kaka hebat Kaka kuat🥰🥰
kailakaisaarta,rmh sakitx syg yg dituntut malpraktek
miseriyapen417,cepat sembuh kaka
sintiaanjelina13,nggak kin keluarga pak yabes siburian kam kak??
juniboru.sianturi,aku berenya kkk
rahmanfrdlh1,smgt trs ya kk cantik❤️🥰
syarafatma,Ni krna apa ya kk maaf nnya🥺
vinabundamahendra,"semoga segera sembuh ya say ,"
mamakim07,yaallah.. sbar y syg
cintatakterbataswaktu,semoga cepat sembuh kk
mamathmerengpeng,kakak yg sabar ya semoga cefet sembuh aja ya ka 🥰🥰
pastleboy_,Yang sabar lah ya itoku .
rustaazizahsayang,semangat moga cpet sembuh y ka amiin
putralampung611,Sehat selalu ya kak🙏
ekkarahayu_safitri,pnya kartu bpjs?
putumariati,kak mataku jg begini dulu tp udh oprasi pake protese sekarang
dwi_tambunan21,itu awal nya kenapa kak 😥 smoga di bls
anacantipp3,ceritain kk😌 kisah nya
sherlyta034,semangat kakak🥰panjang umur ya🥰sehat selalu juga
ita_scorpio,maaf..🙏...mata kaka knp... semoga lekas sembuh ya ka..
puputeran_15,klau tdrrr gmn?
iyaynti,sehat slalu mba...
nanihanapinanihan,semoga cpt sembuh kk ya
neenanoor1,amin semoga cepat sembuh
kimmi0jennie,kenapaa?
dewiyanti240,Semoga sehat selalu amin 🤲🏼🤲🏼
anita15004,aduin k rmh skitny kk bhwa kka prnh sm dokter itu
rismadewi4083,semoga cepat sembuh ya Dek.
derumbay,"maaf mbak sebelumnya saya memang ga tau masalah nya tapi itu namanya penyakit maaf retinoblastoma,,,karena ada tekanan di belakang retina"
enzharatu98,rasnya psti skit skali gak kebayang sdngkan kelilipan ajah perih nanggis apa lagi kek gitu😭. kasian CPT sembuh Tuhan Yesus jamah Slam knal dari NTT🥰
userdga7s3128x,"maaf kk
kalau dokter nya ga ad yh RS di tuntut kk
ada UU nya itu kk"
srirejeki3695,semoga cepat sehat ya kk
jolly_girs,masyaallah😭
arabian860,itu karna apa?
noer_apriyanti,tolong ibu ini kaa @Baim Wong @Ria Ricis @Atta Halilintar
restiya12,kasian ya allah moga sembuh kak
ocahayasimamora05,semoga cepat sembuh kak🥺
hatiygluka34,smangat ya kk semoga cpat sembuh 🤲🤲🥰
cancerrrrrrre,Semangat kakak cantikk🥰
siskafdw,allah maha mengetahui. semoga diperluas rasa sabar dan ikhlasmu kak🥰🥺🥺🥺
rafaleamiya,ya Allah semoga cepet sembuh semangat slalu ya dik Aamiin .
diblokir01,bukn kedokternya saja kak kan pihat rumah sakit jg ada tanggung jwb nya
fitriviloka,itu di apain sama dokternya sihh?
mamahernna,Seht sellu mbk
nokogan,"astagfirulahalazim itu dokter nya kabur,, tak apa suatu hari nanti bisa berlaku hukum karma sama doktor itu yang memperlakukan mbak nya sabar ya sayan"
melly_asmar,sakit apa mula nya y
muhamatrasah,semoga Allah memberikan rezeki yang berlimpah sehat trs y kak🥰
wow.tiktok.comraisyashop,ya alloh semoga semoga cepat sembuh
pakchandrat,ya Tuhan tolonglah kk ini
ultr4mennnn,@fhri_7 incu utama
mutiara6017,semoga cepet sembuh dan sehat selalu kak 🥰🥰🥰
rusher.151,maaf kak emang ada apa kak
liacans399,"ka cba ceritain donk knp mata kka jdi ke gtu
semoga aj di baca🥺"
cindyaulia0118,Mon maaf kk ini kk knpa ya
dwikkt,itu klo gk salah pembekakan itu kak di belakang mata ibuk saya juga pernag seperti itu tapi kecil sedikit kalo bisa itu pijat saraf coba
ariellsalsabillaa,Banyakin doa ya kak🥰 Moga cepet sembuh yaa🥰 Bagi Allah tidak ada yang tidak mungkin🥰
auliaabihvesek,ih neri liat yh
andyharahap2,"aduh kk jangan diem aja
tuntut kk terus
ayoo siapa yg ada pengacara bantu kakak ini
tanyak sama rumah sakitnya kk
tanggung jawab mereka jugak itu"
mumunmunawaroh379,cpet sembuh kak
melyantiponglitti,sabar mbak smoga cepat sembuh
hanyasayajuga,itu awalnya knapa kk🥺
naftaliamarbun_,aku dulu pas brbt mataku bintitan di RS besar taunya dikasi obat tetes telinga untung pasDIKASI Obat dibaca dlu trs farmasi ya minta maaf & kt teliti
mftwlnsrr17,"sehat selalu kak,semoga selalu diberikan kebahagiaan 🥰"
j.borreq,"yg sabar y kk,,smoga cpat smbuh
nnti tu bukan dokter kk ,,tp dokter ecek"" cuma pengen jd dokter gk kesampaian😏
smoga dy cpt di sadar kn ats kesalahan"
ny.sianturi21,"semoga sllu sehat ya eda,salam dr paniaran Sianturi eda🥺"
momelkagusti,"semangat ya kak e,sehat selalu.salam dr boru sianturi 🥰🥰"
ruthtambunan_,smg cpt pulih ya kak
sulistyourip3,semangat kak semoga cepat sembuh dan sehat selalu
liabuhay3,semoga cepat sembuh ya ka 🤲🤲
mmyaunti,Tuhan udah siapkan yg trbaik ntk kaka di wktu yg dtg kk🥺
awsatya,itu dokternya kan ada datanya cari kemana dia pindah
wongblitar666,cari terus kak
susisuyanto988,smoga cpet sembuh kak 🤲🤲
sarahsiburian2,Sehat selalu Ya bou Ku salam dri br Siburian
amelliyaanggraeni73,"semangat ya ka, semoga sehat selalu"
khacantika078,𝙢𝙖𝙖𝙛 𝙮𝙝 𝙠𝙖𝙠..𝙪𝙙𝙝 𝙗𝙧𝙥𝙖 𝙡𝙖𝙢𝙖 𝙢𝙖𝙩𝙖𝙣𝙮𝙖 𝙜𝙩𝙪 𝙠𝙖𝙠 😊🙏𝙨𝙚𝙢𝙤𝙜𝙖 𝙘𝙚𝙥𝙖𝙩 𝙨𝙚𝙢𝙗𝙪𝙝 𝙮𝙖 𝙠𝙖𝙠🥰
shantyyy_anindita,ya Allah kk sehat2 selalu yah kak🥺🥰🥰🥰🥰
luvnoviiiii._,𝙖𝙣𝙣𝙞𝙧𝙧 𝙠𝙖𝙨𝙞 𝙖𝙣 𝙗𝙖𝙣𝙜𝙚𝙩𝙩 𝙮𝙖 𝙖𝙡𝙡𝙤𝙝𝙝
rafazzura,@ditt624 Bug
boyli76,"maaf kalo ga salah mba,nya itu terkena retina blastoma,jangan d biarkan kalo dokter,nya udah ga ada,coba cari dokter lain 🙏🙏🙏"
ma.moonlight_,walaupun dokter udah ga kerja disitu rumah sakit tetep bertanggungjawab atas kelalaian tenaga kesehatannya
ma.moonlight_,Tanggung jawab rumah sakit di Indonesia diatur dalam Pasal 46 UU Rumah Sakit yang menyatakan bahwa rumah sakit bertanggung jawab secara hukum terhadap
dorayantipasaribu,semangat terus ya horas
niaadmyntii_16,semangat wanita kuattt🥺🥰
ogheyyy827,bisa nanya2 di RS itu ka pasti kenal kan
zenykrisdiyanto,Hanya Allah swt yang bisa menyembuhkan penyakit kk itu 🥺 semangat kak terus lah berdoa 🥰
araactyy,semangat kak
sarah_mzlnn,Sihat terus ya kak 🥺
saaday04,lah cari lah
aidiliskandar881,10-0😁
saaday04,makan la sikit nanti sakit🇲🇾🤡
aidiliskandar881,aku tak jaya kau orang Indonesia😏
badut.538,aku tak makan tak sakit pun
xbellaaaz,bru menang skli beria eh🗿
alkotnis,baru menang sekali. first time tengok bola ni.🤦‍♂️🤦‍♂️🤦‍♂️
xbellaaaz,mnde ko ni?
rustinalizhen,semoga cepat sembuh sis
rezz3110,njir mata sapi [laughwithtears][laughwithtears][laughwithtears]
khosniyah,ya Allah kk SMG cpt sembuh kk sakit y kk
rie2n.46,knp awl mulax mbk
rranbla,semoga cepat sembu ya
pwettypotato12,Tuntut rumah sakit
mayaanngraini,ya Allah sembuhkanlah KK ini rasanya sedih bnget lihatya tetap semangat ya kk🥰🥰😭
encik_han,Tolong jgn hadir dlm. Mimpi ku
nurnajwa19,Ya Allah semoga CPT smbuh
eycoss._,maaf tanya kak mata nya knapa kak
nurrail,ya Allah..ku mohon sembuhkanlah penyakit Dya🤲
hanyamaikel,ganti rugi
rika8735,dh terima duwit lari dokter nya 🙄 sabar ye kk
farahmelayu,Comel lah awak ini 🥰💖
indahmustika449,apa sebabnya tu....
nazaryahmartie_93,Tuntut dgn rumah sakit tu.. Saman ja 22 rumah sakit dan bekas dr itu
huwaina_izz05855,semoga awak syng cepat semboh dik...
nurhidayah2054,sehat selalu ya sis 🥰🥰
mamakuyi,semoga cepat sembuh amin
justmeandgodd,kuat ya kak🥰
maswahzu,"macam mana boleh jadi macam tu, cuba ceritakan kronologi,salam malaysia"
joelegenda8,tuntut rumah sakit
n5f13,kenaa apa itu ?😳
sarahh_zyx,semoga dipermudah segala urusan ya Kaka lekas sembuh.semangat Kaka
gaskeunhllau,sakit apa kak kalau boleh tau?
desiemiko,cpt smbuh kk
15oct07_,@yayangcantikk yallah
syrh75,HALOO kaa sya org km15
nurazza07,semuga cepat sembuh mbk amin
sumijalal,",adek,semuga,bisa,sembuh,ya,
aamiinn"
guzzz_wayne,"semoga ada keadilan y kak...dan semoga sll dikuatkan.amin
GBU"
rusmi587,𝚢𝚊𝚗𝚐 𝚜𝚊𝚋𝚊𝚛 𝚔𝚊𝚔𝚊.. 𝚜𝚎𝚖𝚘𝚐𝚊 𝚌𝚎𝚙𝚎𝚝 𝚜𝚎𝚖𝚋𝚞𝚑 𝚋🥺🥺
asmasa84,ini apa kakak yg kerja di saudi ya .aku kok kaya pernah tahu vitinya seperti tkw.maap klu salah
huaaaa345,"yg sabar aja kk
semangat buat kk nya"
213keyun465,"smoga cpt sembuh y🥺🥺🥺🥺kak,, yg bkin ka2k kyk gtu smoga cpt dpt blsannya"
hanahana29223,sabar ya cantik
lionel482,semoga sehat selalu ka
lamiya4350,itu pertamanya kenapa semangat😅
anak_bangsa_indonesia02,maaf kak itu kenapa ya kak maaf saya cuma tanya 🙏🏻🙏🏻
salsabelasakiragrazella,itu kenapa matanya mba 😳
mmhraaxcabull,matanya masih bisa liat gak kak yg satunya?
auren348,itu bisa liat ga si yg sebelah?
assyazannah27,maaf ya kakak mau tanya kenapa mata kakak
tialestari188,itu knp kak?
aku_uwong_sumatra,itu tadi nya kena apa kak
anggunyundaaprisa04,"itu gara"" apa kkk ko bisa kek gitu cuma pengen tw bkn yg aneh""🥺😁"
user7326730045602,kenapa gak detik itulangsug seret donkternya
muhammadmboo,itu knp kk
yimjmb8,mau nanya kak itu kenapa ya
kianaopenmain3,kak itu kenapa
rabellxgembell,Kaka maaf ya kenapa matanya soalnya baru lewat di fyp aku 😅?
