User @,Comment Text
callme123lisa,Lok mana si
hodijah155,kapan buka d bogor
tenko_heika_banzai,dok kapan kunjungannya ke Papua dok?
ferialnino01,Bu dokter sakit😂😂
andiejhensurtono,Makassar menanti kedatangannya master
riyanhxx,Tolong ke kalsel😏
rezfan_andrian,lokasinya dmna sih
amrullah600,ada cabang Palembang ngak
sapa_siii,BEKASI SENYUM🗿
aseida2608,mau kakak kapan bisa kensa..
juliadani_tips,di jakarta adakah?
user2367413134483,oh ini dijkarta ya
elimiano_siagian95,kapan mau datang ke Semarang pak?
renypusvita,dipalembang kapan buka kak
wd44collection,bandung ada ga ya
momny1234,Bekasi adakah
andymahardika36,dimana ini master..? dngar na dipku y..? pku dmna na master..? saya jg di pku...
MS4wLjABAAAALHjkSpJz1TgEeZY3gV-KMhDhRE4uAxSbt0QYyoGRCWUpfPlAvyOYich3i9ZChtm0,buka d Jombang pak
lilikfitria713,"di surabaya adakah, kalau ada dimana ya"
user9073558622223,Medan ada ga ya
melawahyudi1,mau tp ga tau d mna? 😭
ernawatii.ag,makassar buka doooong
afiahsholichah,apakah bisa buat skoliosis ??
ciwul_andary,mr. kapan buka di surabaya ?
suryaniingez,kapan ya ke Lombok 🥺
andra_mjd,kak di pulau jawa apakah ada ??
kuningleo,biayanya berapa ya?
love_preloved,di Bandung ada gak 🥺🥺
silvia1986orangkayaraya,pengen banget 🥺🥺🥺
deriherdiansyah5,di Bogor ada ga
little_chocochip,Di daerah mana aja adanya??
sarno1051,Batam masih blm ada ya master?
iskandarfuadhasan,lokasi dimana si ini
buna_ra.caz,Biayanya berapa sih?
21sisca,pengen bgt terapi kayak gini...
rijk.key,praktek di mana master ?
istizuliana,di Pati ada go ya
isaayuuu,Mau ih gimana cara daftarnya
asnariyanti07,Mau tnya praktek nya dmna
svdsh,di Palembang ada ga ya ???
happyev3r,"dok, gada rencana buka di daerah Tangerang kah?"
one_piece_kapan_tamat,kapan ke pontianak master
sayidchaidaralydrus,dokter aja kesini😁
harlianbaladi,lokasi dmna ya .ada yg tau
kiaraavisa24,"pengen juga,,,aq kadang suka kyx gt."
deraya_affandy,pengen banget ada ga di jkt?
scrpogirls,@yosuastephanus ini yang aku bdn pada sakit2
poppydavinci33,jambi kapan bisa ky gini?
ragillita,adakah cabang di Pekanbaru????🥺🥺
lestaryindah759,kapn buka di medan ?🥺
zahrotulhikma_jauhar1,ngk ada cabang SBY kah???
safiramutia161,buat daerah Jakarta ada g pak
dkdwka,harus daftar dulu kah.
henyyelvandari,di Samarinda ada gak cabangnya
user9609652954140,ini tempat nya dmn
dennyten_,lokasi dmna ya
mayasariputri12,dibandung belum ada? 🥺
drprimakw,Bagaimana cara daftar antriannya Pak @tanstittar
dianartikaputrio,di bungo donk suhu
idha_02.09,jakarta atau bekasi ada gak ya
mumziggynaufal,Saya .. dimana lokasinya?
kasmanlybaz,jakarta tangerang menunggu..
indiracleo,kapan ada di Padang ya😳pinggang sering ngilu
nirmalisty,lokasi mana ya mr???
ayukosmetik17,semarang ada ndk ya
kiwiwindtalker,@Wdyy.. ini nih cocok
si_gabutnih1,batam kapan buka?
hennykrismaria,daerah mana ya 🙏😊
nurisnaenirubiyan,Surabaya..adakah
ikayusniawati2,"buka di Rangkasbitung pak dokter, pengen rasanya di kretek, keluhannya suka sering sakit pinggang punggung belikat🥺"
jemariyakk_,kapan ke Jogja yaaa:(( ini badanku dh sakit semuaaa
thepremiumcookiess,ke Kalimantan donk masterrrr
syifayulitasari,sekali terapi brp harganya master?
robbypangaribuan_shop,pundakku juga sakit master... setelah dicek beban utang yg berat🥺
kurniasuci01,di bekasi ada ga yaa ka.. mau berobatin ibu ku yg tangannya abis kecelakaan udh 9th tangan kanannya sakittt Karena riwayat di amputasi jarinya 😭
aseida2608,saya udah mau 1thn pudak sakit
kamelialenadi,empat lawang sumsel
unedhtayaenkpetrok,suhu ada cabang di kota malang ngk
astuti19755,ini dimana ya prakteknya .... pengen bahu kanan kiri skt gk sembuh2
dinawati2008,"daerah serang ber ada, klo ada saya pingin"
gayuhwewengkang,di denpasar bali adakah master
robiatunspd,master kapan buka d lombok
lilissumarni19,"percis seperti aku suka sakit pundak pdhl ga pernh ngendong ath angkat"" yg berat"
retnoningsih68,mau.. kl di Jogja dimana yaa.. ada ngk ? mohon informasi
bundaitaiti,kapan buka cabang di Magelang master
galuhbanjar9,mau juga tp apakah ada di daerah banjarmasin kal-sel
ihsanmubarak92,ini daerah mana utk wilayah Jakarta atau Tangerang ad gak ya
syarifah71020,Persisss banget dengan sakit yang dirasakan putri ku akibat jatuh dari motor.
kangule85,mau banget...pundak sering sakit dan kalau buka mulut rahang suka bunyi
zulfikrirahman47,"Kasian ortu nya dr, sdh banyak keluar uang akhirnya ke orang pintar juga berobatnya..😁"
lalalalsopo,pliss bukaa dijemberr butuh bgt dijember ga ada samsek
dollyyanuari81,"udah lama pengen dikretek2 gitu, ini dmn ya, daerah bogor ada ga ya?"
cancer210696,mau baget sakitnya kakak ini sama seperti yang aku alami yakallah pingin bget
rutyuliandini,kpn bukq cabang di mqgelang ya.....
timbul8,jauh .. saya pingin .. kapan buka di babat Lamongan.
sinduttcute,PGN ada deh di karawang🥺
gorengananget114,suhu buka di Bekasi donk
euis_nuryati,"Salken dari Bandung,,master Ade aku urat kejepit udah lama ga sembuh kepengen nyoba berobat ke master🙏"
cuman_bestie,"plis buka dijakarta, aku sering banget sakit pungung kaya berat banget jadi suka bungkuk gitu 🥺"
nilamunyualdi,Mau tangan aku udah brtahun tabin gak bisa ke atas sebelah kiri truss rahang kiri aku klo buat makan bunyi pegen dmna ini🥺
kang_isam,"pundak kiri linu senut2 panas nympe ke kpla ikut senut2... kyanya bakal ngemplong dehhh..
info daerah Bandung di mana ya?"
ryannjih,klo lengan tulang yg meleset bisa gk master?
rahmatkurnia92,di bandung blm ada ya master ?
apridadafairasusa,"iya,leher kanan ga bs nengok sejak sembuh dr covid bulan nov 21"
julio_nguru,sya sudah 2 bilang klu toleh ke kanan sakit sekali... minta solusinya master..
lulugh0203,"Master Q pengen 🥺
uda 2bulanan leher q rasane kaku pinggang juga seribg nyeri 🥺🥺🥺🥺
ada gag ya daerah jawa tengah😌😌😌"
dyanfidianty,klo buat syaraf kejepit di kaki bisa?
choxerz_art,"saya begini pa, saya sangat minta tolong buat di bantu pa. udh dari tahun 2012 pa saya begini"
mitmhyna07,Kapan Buka di Ambon🥺🙏
mferryfadly,"Kapan buka cabang di Pekanbaru master??
sangat pengen di kretek. kaki ku panjang sebelah dan pinggang kiri sakit sudah lama"
srtynr,Samarinda Kalimantan Timur ada gak yah cabang nya
arianchekalumbang,semoga bisa otw pekanbaru 😳😳😳
tariajja125,master kpn buka cabang d Medan
tasadah,master kapan buka di jambi
putrasf_,cek lokasi plisss dimanaaa 🥺🥺🥺🥺
unyuunyu098,"aku pengen banget digituin, pundak sakit banget area leher kaya berat banget :("
riani2468,berharap sembuh vertigo n berdengung d kuping tp ap daya d Palembang blm Nemu krek2🥺
qkey039,"Ini dmna sih ya allah , mau bangettt di jkrta🥺"
valzy66,master lokasi dmna?
ayunindyaramadhani,Kaltim mau donk
taufikilham88,Kapan buk di cabang medan master
ikanden,sama saya juga dibagian pundak sama tangan sakitt banget ..saking sakitnya suka Ampe netesin air mata ..mana bada di aktifitasin setiap hri
.lunavania,aduh pingin bangettt..soal nya badan aku pada sakit.suka sakit bahu. ini lokasi nya di mna ya
linavalenjunior,"pengen bnget ini,, keluhan yg sma kyak aq 😶"
calonkenazah08,apa bisa nyembuhin bell'spasly😊
rrraulennnsiiii,master Kalo ke jogja apakah bisa
yolandaliby,jawa timurrr ga ada kyk gini .. klo ada mau bgt
jiyancamilla,tolong buka cabang di bandung😭
levi_45.6,kira kira badan gw di gituk in sembuh ga ya tiap hari sakit
rosayuliawan,"mauuu kaka,saya suka sakit pungung malah kadang sampe panas 🥺🥺"
selvi_utami31,kpn buka di Palembang kk
ian571_,suhu kpn buka cabang di baturaja. mohon balas suhuuu
asepsuparwanto,nunggu kali aja ada di jogja yg buka praktek beginian
rizqi.fahri,Dokter beneran gk sih ? Soalnya dokter gk mau metode kretek2 gini.. bahaya katanya.. mau nya di Fisioterapy poli Rehab
myname_0581,dokter yg berobat ke master
sitihariyantilibra,pengen banget. pinggang ini sakit bnget. pngen di kretekin. tp aku gak tau dimana tempatnya ini trus biayanya brp
healthy.refleksi,"pak, saya dari bandar lampung, saya pengen belajar ke bpk, apakah bisa?🙏,saya punya dasar refleksi"
jabrixdoing,master buka di surabaya donk
dodisekar1,klo mau terapi didaerah mana ya om. lokasi terapi nya om
aripmama2,saya bgtu leher dan pundak belakang saya sakit bgt ini dimna ya
zaenalibrahim552,"lokasi dimana dok
bukalah praktek di semarang"
yanti26706,tangerang di kampung bekelir ada
rosalindarahim,master kapan buka di kalsel🥺
ernawati0988,"dimana tempat nya... aku udh minum obat, dikerok, renang, blm juga sembuh udh hampir 2th begini"
encankudin,kota jambi mnunggu klinikny
tyas.95,reques klo ada di daerah Bogor aku mau master
kusutdek,kalo sakit begitu kenapa ya?
rumanis_,Dokternya itu cakep
anthoniopabregas,buka pratek dimana om
yusranrachman,semoga nt bs buka cabang di jayapura
azzahra_store,kpn ke Jogja master?
riandikoerlangga,master kapan buka dimedan
linacollection01,leher saya sakit sering gedek2 cz sakit sebelah
kelincimadu77,"master kalo punggung suka sakit knpa ya,😁"
diananana85,gmn saya yg udh 4 buln ga smbuh2🥺enak kli ya dgtuin lgsg sembuh
windayenla,suhu kpn mampir ke. Banten
she_treex,adakah disolo master?
momsbiqi,sering tengeng master. daerah malang kapan ada?
im35714,"itu yg sedang saya rasakan kak,,kira""di tangerang sudah ada blom y kak 🙏🙏"
vhimell_99,mau bangett badan sakit sebelah😭
namce_corporation,cabang di jambi sudah ada belum master?
aquarius6278,Dokter jg msnusia
ofeliahouse,boleh tau... pengobatan ini dimana ya ?
perkedelsayap00,"master, untuk Palembang kapan d buka cabang nya"
fathulasti_iya,"ini yg lagi aku rasain. sakit banget, mana tiap hari momong anak2 yg masih kecil, 2 lagi😖"
dewirohayati8901,di mna tmpt bdn ku udh lma bngt sakit semua nie pngn rasa y di kreek mungkin normal lg
lukakim28,Tangerang kota dunk master thx
cie_moet21,"saya sakit d tengkuk sampai k pundak...awalnya semuanya setengah badan keatas.kirain kolesterol,tp setelah d cek normal"
cie_moet21,"alhamdulillah setelah minum obat pereda nyeri,sakitnya reda.tp selang 3hr terasa lagi nyeri nya tp,ditengkuk dan bahu sebelah kanan aja."
yunizulfa4,kapan kelombok NTB pak
raudams,Master bisa buat simetrisin bells palsy gaa?
_biasalahyaa,saya udh sakit bahu hampir 6 bulan udh mencoba di urut di terapi tp ttp masih sakit Ampe susah tidur
nenggeliswkwk,pak lokasinya d mana kalau boleh tau pak?🙏
chaaaaa274,aku jugaa sakit pundakee 🥺
lalazain17,jauh ya di pekan baru. saya pengen ngobatin ayah saya.
tyaguntur23,Semarang ada gak sih 🥺
itsme29_2,Buka kediri dongg:(balek pondok badan pegel linuu
benedetta_tiktok125,dokter juga bisa sakit ygy 😂
uyungmfdh,Aku Pundak Sakit setiap hari Kaya Berat sekali😭😭
daomoro,buka cabang koh di serang banten
agstin_21,kaya nya akujuga butuh di gini in deh
calonkenazah08,"hmpir 20thn🥺 blum.smbuh""siapa tau bisa bntu pngobatan"
neng_bohay98,dokter juga butuh dokter😁😁
ayurasti8,ini lok nya d mna ya trmksh sblm nya
nanaysopala,klo ada di bandung mau doong buat sembuhin suami
nurulqamila445,sdh daftar di jkr penuh katanya
centyaa,maap. tadi saya bacanya masker.. pas buka komentar tulisannya ternyata master😂 🙏🙏
fulan_80,sy yg udh 2 thn gak sembuh2😭😭
henwira,Info donk
imh28_,@notfound__00 pen nyoba😂
ikhawan6,mau banget tu
muhammadiqbalh362,Bengkulu ada gak
shanud_04,lokasi
ramses_ps,lokasinya dimana? medan?
novalia_ghieta,MasyaAlloh
oren9999,bandung ada ga
chephun,bandung suhu 🙏🥺
husnulkh94,solo g ada ya?
fatis1002,sama banget
irmafebriani03,bekasi ada ?
gembeleliet1074,di mana ya itu
ramareadyrai,jambi master
qazzaq775,jambi kapan ya?
mrs.nayaismayanti,bandung menunggu
user107364429,ini dimana
blacky_909,ini d daerah mna y
maliyanto06,palembang adalah?
susiwijaya177,d Medan ada kah
rintjeiskandar2,ini dimana y
bagaz03,dijktta ada ga
roykrisma655,dokter bozz
yuliwulan76,pengen
ema15.5,batam kapan??
adheratika,praktek dimana
dib3101,"jakarta,,,, mau"
mamskylala,ini daerah mana
alinestarla,Bekasi Donk suhu😂
rickysaputra448,lokasinya dmn?
kyxct007,ka bandung donk
intannurmania350,ini di mana yaa..
ekaretno68,"lokasi dimana,ya?"
masnyulok_,barangkali ada di surabaya😂
fkrihikal,Medan kapan
technowit3d,Ini di mana?
bejo_bejan..1,lokasi dimna ya
rorowidyarum,dokter dokteran
fiiiiiiii12_,salfok bajunya @ella17 @Devi Noviyani @Sindi Restiani 😅
bayukusuma20,di mana ini
aiimoetzz,pengeeeennnn
niadevanand2,buka di sby 🥺
bundainces36,ini didaerah mana
dwianjarsari001,Surabaya apa ada
silvysilvy82,daerah mana mas
raasyah08,bogor ada ?
endpiiw,pengen :(
lelalelalela17,daerah mna
.lunavania,ini di mana ya
calonkenazah08,minta bantuannya🥺
riansyah204,medan kpan
danielsenis,ada nga wilayah semarang
bakoelsayur5,daerah mana bang
wolieaoulie,jauh pak
umidjauhari,Bandung hadir donk
mommyvevi,medanlah hadir
nurhermawati2,cirebon ada g yaa
wvlan07,balikpapan
lucille_caty,jkt menanti🙏
suharyaniungky,Palembang
nurbaiy5h,ya Allah pingin banget 😭
relova_46,ini daerah MN ya
linacollection01,mau
nurmiaja01,di mana ya ini
buk.lastr,aq pengen jga
dharmaputraaaa,Tengoknya legah banget😭
mamakdayu5,"aku jga sakit bhu sdah lma,,"
sugarpalm33,dok di area mana sya seriuss
user3779815043576,lokasi dimana tu
dwisundari679,dimalang adakah
raqilashop,"pengen, tp jauh dr tmpt sya😂 sy d bgkulu"
nur.lita15,pliss tolong ke lampung dok🥺
ujangsyamsudin653,master..saya menderita kaki paha mengecil sehingga kaki lambat laun jadi ikut melemah untuk jalan... kata dokter penyumbatan darah..saya jalan sangat
4eko_kastrolsalafi,hadir
azizah_hamza,bisa untuk batita ga dok ? tortikolis
betty_mitha,sy pinggang belakang dan perut bawah suka sakit 😭😭
munderiamunderia,"coba dekat ,sy pinging berobat."
firnanda_alfarobby,byk yg mngalami keluhan sprti ini d badan...sbb mayoritas petani yg pkerjaannya berat
liliktriwahyuni75,pekan baru daerah MN Pak??
devimarlina833,kalau d bandar lampung d mn ya?
bangarul81,jakarta
mama_jihanputra1,dokter ea 2 bulan sya Uda tahun2 ke dokter gak ngaruh mungkin di kretek enak ea
user5188098563590,Ya Allah kepingin
ray_a29aquarius,dimedan kapan sih ada... pengen di kretek gitu 🥺
user7164282237861,"boleh info tmptnya, istri sakit lengannya"
inuy993,"syh jg pngn pngn pengobatan kretek kretek pundak sm leher syh kaku sering skt,tmpnya dimna y"
agusnursetyo2,kalo bagian dengkul sering sakit.. mengatasinya bagemana
shemanjamanja,pengen aku ya Allah di kreek begini
anakagunganom,bunyi kretek nya mantaaap kali..... 🥰🥰🥰
yoyos1221,seandainya ada di Kalimantan Tengah aku mau datang...🥺 enk banget kayanya d kretek² gituuu
udadenai81,"Pekanbaru buka praktek dong ,,master."
user6205573968571,klw di Jakarta di mana y praktek kretek y saya pingin dinkretek
rismiyantiii,"bpkx kpn k Pamekasan Madura ?
ini sakit pingang"
bg.dho____,"enak kali bunyi nya , kek puas gitu rasa nya"
andrianbluez,"dokter kerokan jg kwkwkw , mantab jiwa"
gi..el,"pengen bgt rasanya di kretek"" , pinggang saya sakit bgt rasanya"
pemberantasnarkotika,"lokasi Praktek dimana dok...?
mau konsultasi Rahang Bunyi saatembuka mulut lebar sudah ada beberapa tahun risih dan membuat muka gk simetris"
mas_ricoh,master di jatim ada ga tngn w sakit bgt
lalayanti495,enk bngt rasanya badan di pijit kaya gitu
aff2310,di Lombok ada praktek kretek2 spt ini gak ya?
aher572,saya sering pegal kaki sebelah kiri suhu kalo habis jongkok kelamaan jadi pengen di kretek sm suhu siapa tau bisa sembuh
repli1507,pngn ditempany soalny pinggulku g rata 😭 tpi g tau tempatnya
bukantankterbaik,"🙂Dari sini gw dpt pelajaran
😌Seorang Dokter juga butuh yang namanya di kerok"
fiafitriani0,"jadi pengen di kretek jgx, suka sakit leher klo aku"
ikang028,ternyata dokter juga d kerok kalo sakit 😂😂😂
sityrisa,pengen banget bawa suamiku biar di kretek suamiku selalu ngeluh sakit punggung sama pinggang
fatimapuspita,pinggang sebelah kiri klo bangun tidur sakit..kira kira kenapa
mlsr96,remaja jompo Kalimantan barat juga mau di kretek😭
feartambahdewasa,"masterrrr, kedua pundak ku pegel ga pegel kalo di gerakin suka bunyi kretek2 gitu. sampe gerakin brp kalipun tetep bunyi😳😳"
rinikhoerulumam,aku kalo sebelah sakit bnget
paspempers45,dokter juga suka dikerok ges😭
dian_ms.400673098227,yg dokter aja ilangkan rasa sakitnya kesini😂😂
caspianpangeran,jawa tengh udh ad belum...ayh saya sarafny kejepit
adischaniago2,kretek²nya candu bgt 🥺
s.o.s.1.s,"pas d krekk, suara Ah nya gakuuatt dengernya😳"
dian02092016,"jari sy sakit suhu klo lurus gk bisa tekuk, klo tekuk gk bisa lurus,"
hestikris15,ini praktek di mn ya. tangan kiri saya sakit klo digerakkan ke belskang
daryantodaryanto85,cb seee d lampung pringsewu ada krok krok
lialiyut1298gmail.com,aku juga tiap hari ngrasain gtu sakitnya smpe punggung malah. tngn smpe ga bisa ngangkat rasanya sakit. udah di kerok ga mempan sakit lagi sakit lagi
hunterr_196.2,klo di kretek bayar brp?😁
variasiproduk,dokter berobat ke ahli kretek😂😂
kirana.hanhan,@Stevan Silalahi bunyi nya kriuk banget
nonsense43,dokter di keroj
yesidesisandi,pgn bgt krtek loh
user1899834769280,mau di kretek pa ..
rumahtanggadandapur,kretekkkk
racuntbelanjamurah,mantap
user52791627marlina,mantaffff
adikresnanda_99,mantappp
dasa69.je,enak sepertinya
masyithahaysah,buka dmojokerto donk
rikadestri,Hamil boleh gak si dikretek2
rioalfiandi1804,pengen di kretek bapake
ditafadyanti,yg cwek praktisi adakah?
firnanda_alfarobby,"buka donk pak dipalembang..
.tepatnya di Ranau"
rina_rina_rina_,sama sakit sy sekarang dimna ini alamat nya di bogor.sy mau berobat udh gak tahan sakit nya leher
mi_mien,"kalau di surabaya alamatnya di mana ya,mohon infonya."
nandasiregar36,cbak aja klo ada diriau pasti langsung kesana leher smpai punggung sakit nya mntak ampun🥺
ayuniyunarni,lokasi dimana min? adminstrasi berapa?
yuanithaadriel,"kapan buka di jakarta, sy punya keluhan dileher 😳😳"
anyusuf07,saya kepingin bener menyembuhkan dengkul kaki saya ..soal nya dengkul kaki saya kalo di tekut berbunyi dan sakit ngilu🥺
thienypauri,master buka di Sarolangun Jambi dong kami butuh pengobatan seperti ini
preadf,buka dibali dong🥺🥺
hjsabaniah,pekanbaru dimna nya ya master ?
eshhh._,"master, bisa kah buat stroke ringan ?"
lushe0110,buka juga donk di banjarmasin
deni_fotographer,halo ini lokasi nya di mana ya..teman saya kena saraf kecepit di pangul nya susah untuk gerak berkerja
_yulianaorangkaya_,Pekanbaru dimananya dok?
deborasitorus7,mau dunk kaki ku keplitek nginjak lubang bekas pohon😭😭😭😭
arina.123_0,"lokasinya dimana, mau saya samperin.
saya mau kaya gitu"
umhas26,dokter aja skt larinya kesitu
ridayantilbs,dmn Pekanbaru nya master ?
miftaqrh,Pekanbaru nya dimana master
jamilahajag,kalo skolisis tulang belakang bisa gak
deden_2000,boleh tau alamat tempat prakteknya di mana ya...???
user1918269527804,darah mana ini .orang tuku juga sakit
annissa_1999,pekanbaru di mananya pak? info nya dunk
ryangokilo,di mana t4 nya di Makassar pak
dwibakti05,Alamat di surabaya dimana ya?
budit65,mau tanya dimn alamatnya yaa
payapasir,medan dmananya suhu?
soleh_harhor,bayar brp master😂
piyonakipiyonaki,ini d mn si ...blh tAu almt y
ikinizzz_,pengen banget dikretekin kyk gitu...
sandy3000,g ada dijambinya
myirra,Tangerang dimana
lotuslight_tarot,Enakkk bangett....mauuu...tp ga tau dimn yg bisa 🥺🥺
juminem74,"masya alloh jauh,ayo dong buka d tangerang pasti babyak ya dtg berobat pak🤲🙏"
r.a.mafikalitasari,Suhu buka di palembang dong
lin70612948317962,buka cabang jg di Balikpapan dong
wibielyss,master buka cabang dong dijakarta atau depok.. mau banget dikretekk
ayuuuuu077,di Jakarta dong 🥺🥺 mmh ku pengen di kretek kasian semua badannya pada sakit semenjak aku smp
ndha134,tangerang dong buka 🥺
saha.aing4,master Buka di bandung dong
natan1417,suhu singgah ke Cirebon dong 😭
cahyanifroumos,buka cabang di indramayu dong
dimasalfiardi,kak plis buka cabang pnk dong 😞
xyzs_2,d cibinong dong adain pak
miyawibowo,kyk e wenakkk kii.. boleh di coba..
aldiansarthur,Jogja dong suhuuu
elnamastiariii,ke kalteng dong 😅
intannila_,Di bali dong
ayako_ho,Samarindq.dong
katak311232,Bali dong
puterikodok,ke Jakarta dong
rahnirahni196,k Pontianak dong...
dardar_lugung,ke bogor dong 🥺
yennyrohimah,d jakarta dong pa 🥺
aquarius.02.02.73,dibogor dong suhu
tu.ar6415,Dokter juga manusia Dokter pun bisa sakit 😂😂😂
wakguss7,ketika dokter sakit
syabillamaliqah,daerah mana nih?
user950321697526,andai dekat ag pgn
adeknyasetan,2 bulan dikerok dok?
liaqomex24,sy mau brobt kaki sya gk bisa d tekuk dh brl bulan ni
user6590967751231,suhu...kapan ke samarinda dan banjarmasin
merlianalily11,buka cabang samarinda kaltim
danglili,mau bilang sakit lagi gag berani takut di-krek! kepala nglundung
jara.kasef,tangerang di mana yah tempat prakteknya
liasarii91,"semoga segera buka di jakartaa yaaa, jujur aku mau bangeett inii 🥴🥴🥴"
zhidanzhie2,buk dokter nya sama kayak aku pundak nya sakit setiap kalo di pegang orang sakit banget
user3225433843044,"Di balikpapan, Kalimantan timur, kira2 ada cabang nya g ya..."
user4459049593678,sampai sekarang masih sakit pundak.
agusprazzatio,temPAt dimana di jakarta ada ngak
sintadiyanti,tangerang ada kah ???
daengatlas,di makassar di mana tempatnya?
anndllys_3,depok ad ga?
yunikusuma780,disurabaya ad gk ya
erysantana275,di bandung buka nga???
mamahcita01,di Bogor ada ga si cabang nya
nurhamidah4215,di jogja adakah ..
windaadliani14,kapan ada dimedan dkk
amirullahamir14,kapan Makassar
hasnamamaheaditdaffa,Balikpapan ada gk ya.
