User @,Comment Text
rieya_150790,Klo ad budget kenapa gak.. bener kata dr kulit tu perlu di rawat setuju sekali gak harus putih tapi sehat
lisasukia,"bilang aja gada duit buat perawatan.. haha kasian
noh suamik nyari yg bening2 😌"
danishhhsatria,cakep banget
barbielin88,"pelajari perawatan kulit, jgn terlalu gatek, klo ga sanggup perawatan ya sdh ckup diam, jgn bkin malu"
heinatami,sabun mandi dr orok Ampe skrng di pake jg ketergantungan bos
rsn.tr,duh miris komentar seperti itu di lapak dokter😂
sihombingsihombi8,pemutih?soklin pemutih?
minir995,"perawatan juga perlu lah,buat memanjakan diri sendiri dan mempercantik diri.."
pemaliana,"ketoro nk raine gk tau dirawat iki wong dapuran koyok ngene sok""an komen 😏"
rkiastya,kalok gk mampu bilang aja😏😅
ghinaalou,"Bu gaush gosok gigi, sama sama aja ko ketergantungan 🥰"
auliyafebriyanti7,apa gunanya perawatan?
mariavirgin1,selagi gw mampu beli scincare kenapa lu sewot
hipohipiy,Kocak bgt bu
xero0x_,klk mau muka rusak gak usah ajak² mbak😂😂
ciaaa_0110,aduhhh Mak Mak pisan kamu teh
lyejeno,hdehh. i want you pick me up
trshapasja,dokter kok di atue
korban_mas.t,ngak mampu bilang tan
hlllox0,pick me girl🥴🙄
.6louisa,"yang komen kaya gini, biasanya ga mampu sihh"
lelyarr,kasian cuma ngerti pemutih doang🤣😂
mal_lla,Mba nya cuma tau hidroquinon sma merkuri sihh 🤣
keshaaaa77,pengen ketawa liat upil komen😂
bininyasigit,"positif aja ,mungkin mba skincare an pake bayclin"
bee_babeegwyneth,pengen yaah.. tapi mampu gak borrrr 😂
stokisnaluglowjbr,duh kasian uangx mending buat beli beras dari pada beli skincare😅
putri_utamaa,duh kasian nya gak pernah perawatan sih mbak nya jadi gak tau apa² tentang skincare ya 😂
rdsindika88,Lalu bersabda..... saya ingatkan ya para wanita...😳
ikanew15,gede kali alis mbaknya
itariveramelin,pemutih asli dari lahir katanya 😂😂 ga gitu konsepnya bambang
hdscd08,dari fotomu kayanya pake cream kiloan ya?
virgo_girl236,mbak kesian bnget kek nya jarang perawatan dokter😳
itzme.gaida,gak mampu bilang bos
ipwetty_luvv,kan perawatan wajah untuk kesehatan kulit ngab😌skincare anda tidak berbpom kah?
widiumaroh,gpunya budget mb nya kalii😁
09102103_13,"halaha* , suaminya ga prnh beliin skincare ya? jdi gitu"
multirandom_,@baridong ga mampu ya?
henrarpu,"yakiin mau asli? masa cuci muka pake air doanggg, ga ancur tuh muka kalo seumur hidup kek gt"
ffaniifan,"Ancur tuh ngga si, cuman ya kusam sama pori besar😅"
icongmacicong,alisnya kek arit 😭
anotheryaya_,😂😂
icaicaica1308,dih sesat luu
idainakhumairah,"alis aja loe ukir2,maemunah 😏"
rinkitty201,bilang aja ga mampu brli😅
yujiitadoriiiiii,"ciee g mmpuuu, ciee irii, kalauu pke Alis yg bnr mb"
maakboby,@Umi Faridah saya ingatkan umi awas kmu sampek pake skin care ya. biarkan wajahmu alami seumur hidup.
xhvgodhel,Ibu ibu bacotttt
firxzaa,"sekalipun pake SK II kalo gak pake ya buluk lagi, namanya juga pake skincare, wkwkwkk 🤙😙🤙😙"
ynkagstn,Jadi seorng wanita it emng harus pempercantik diri apalagi kalo udh punya suami masa harus buluk bulakn sih bun😂😂😂
primasarisinambela,kalo lu punya duit juga bakal ke dokter. muna banget dehhh wkwkwkkwk
nda.s8,bilang aja lu gak punya duit buat perawatan
iyuy094,bilang aja gak mampu beli🤪
xscbetq,iri mb
blegeblek,Kalo ga mampu nyaingin bilang aja sist gausah sok keras
mom_almira,"Setuju.....lg pula ibu2 hrsnya lbh hati2 pake produk dr orang yg benar2 ahli, doktet spesialis bkn yg sarjana kedokteran"
csnaylx,Halah bacot
rahayu_126,"ya udah gak usah dirawat mbak kulitnya, biar nnti giliran liat orang lain yg umur nya lebih tua dri mbak kaget liat mukanya tuaan mbak dri org lain😅"
ntah.lah102938,nanti giliran remaja2 pada jerawatan KOMEN lg ga abus2 komen idup lu ye heran gw klo GK MAMPU gk ush byk bct.
bonia1717,Lu makan aja gacukup sekali berarti lu ketergantungan juga dong haha
amelianita1,"yg di hujat speak bidadari, yg ngehujatnya ah yasudahlah🥺😭😂🤣"
shaskiaameliaphutri572,gak mampu bilang bos😂
ratoebeje,dokter mirip.lucinta luna juga y😁
cattyyy__,"Dok, saya udh ganti2 skincare dokter, padahal krimny udh dikasih yg tinggi semua, tapi tetep aja gk ngaruh di wajah saya dok :"")"
cattyyy__,"Tetep kusam terus, pengen bgt kulitny kaya dokter, apakah ada saran saya pakai produk apa dok?"
larasagist,"sunscreennya dipake gapernah kelewat kan kak? soalnya sunscreen bener bener ngaruh, akupun dl gt pas pake sunscreen baru ada hasil"
cattyyy__,"Sunscreenn selalu saya pakai kok kak, soalny sunscreen jg wajib bagi saya.. tapi ya gtu kak, gk ngaruh tetepan, lama2 kusam lagi..🥺"
ssssssrfiiiii,selalu di Eksfoliasi gk Mbak wajahnya?
cattyyy__,Iya kak tapi tetep aja gtu..
ssssssrfiiiii,"hmm jangan lupa banyakin minum air putih yah kak,karna itu juga ngaruh"
cattyyy__,Iya kak klo air putih pasti..
irhamhaikal06,sma klo gt kyak aku kak.. gab bisa glowing susah glowingnyaa
worwor56,glowing gk cuman skincare aj yg di pakai tp jg treatment yg mahal2 di klinik kecantikan yg bisa bikin glowing parah😁
emie297,"kalo mau kayak dokter harus d imbangi treatment sayang, gak mungkin sekinclong itu tanpa d manjakan wajahnya, ngandalin cream y gak bisa,"
naazuwa,mungkin skinbarirer km rusak
cattyyy__,"Setidakny tidak kusam udh syukur alhamdulillah :"")"
cattyyy__,Hihi iya kak..
cattyyy__,"Nah iya kak :"")"
monaoktavianaii,"Ikuti saran tindakan juga sist, bisa karna pola hidup juga pola makan 😅 harus ada pendkungnya juga"
putriayusulistiaw,pakr sunscreen apa ka?
larasagist,ak sunscreen dr dokter kak
putriayusulistiaw,ohh kirain pake wardah dll
emie297,yups yg penting kulit kita sehat dan terpengaruh sama cream2 yg berbahaya.
andyinnnn,kaka pake sunscreen merk apaa
muthiayulianti,Treatment kak laser dll
ikhyalwita,pake glafidsyaskin
idrdewy,"Selain pemakaian skincare coba makanan dan kegiatannya di perhatikan mba, cntoh masak jgn lupa ttep pakai sunscreen"
kucingmanis_17,"harus facial juga ,ga cm pake krem2 nya doang"
minjoojoo,"berproses kl skincare, biasanya bulan ke8 udh keliatan"
user923854943,"udah berapa lama mba pake krim dokter, mungkin kulitnya udah kebal karna dosis yg dikasih gak bertahap langsung tinggi."
rulagustin,"pola makan, tidur, gimana Ka???"
rulagustin,"kalo ternayta pola makan dan pola tidur sudah teratur, coba komplen ke dokternya."
cattyyy__,"Aman kak, teratur kok 🥰"
i.am_000,kok sama sii walaupun ttp skincarean klu ga pake bedak dulu pasti keliatan kusam banget
cattyyy__,"Huhu iya sama kak :"")"
sisirkucing,makannya dijaga ndak?
cattyyy__,Dijaga kok kak 🥰
estpj1,"Kulit badak, kaya aku pake ini itu ttep ga ngaruh :("
hesti_ananda_kurnian,ditambah treatment kak jgn krim saja
queenfirli,kamu adalah aku🤧
cattyyy__,Ternyata aku gk sendiri😂
ranifadilaa18,"kalo basic aku kulit kering dan kusam, bisa glowing sama lembab rajin exfoliasi kulit seminggu 2-3kali dan skincare nya pake j glow beb"
cattyyy__,Exfoliasiny pake apa kak??
ranifadilaa18,"some by mi aha bha yg botol hijau, coba beli share in jar nya dlu buat pemula"
cattyyy__,Oke kak makasih rekomendasinya..
cattyyy__,😆😆
nikitabukanmirzani,"skincare aja gak ckup,sering"" masker wajah,sblum night cream always serum"
cattyyy__,"Hihi udh prnh nyoba ngerutinin :""), makasih kakak buat masukannya.."
vanesyaputri_01,pola tdur terjaga ga kak?
cattyyy__,Sering tidur awal kok kak😅
k.jaewook,cb deh kak sxn treatment prwtn jg . krn mnrt q ya skincare atau krim aja ga trllu besar pengruhnya . hrs di imbangi sm prwtn treatment jg biar bgs
cattyyy__,"Iya kak, saya juga perawtan treatment, facial, atau peeling gtu, tp ntar lama2 ya balik kusam lagi :"")"
k.jaewook,"cb laser kak ?
trs klo abs peeling meski udh pkek sunscreen jgn trllu kena mthri lgsg . klo bisa rtin tiap bulan prwtn"
cattyyy__,"Sudah pernah juga kak, udh prnah laser bbrpa kali, ntar lama2 ttp kusam lagi :"") dan saya jg jarang aktivitas di luar ruangan :"")"
k.jaewook,sbr ya kak . mgkn reaksi tiap org beda2 . trs kata doktr nya gimana kak ? atau cb ke klinik yg lain gtu
cattyyy__,"Iya disuruh rajin treatment kak, tapi ya namanya mahasiswa kantongny tdk memadai :"") saya udh coba banyak klinik btw:"")"
k.jaewook,iya kak emg pst dsruh rjin treatment biar hsil maksimal . cm yaitu tretment kan mhl yak . btuh berkali2 buat hsil bgs kek dokt ini
cattyyy__,Hihi nah itu kak berat jg klo hrs treatment trs wkwk klo bisa nemuin krim atau serum yg cocok aja pengen kak wkwk
k.jaewook,iya bnr kak . sm aja q jg gtu pas2an klo treatment mah hehe . tp ssh nemu yg pas mah . kan cocok2an ya klo krim apa skincare gtu .
cattyyy__,"Hihi iya kak.. Smoga cpt dpt skincare yg cocok deh :"")"
red.velvet07,coba jgn ganti2 skincare dulu selama 6 bln.
cattyyy__,"Saya sudah pernah kak :""), bahkan pernah off gk pake krim apa2 kecuali sunscreen aja :"")"
de_sabrina27,coba rutinin kak perawatannya kak. soalnya itu juga ngaruh. misal treatmen sebulan 1x. dan jangan berhenti kak
cattyyy__,"Iya kak, biasany yg rutin facial sih, soalny kantong mahasiswa tdk memadai klo mau perawtan yg lain scra trs menerus :"")"
de_sabrina27,soalnya itu juga ngaruh kak. aku dari dl pake scincare bpom tetep kusam. sampe pake yg merkuri juga sama. tapi alhamdulillah skrg uda gak kusam
de_sabrina27,gak kaya dulu lagi. uda mendingan
cattyyy__,"Hihi iya kak, tp berat jg klo hrs treatment trs, pngnny nemuin krim/serum yg cocok aja udh ;"")"
praminantywulanda,udah pernah exfoliasi wajah kak? exfoliasi berguna untuk mengurangi tumpukan kulit mati diwajah biar skincare cepat meresap dikulit
cattyyy__,Hihi udahh kak😅
thiiemoothy,alhamdulillah aku cocok banget pake glafidsya whitening nya...🥰
rezagladys,Yeay🥰
thiiemoothy,"aku beli kumplit dok...rangkaian whitening series nya..pdhal baru 2 bulan pke,tapi muka udah glowing aja...🥰"
n0tsha_,perawatan muka dimana tuh? biar kinclong
n0tsha_,dok berapa perawatan kayak gtu??
bety_rianingrum,"dok.. dulu kulit aku perrrnah jerawatan parah... tapi sekarang kadang masih jerawatan 1 atau 2, harusnya pakai paket skincare yg glow atau acne glow"
miftahuljannah3232,gmn cara pesan skin care nya dokter.
noninonanoni3,"dok,di shope sama lazada udah ada gak?"
ikhyalwita,hi beli skincare nya sis
cecemomoy0,dok satu paket cream nya brpa? apa prlu Konsul dulu ya
zfir14,Kok saya pakai gak ada perubahan yah? Knpa yah dok?
thiiemoothy,"ada,glafidsya official store..."
arraa9595,harga brp kak skincare nya
ulfaa392,Di jual bebas kah mba q gak usah glowing gpp wes pkok kulitku gk kusam dan bintik bintik merahnya🥺
thiiemoothy,aku beli di online shop resmi nya glafidsya di shoope kak... biar original ...
yanti_cute08,cara pesen gimna bu dokcan
shenykyu,order dan pemesanan bisa melalui kita ka ☺
yanti_cute08,mau kak brpa ? aku inbox ya kak
shenykyu,boleh ka ☺
sandycimutt,"jangan hanya muka uiey yang dirawat
body nya juga atuh ..."
_selalubahagia23,dok kalo kulit sehat itu harus licin?apa gimna?
_riskaiskandar,engga ka kalau treatment di kasih pilihan
mr.......loner,rajin pake sunlight mereka jd glowing takaruan
dajalinsyaaf_,klo bkas luka bkar bs di laser ga si dok
richgrill24,Dok mau tanya. kulit bergenerasi 28 hari sekali itu untuk kulit cewe aja? atau cowo juga? Mohon penjelasannya dok 🙏
ariinriani,semua kulit. tdk memandang gender.
richgrill24,Okee baik ka. terimakasih atas penjelasannya 🙏
rahulkyt,@irr.jaa
egikaputri857,"Buat Pengguna Baru, yuk Saling bantu biar sama sama untung🙏🏻
ID:GBEK97VYSPYXL
Aku selalu Aktif semoga murah rezeki dan sehat selalu..e"
virahpspta,cinta bgt sama produk Bu dokter🥰 #glafidsya
penghasilcuan_tiktok2,"@sidiq408:Pengguna Baru Tercepat, yuk Saling bantu biar sama sama untung dapet 100.000💰
ID :GBD8YMHKHXYXL
Aku selalu Aktif
Makasi orang Baik🙏"
imquiet.5,dok @rezagladys mau nanya pas dokter kuliah kuliahnya di universitas mana + jurusan apa?
mpuspertiwi,Unjani jurusan kedokteran lah bambang jurusannya masa iya peternakan😂🥰
imquiet.5,yh maksd ku kqn jurusan kedokteran banyak bambang lah itu yang di ambil jurusan kedokteran apa😏
risyacyntia,"TIKTOK ADAIN BAGI THR LAGI NIH! BISA MASUKIN KODE UNDANGAN LOH UNTUK PENGGUNA LAMA/BARU🥰
PAKE KODE KU BIAR SAMA-SAMA UNTUNG
ID : A7187280139 😍"
khanzafitri0,"@user6030297417212:Aku pengguna baru (tiktok biasa) saling bntu yuk sama untung kok
Aku juga aktif tiap hari, bantu aku lah
ID :A54130078001
Makasih,,"
idrdewy,"Bnr bgt kata dr, kulit itu bergenerasi stiap 28hari. Klo mau pny kulit yg sehat,bersih,merona ya dirwat. Di beri nutrisi. Mau glowing tapi ga dirwat ?"
oonepiecef5vh7ujbrxyzl,"BUAT PENGGUNA BARU (TIKTOK ORI)  SALING BANTU YUK BIAR SAMA SAMA UNTUNG KAMU DAPAT 100.000 DAN AKU JUGA
id: GBMF486BVXYWY
MAKASIH YA😊😍"
keithmorris420,"BUAT PENGGUNA BARU (TIKTOK ORI)  SALING BANTU YUK BIAR SAMA SAMA UNTUNG KAMU DAPAT 100.000 DAN AKU JUGA
ID: GBN32WCJVXYZB
MAKASIH YA🤗🥰"
loveurboyss,"KHUSUS YANG BELOM PERNAH MASUKIN KODE (TIKTOK LITE)
BAGI BAGI 100.000 💸
ID : A1484405129
MOHON DI BANTU YA TEMAN-TEMAN☺"
siscaaaniy,"Buat Pengguna Baru, yuk Saling bantu biar sama sama untung🙏
ID: GBM3JSCS5XYV3
Aku selalu Aktif semoga murah rezeki dan sehat selalu.."
maryamalisha513,"BUAT PENGGUNA BARU (TIKTOK ORI)  SALING BANTU YUK BIAR SAMA SAMA UNTUNG KAMU DAPAT 100.000 DAN AKU JUGA
ID ORI: F8TG5EHQ9XYT4
ID ORI:GBUYV7VVEPYSX🤩"
gemesff29,"@😊:1. Download Tiktok (Lite)
2. Klik lambang coin
3. masukan kode gua ya (bantuin yh)A5809323429
4. tugasnya nonton video aja
makasih ya🥰🥰."
ulfahfadilah07,"Hanya untuk pengguna baru(TIKTOKLITE) ini bagi² 100.000💰
masukan ID ini
ID:A1369635999
SAYA SLALU AKTIF BIAR KITA SAMA² UNTUNG
Terimakasih 👍🙏,,,"
ivan_hariwibowo0,"BUAT PENGGUNA BARU (TIKTOK ORI)  SALING BANTU YUK BIAR SAMA SAMA UNTUNG
MASUKKIN AJA KODEKU
ID: GBKWXW256PYW3
MAKASIH YA🤗"
wandyruz,"@Wandy Ruz :BUTUH 💯ORANG!!!! (TIKTOK )
Bantuu saya ya AKTIF NIH BIAR SAMA-SAMA UNTUNG KITA
ID ku: GBAZ66FYDPTUT TOLONG DI BANTU YAH🙏
tolong🥰"
cia_vanya,"BUAT PENGGUNA BARU (TIKTOK ORI)  SALING BANTU YUK BIAR SAMA SAMA UNTUNG KAMU DAPAT 200.000 DAN AKU JUGA
ID : F2GHBH6XZXWTY
MAKASIH SEMUA🥰"
risma_dewie,"💸:Butuh 1 Pengguna Baru Tercepat!, yuk Saling bantu biar sama sama untung dapet 100.000💸
ID : A50969216001
Aku selalu aktif
Tunggu apa lagi"
thebaddest251,"UNTUK PENGGUNA BARU TIKTOK LITE( BARU DOWNLOAD) INI BAGI-BAGI 100.000 😻
MASUKAN ID INI
ID : A65624677001 mantapp ga tu kita sama"" untung teman 🥰"
goats178,Coba lawan sma kulitku
allennyu_,"@Allennyu🧚‍♀️:pengguna baru (TIKTOK LITE) pakai ID aku ya kita sama sama untung dapat 100 ribu point🥰💯💯💯
ID : A1433029329"
dxxxx_7,"Dok@rezagladys kamu punya pori"" ga sih ??serius nanyak😳"
nengyuni3116,"ayok yng mau tukeran gw aktif nih, baru banget download biar sama sama Untunggggg
IDku : A5476310799"
antok.user_6523934439189,salam sedulur.kode ID:A98673656101
missswannbali,Berapa si bu dok sekali perawatan disana
shintacantik96,"wew dr nya kayak kaca mukanya semua , semut pun terpeleset"
nasirmoravia66,"itu muka nya di pakek plastip ya😳😳😳...
seriusss nanyak..."
userigthv,"NEED PENGGUNA BARU (TIKTOK ORI)
PAKAI KODE AKU YA👇🏻
ID : GBK3DYQRNPYZ3
Saling bantu yuk, kita sama” UNTUNG loh..
MAKASIH🥰"
rikaemelia612,"@rikaemelia612:BAGI PENGGUNA BARU
GW AKTIF NIH BIAR SAMA-SAMA UNTUNG KITA 100.000
ID ku:A1023022229
TOLONG DIBANTU YAH"
zzzzzzmmh,"HAII,,
BUAT PENGGUNA BARU TIKTOK LITE SALING BANTU YUK BIAR SAMA SAMA UNTUNG KAMU DAPAT 100.000 AKU JGA SLALU AKTIF🥰
ID: A9487399399"
imha_822,dokter mirip sama lita master chef season 5😁😁
susel44,almatnya dimna buk dokter..trus cbang dimna aja..pngenn prwatann
nengfoha,setuju meskipun hanya pake pelembab itu juga dirawat karna sinar matahari lebih jahat klo GK pke apa2 bisa2 masalah kulit cuci muka ajh nmanya dirawat
umie55556,"pengennya muka ku
kyk mba cantik ini 🤗subahanallah... cantiknya pakai banget 👍🥰😍"
itsgabybeib,"TIKTOK LITE ADAIN BAGI THR LAGI NIH! BISA MASUKIN KODE UNDANGAN LOH UNTUK PENGGUNA LAMA DAN BARU🤑
PAKE KODE KU BIAR SAMA-SAMA UNTUNG
ID : A1859866329"
keyvaaisahfiyamokodompi0,cara pesannya lewat ap?
marniatiwulandari,"@marniatiwulandari:BUAT PENGGUNA BARU TIKTOK LITE SALING BANTU YUK BIAR SAMA"" UNTUNG KAMU DAPAT 100.000 POIN
ID: A14290481101
MAKASIH YA🥰"
ahmadfauzi6626,"@ahmad fauzi:Bantu ya teman buat pngguna baru
ID:A9049471329
BIAR KITA SAMA SAMA UNTUNG 100.000 POINT
TIKTOK LITE"
lalalaras_n,ID : CD9UNE39 yang mau untung sama2 yuk gabung pake kode id aku🥰 biar sama2 dapet duit😍😍
intanpermatasari843,yaallah kinclong bnget bu dokter sampe iri makin cantik yhh bu dok bismillah sepeket skincare nya bu satu 😁😁
sakira_kamelia,"BUAT PENGGUNA BARU TIKTOK ORI ( BARU DOWNLOAD) INI BAGI-BAGI 100.000-1juta
MASUKAN ID INI
ID: F9LJHERC2PYZU
mantapp gaa tuhhh sama² untung🤩"
maykitchen870,cantik2 n glowing smuax 🥰
calista12234456788,"5 ORANG BAIK!! DOWNLOAD (TIKTOK lite)
PENGGUNA BARU KITA BIAR SAMA-SAMA UNTUNG KITA DAPET 100.000
ID ku: A7136572779
TERIMAKASIH🥰"
arifganteng195,"HANYA UNTUK PENGGUNA BARU TIKTOK BIASA ( BARU DOWNLOAD) INI BAGI-BAGI 100.000-1juta💰
MASUKAN ID INI
ID : A9893713979
mantapp gaa tuhhh sama2 untung"
reynahkamila,"Hanya untuk pengguna baru(TIKTOKLITE) ini bagi² 100.000💰
masukan ID ini
ID:A7697718299
SAYA SLALU AKTIF BIAR KITA SAMA² UNTUNG
Terimakasih 👍🙏😘"
arums.idd,"BAGI PENGGUNA BARU (TIKTOK ORI), EVENT BAGI-BAGI 927.000💸🥰 - 7 JUNI
MASUKAN ID (SAMA-SAMA UNTUNG)🥰🥰
ID : GBKN3Q6KEPYWT
AKUN INI TETEP AKTIF🥰🥰🥰"
t4ra_fyp,budok caranya biar hamil gak gendut tapi debaynya sehat gmna???😁
adliankaka8,mauuuu😳
ariesgirl.1904,Bu dok Cangtippp🥰🥰🥰
gheafirli,mukanya pada glowing gw iri🙂🙂🙂
sellamey.com,apa kabar kulit ku yang hidup d kampung yang pnghasilah d bawah 50 rb jangan kN buat prawatan ada buat mKan aja alhamdulillah .. tapi alhamdullilah
riskayulia.05,"😭😭pengen glowing juga,,boleh mntk skincare ny ngk bu dokter🥺"
gadisariellya13,pruduk dokter yg mana?? mau coba...belinya dmana???
rezagladys,@glafidsya.glow @glafidsyaskin.official
afelaafela888,bu dokter di jakarta ada kliniknya ga si?
nurwinapuspa,dibandung ada??
xxzvaa19,ini dokter pemutih muka y?
reysanraskuat_2611,"@rianoviandini:PERMISI BUAT PENGGUNA BARU TIKTOKORI YUK SALING BANTU BIAR DAPET 100.000🥰
ID: GBNR9M6C6PYYF
AKTIF 24JAM
MAKASI🥰"
putri_erlan,"BISMILLAHIRRAHMANIRRAHIM PENGGUNA BARU NIH
TUKERAN YOK MASIH AKTIF NIH BIAR SAMA SAMA UNTUNG INI TIKTOK LITE ❤
ID: A65115251101"
ghayaaaaa56789,"HANYA UNTUK PENGGUNA BARU ( BARU DOWNLOAD) INI BAGI-BAGI 100.000💰
MASUKAN ID INI
ID : A9038158729
mantapp gaaa tuhhh sama- untung terima kasih🥰"
zakiahkusumanagar,pada cantik cantik
nurhalifahstore,"aku pengen glowing , mahal gak yak ???"
anaksultan003,"dokter klo mau pake creamnya aja bisa g dokter?
jauh soalnya...😂"
ikhyalwita,bisa bgt sis
kadef88,siang Bu dokter saya skrg pake cream dr klinik kecantikan tapi hsil kurg memuaskan klo ganti cream whitening'a glafidsa apa bs dok
meyycayoo1,pke skincer yg aman gmn dok
ikhyalwita,glafidsya
dewisulis99,sepaket habis nya berapa lama yaa ? kalo tiap bulan abis ku tak sanggup 😁
wigo.moly,cantik x kak mukaya
pipitsiregar8,pake lilin kah?????
mpit0303,Sepaket berapa dok untuk yg acne dan sensitif ??
tina77710,"Harga nya lumayan ya , blm serum nya lagi, pengen tapi jiwa miskiiin q bergejolaak 🥺🥺"
shintaaaaaaaaa07,kapan ya saya kerja di tempat kaya gini🥺
ulfaa392,Dok produknya apa? 🥺Kulitku bermasalah kusam dan ada bintik bintik merah samar tpi bukan jerawat gak tau apaan🥺
zaraku29,mahal ngga dok perawatan nya😁😁😁
mamahadzril24,berapa harganya bu dokter?nanya dulu aja😅😅
megaayurubi,kulitku kering tapi banyak komedonya bikin kusem dan tua ☹️
ikamulyana320,dok serius tanya nih pkek skincere apa soalnya sy flek dn pngen glow klo beli cranya gmn 🥰🥰🥰
cahayafaniku,"barrakallah
tolong baca email dari saya🙏"
sunshinedila,emang gladfisya bagus bgt temen aku pake waktu kuliah kinclong bgt
deliademonsoffle,ketika dompet tak sanggub buk dok pengen perawatan apa daya biasa kena dbu jalan bismillah semoga bisa mencapai sukses nya budok juga🥺
sha_shb,"dokter,,,udah insecure dluan sama buged dok.lebih milih bayarin utang mama/bapak dlu.Klo ada testi buat praktek,aku mw dok,sedih sma wajah sendiri"
mcdspesial,"tp gua pake skincare lain,kyk somethinc avoskin. ga bkin knp"" pas lepas dr itu skincare, mlah pernah ga skincare 2 bln,krna mls. Tp ga knp2"
rossy_valenth,Makasih bu dokter cantik....atas infonya...😍
chocolatte.berry,"dok, kalo ada jerawat batu, penanganan gemana siii.. hampir 1 Minggu ga sembuh²"
ivonsiana,ibu dokter cantik salam dari NTT 🥰
nie04120,pengen bgt perawatan di klinik bu dok cantik😂
gibo_botak,best sih stuff nya juga glow up 🥰
iyagkpapa_11,salvok Ama yang pakek topi 😳
anienzahwan,Banyak rumah mewah di Indonesia terbengkalai/ diringgalkan haha😂😂
miedew09,"Dok, tanya donk , dokter pake produk sendirikah ato skincarenya produk luar bermerk?"
nonbhawell,bisa konsul online ga dok? saya disurabaya soalnya
sandraatrani2,pengen sih perawatan tpi ap dya uang cukup buat bli makan aj 🥺🥺
asistennyaprodukjaw6373,kk ini skinker apa gamana cara bellinya
lilis_animals1,tapi kn dok sekali perawatan berapa biayanya. pasti mehong kn
ragilindadarman,dok @rezagladys biaya buat cantik kayak dokter berapa sihh impian bgt dok ... minimal putih lah dok q item bgt dok 🥺🥺
mamahnayasmine,"ngerawat muka mah boleh aja asal ada duit ny ,😅"
alzibar7,"bu dokter klo aku liat2 mirip lucinta luna, apa lg bibirnya"
assyifa_lita,Tim pakai Garnier aja deh dokter... lebih murah🥰🥰🥰
milanherdiyanti,Kalo tetep mau cantik putih dan glowing ya pasti ketergantungan yakan dok😁
bunaamizamalfarizy,"kpann ya aku bs secantik, dn seglowing bu.dr.gladys"
chikitamaulidha33,glow banget sih dok 😳
ikanmaspandiangan,"aku senang lihat dokter cantik. berhubung Wang ku pas""an makan. bersyukur punya kulit yg tau diri. yg bisa terima produk"" murah🙏😊🥰"
aisyajaya1,"saya sudah pakek pemutih macam2 tapi tetep aja ngk putih..
apa ada dok yg bisa mutihkan mahal pun ngk papa asalkan ada hasil"
piojrsn,"dok, mirip kek pemain penthouse wkwk"
orlinsky22,mungkin kalo hinggap laler langsung meleset kek main prosotan saking glowing nya 🗿🗿🗿🗿
boenvi,"pen kayak gitu tp mehong ga, secara budget pas2an 😂😂"
pipileana,"kulit sehat itu gak perlu GLOWING yaa ibu"" jadul..tapi PERWATAN KULIT itu penting ibu"" jadul..jan mo kalah sama ibu"" muda jaman now🥰🥰"
munif694,dr. Richard Lee lebih mantap
