User @,Comment Text
liaapril_27,wah bekasi mn dok...aq juga bekasi😁😁
dr.di083,Samaan kita yah aku bekasi timur dan utara ruko SMB
theresiaita1,wah keren sekali salken dari Surabaya
lennham,btw kmu Aktor cz mirip banget slm kenal jaa
dr.di083,Aktor siapa kak ? 😁
zanisa12,"dok hati sakit liat dia bersama yg lain,, ada obatnya??"
via8041223447138,"seketika nnyak mak"" online pada meriyang😁😂😂"
elinuhayati2,masyaalloh jodoh siapa iniiih😁
isrin86,semoga sehat2 trs ya Dokter
dr.di083,Makasih yah kak
maisaroh45,"dok mau tanya
kalo sakit sendi sm tulang obatnya apa dok?"
zulaeha145_1,gantengggg
shintaputri349,msih muda dokter. gnteng lg.senyum nya
dr.di083,Makasih yah kak
amoralita41,semagatt sllu KK dokterr 💪😊
dianvanesa33,MasyaAllah...🥰
yayuklidiana395,waduh kayaknya menolak tua kl tau dokternya seganteng ini🤣🤣
suwarni1213,iya yah...kl dokter koq ganteng 2... apalg dokter kandungan x.....😁😁
MS4wLjABAAAAGJcPy5ccPbOLCFkrXGMJXbjPLXZ_AqNRkvJapYLgYqE,sumpah sesak nafas mau pingsan ps liat dr buka maskernuaaa😃😃😆
dr.di083,Koq bisa 😁😁
titiibrahim46,"assalamualaikum pak dokter ganteng
senyum pak dokter manis bkin betah di periksa sama pak dokter"
luisluis9197,iya..bunda jg pngen di sapa 🙏🙏😊😊
dr.di083,Hi bund apa kabar ?
annisak63,ganteng pisan
meliaputri956,Ternyata beneran ganteng🥰
user583635572674,assalamualaikum pak dokter🤣🤣🤣
dr.di083,Walaikumsallam kak
wulanasih05,ya ganteng pake bumbu komplit😁
im.a.sad.girl88,"dokter kebanyakan ganteng"" nggak si🥺"
tetehsrirahayu,"praktek dmn dok?? sharelok lah 😁 Tiba"" meriang gini liat dokter."
dr.di083,😂😂 Koq mendadak
andin_yan_f.n.n,pakek masker aja dok.. biar gak siLau nie mata 😄😊
santifibrian,dokternya gini..sakit meriang aja aku ke dokter sumpah....xixiixixi
dr.di083,Hahah sehat selalu yah kak
renimanurung93,"halo dokter, aku sakit, serlok dok 🤧🤧🤒🤒"
dr.di083,Aku share loc yahh 😁😁
muntiaratiara286,senyum dokter bikin kaum hawa gr
cels556,wow beruntung nya yg jadi istri punya suami ganteng dokter lagi😊😊😊
sfrpohan01,cuma bisa mengaguminya saja😁
leonitianita,manis x senyum nya dokter.😁😁😁😁
melda.hp,lah ya kan beneran ganteng... dokter pulaa. nilai plus buat yg punya..
yunitame6,hay dokter y ganteng
enupopy,semoga anakku kelak cita2nya tercapai menjdi dokter 🥰🥰Aminn.😇
likaputri608,salam kenal dokter🥰
ronitasihite,duhhh manis nya jodoh orang😳
suminisetiowati,"salken dok,jogja ikut hdr mnypa"
serlykorea3,ganteng amat sih🥰pasti syg sama pasiennya 😂
dr.di083,Iyaa dong 😁
user3093455465290,"gemoy bngt pak Dokternya🥰
andaikan di sp pke Vidio senang bngt gue🥺🥺🥺"
dr.di083,Iyaa nanti yah kak
ratubilqis929,salutt sama Komenan yang pda di jawab dok
evanganteng235,udah ganteng dokter Lg🤭
bojanaja4,kalau dokter ganteng pasti😁
tiamalau0,emang ganteng2 sih dokter itu😁
sitimasitoh37,dan seketika gagap ketika ditanya sakit apa??😁😁efek dokternya ganteng uuy
linaharyatti,"Klu dokter gini ma😂😂😂tiap hari kita dtg,cuman lht senyum dokter aja😅😅😅😅"
mama_ventt,ketemuu dehh sama dr.Dion di tiktokk😅😅 @Dr.D
nellaarista412,koq q ikut senyum juga ya😅
verromanis12345,Pati jawa tengah dokter daerah mana nih ckep bener😬
windada383,malam pak dokter🥰
ayusulistyawati85,Kalo berobat buat janji Gak Niiiih dok🤭😍
srihandayani7391,keren deh dokter nya salam nih dari binor yah😁😁🥰
rahmarafa4,pak dokter saya mau berobat😂
dr.di083,Boleh k klinik saja
ernasy619,dokternya cakep banget😍😍🥰🥰🥰🥰
aly12_0,"kalau berobat sama dokter yg ganteng itu cepet sembuh nya😅
percaya dech😊"
katijemtralala,kenapa dokter disini berbeda 😂
dr.di083,Apanya yg berbeda 😁
katijemtralala,udah tua semua 😂😂😂😂😂
dr.di083,😁 Tapi kan tetap membantu masyarakat jadi lebih sehat yah
yunara.ruspanah,mt siang dok gan sht slu dan tetap 💪 sukses dlm karir
harma0506,"klw dokter nya ganteng pasti pada banyak yg ngantri, pengen berobat😁"
attambeji,PK dokter pa obtnya sakit hati kecewa bgt slma ini y
.bodyslimherbal,dok qlo telapak kaki suka sakit seperti linu . itu knp dokter .
kenez223,kolaburasi lagunya..passe dengan senyum dokter
user5406857425116,Sehat selalu Pak Dokter ganteng Ngawi Timur hadir
chantika_winda,astaga pas buka masker auto bersin akunya😅😅
__kalalily2730,dokter yg bikinku cantix.makasih ya dok aku cantix skrg
ayudaningsih75,kalo sakit...liat senyumnya aja udah langsung sembuh keknya😂😂😂
helena_simbolon,dok mhon senyumNya jgn trllu manis yg dsni diabetes lhtNyaa🥰🥰😂😂
dr.di083,"Jangan sampai diabetes yah,, normal saja yah gula darahnya yah"
ririn.bunda.al,"Dok, praktek nya dmn
mau berobat aahhhh 😁🥰"
sellyqalesya,wiiihh beneran Ganteng
dr.di083,Wihh makasih yah
mmhrahma507,PK dr. akuh pdamu🥰🥰
dr.di083,Kenapa kak 😁
gita_wardhani,"ini dr.eldion bukan?, mirip banget"
dr.di083,Iya bener ini aku
mugi2704,aduhhh gula di dapur saya habis pak dokter... 😂
dr.di083,Koq bisa ? Tengah malam pula habis gula nya yah 😁
elsayanti20,"msh muda sdh jadi dokter, ganteng lagi...
smangat gantengggg🥰"
dr.di083,Makasih yah kak 🙏🏻
liscesil,pura2 sakit aja kan ketemu dokter ganteng😅
shin_hari25,maksudnya yg begini ya allah. di sholawatin dulu aja 😂🙈
valisambe,Aku mau jadi apotekernya khusus buat dokter aja 😅
ayrinnalnairamecca,"anakku usia 3thn cita²nya jadi dokter,,,, semoga nnti terkabul 🥰🥰🥰"
fitri_infantery,ya allah....lihat ini mengingatkan ku dgn almarhum kekasih hati dulu kuliah dikesehatan 😥 meninggal karna kecelakaan 🥺🥺
reginaparna02,"aduh dok....kok tiba tiba saya dibetes.......
astaga.... semoga nanti punya. mantu kyk dokter😅amin"
alfialfiah17,klo dokternya ganteng gni aku betah deh tiap hri ketemu ..apalgi dokter ganteng mau beli daganganku tiap hr ..
jelous32,Lihat wktu buka masker malah ikutan senyum saya dok..salken ya dari Papua 🤗🙏 paket LKS nhi😅
adeli171,"udah dok,,,q gak perlu obat
lihat senyum doker aja q udah sembuh😅"
attambeji,senyum nya bikin lmes BESTie q PK dokter gnteng tmpan bingit msey salken dr Semarang Jawa tengah
nabilabordol,"lagi nonton sama kedua anakku,auto ketawa kami bertiga😂
katanya ganteng bangat Abang ini😂"
adeliamurni087,Dokter..aku gak sakit tapi aku pura pura sakit ahh..biar dpt perhatian dr km.. 😇😊😜🙏
gebylia1,gantengnya kyak mantan 🥺
dr.di083,Harus bisa move oN yah kak
rosesalindazulaik7,sore dokter 🥰
dr.di083,Sore juga 😁
MS4wLjABAAAA6ncZb6XcG421HCFuG0ad6hxpmCTGS3oZAQfVSNUA-lY10yNa1V81hSxxcj6lBYMK,salam kenal yah😁
dr.di083,Slm kenal kembali
sriutami17495,cakep pak dokter.
dr.di083,Makasih yah
frijogaming,genteng kakak🥰
dr.di083,Makasih yah adek 😁
nurjanah30105,iya bener ganteng
dr.di083,Makasih yah
yasminnuw,dokter apaa ?
dr.di083,Dokter Aesthetic
yasminnuw,itu kayak apa dok? syaa sering ke rs dok anak ayaa down syndrom dengan jntung bocor bawaen sam hipotiroid kongenital
dr.di083,"Semoga lekas sembuh anaknya yah bund,, menjadikan ladang pahala juga buat bunda yah,, sehat selalu"
siskasiahaan36,emang bener ganteng😁
dr.di083,Makasih yah 😁
yanti_xzy,yaa tuhannn ....🥰🥰
dr.di083,Kenapa Tuhan ?
komariah1516,Masya allah.ganteng ny.
dianaanjelika175,setuju ganteng baget
rosegolden93,iya ganteng
bunga15285,bner aja ganteng bingit 😁
hanasuryani522,Beneran ganteng👍👍👍
kadeklilik5,ganteng beneran
vikaaj1,waduh ganteng bgt 😍
rindiyaniabhy,Subhanallah 😳 ganteng
1t133,gantengnya kebangetan bgt tolonggg
d_glx,wah kalau dokternya ganteng gini sakit trs ahhhhh biar di rawat sama dokter
zakirani975,mas dokter sya mu tnya.punya obat sakit cinta g.obat nya apa ms dokter.🙏🏻🙏🏻🙏🏻
saidapudant8,Dr.D bagian apa sih...kalau bagian kandungan mau kolsultrasi.dah lama ngk punya keturunan
nenklizha,masyaallah dok mataku ternoda liat senyuman manis dokter..🥰🥰
sarma.br.manik,kok ada manis manis y gitu yeah😁😁😁😁
dr.di083,Kayak iklan yah 😁😁
itanurfaidah431,"Pak dokter mibta tolong ya, untuk tulang tangan dan kaki rasanya nyeri semua obatnya apa ya 🙏"
dr.di083,Sejak kapan ? Ada alergi obat tdk ? Apa Sdh dperiksa ke dokter terdekat ? Untuk sementara minum obat penghilang nyeri dulu yah
itanurfaidah431,sdh 4-5bln. tdk ada alergi obat. pernah cek up sempat sgot dan sgpt tinggi hampir 200 skrg sdh sembuh. setelah itu tulang2 nyeri semua sampe skrg
itanurfaidah431,"trimakasih Pak dokter yg ramah dan handsome sdh jawab. dan satu pertanyaan lagi, sy hrs periksa ke dokter apa ya tepatnya 🙏🙏"
dr.di083,"Ke dokter umum dulu coba di obati kalau tdk ada perbaikan ke dokter spesialis saraf, semoga lekas sembuh"
gizhulanjung,"Pak Dokternya kayaknya ramah,tpi percayalah komen sya dri Taiwan gak bakal dibalas😁😁."
dr.di083,"Ok saya balas koq, hi Taiwan salam kenal"
hanumaprilia,hdr ah😁
liia1978,asalam mualikum met mlm mas salken dg mas🙏🙏
ikaatika67,"ya ampun ....senyumnya bikin klepek"" dok🥰🥰"
mamahedikadiky,waduh cakep nya jadi betah di RS nya 😂
fitri10758,"hy doctor ganteng,sapa akuh donk plis..klo g nangis ni😭😭😭😭"
raniandini87,"ternyata emang ganteng, charming bgd kamu dokter 😂😂"
f_r123456,dok beli bajunya dimana pengen🥺🥺🥺
raisajamilah,dokter tolong periksa ❤ ku yang lagi porak poranda😂
vinabjm3,dokter nya ganteng bgt dan manis senyum nya
sitijenab443,beruntung bnget istrinya punya suami dokter cakep lg
ashiva4200,dok klo boleh tau dokter spesialis apa.
dinisibiasa,knp klo yg profesi dokter ganteng2 bngt ya 🥰🥰😁
luthfitifani,suka orang yg rapi bersih ngini😂😂
nabillaizdihaar,duh muncul di fyp ganteng lagi🥺
ariyaniariyani74,njirrr awal senyum nya😄
sucmaansarchan,bapak dokter yang baik hati tidak sombong suka menabung dn tdk makan sabun.SUDAH PUNYA ISTRI BELUM ??? 😂
wfqqa,senyume manis dokter🙏🙏🙏
kelynia0,"klo dokter kaya gini,mw nya sakit flu dirawat sm dokter deh"
geffydanin,"kenapa dokter gak ada yang jelek sih,, apalagi kl sudah pke sneli dan nyaku stetoskop,kita para bidan dan perawat hny bisa gigit jari kalau mrk lewat"
yanakristin1,nungguin dokter nya sampai buka masker🤭🤭
mbakning882,Klo aq sakit berobat ke dokter yg ganteng ini blm dikasih obat udah sembuh 😂😂😂
user2912839399711,"pasien nya krasan GK pulang "" Dokternya ganteng sih 🙏"
bundanya_deva,"masya allohhhh,mmng bener,bener"" gntengggv"
ratuimut333,assalamualaikum pak dokter
user4695142597004,ya ganteng banget lah namanya juga dokter mah masa sh ga ganteng 😄.
nithachubby2,"wow... Uda Good Looking , Very kind.. Sehat selalu yups pak dokter.."
fadillal123,aq suka senyumnya dokter
heraangel,beruntung sekali cewek yg dpetin abang
serlyliani27,kerja di rumah sakit mana dokter ganteng
milakrisnawati,spill istrinya dok😁
anthoneta442,Dr nya ganteng sekali🥰
mahardhikaluthfikurn,pingin pnya anak dokter moga aja bisa amiin
chacha.1608,duh klo dokter ny ky gtu cpet sembuh ny x ya pasien ny😄😄
nink_7112020,sumpah dokter ganteng banget..🥰🥰dokter apa kak
putriprameswari17,"Putri mau berobat ke pak dokter aja kalau sakit
emoh ke dokter lain
boleh kan"
yantiputri926,masyaallah..pak dokter .🙏🙏 kagum sama pak dokter.
annisa_134697,met mlm dokter.salken dr Bandung
kimoralovelia,"Aduuhh Pak dokter, klo berobat dokternya bgni sakitnya langsung sembuh gak perlu minum obat"
user9690605337322,senyum nya dokter bikin meleleh 😀
amuizhang89,Ramah x dokgan🤗 semua org disapa👍salam dari Riau✌️
kesyapriskilasili,pantesan aja Gula aku hbs Ternyata Ada Disini Toh 😳😳😅😂😁
dr.di083,Hahah bisa ajaaa 😁
anikudayani,dr harus tanggung jawab Krn saya langsung kena diabetes gegara liat senyum dr yg manis 😂😂
melvianaritiau,waduh 🥰🥰 salken dokter☺️☺️
orin278905,mesem² pak dokter nya humbel bgt😁🥰
erica3_cantik,hilang sakit Ku dokter😳😳
rinaleo315680475,salam kenal y docter ganteng
reyhansyah17,semua dokter ganteng pasti 😅
anioktavia490,met siang dokter😂
nayzamahsyari,Aduhh senyumnyaa🥰
sutikkkk,Wala pk dokter nganteng bgt salken dari jwa timur
yetiastiti_,dulu pernah menghayal pengen punya suami dokter tp😅gak kesampaiian😅😅
renta_uliana,dok aku boleh konsultasi SM dokter Nga 😅
isnayaenisultan,cakepnya pak dokter 🥰
srymuliani91,salam kenap dokter ganteng
hotmianmanalu16,manis banget senyumnya dok
aprilia137.3,hallo dokter salam kenal dari kalbar ya
sitizaenah736,Assalamualaikum met mlm dokter salken dari bali
arini6061,"jdi minder klo berobat sama dokter ganteng,,tar pas di priksa salting😁🥰"
anisumiati55261,klau dokter pasti ganteeeng
nayarra4,jadiin istri k 10 jg mau ak😂
octalyna,"gantenggg dokter nya
hallo dok
salken dari medan sumut ya"
alvatarabalaga7,masyaAllah ganteng banget ka🥰🥰🥰
wiwinzubaidah,ikut deg2an pas buka masker...ternyata ganteng oeeyyy
renalou07,Auto imun udah naik duluan ketemu dokternya...😌
moychiii.99,Dokternya saltingg😂
theresiahelenapar,"konsultasi Dokter, 2 anak sy wajahnya jerawat batu & jerawat kecil2 merah2 menyeluruh. Ada jerawat kecil2 di punggungnya. Pake cream jrwt apa ya"
indripadmini8,pagi dokter ganteng..🥰
susella89,"masyaalah jodoh siapa ni lewat 🤭,kok lembut banget mukanya penuh dg kesabaran🥰🙏"
jimihamzah,"dok,obat nya hati yg sudah terhipnotis krna senyummu itu apa 🤭🤭"
ninggratputrininggrat,mau berobat ke dr biar pusing nya hilang karena mikirin dokter ganteng 😁
stfsmila5,dok bsa sembuh kan rasa sakit hati ku ini ga 🤭🤭🤭
hulalalalaa15,klau dokterny ganteng begini. seketika sakitny langsung hilang
hanasyifa30,"dan semua komen dibales lhoh,, keren🥰"
chibby_yuna,"dok mau nanya, aku klo ketemu mantan tu suka gemetaran tapi klo sudah makan hilang gemetarnya. itu knpbya dok?🤔"
nurhusanah12,namnya dokter mna ada yg jelek😁 rata2 ganteng kabehhh😁
lusiani370,"jadi mantu saya aja dr
anak saya perempuan, perawat kerja dijakarta."
ma2_moda,"Kalau cowok mah memang ganteng ,klo cewek cantik 😂😂
Salam sehat ya dok 😊😊🙏"
gracematthewgrace,mau lh berobat sama dokternya ganteng 🥰
srieharyanti389,salken buat dokter ganteng🥰
user7484758087148,pak dokter msh muda murah senyum 🤭🤭
bella_ginting.id,cowok terganteng di tiktok
mosses2018,mau berobat trus ahh kalo dokternya ini 😂
lexadjami,salam santun pak dokter🥰
.bundary888,kalem bngtttt... JD adem dh liat nya
diin4943,klo dokterx kyk ini...aq pengen sakit..😅
rey24034,dr Spil katax donk..belix dmn
indahcantik627.1,sama sama kakak ganteng. semoga kakak sehat selalu panjang umur dilimpahkan banyak rejeki amin amin iya Robal allamin🥰
kesayangandia02,ya Allah senyumnya manis banget membuatku susah tidur😂
nurulkolipah3,lihat pak dok ganteng'anxiety ku mendadak sembuh'😂
dewanty_82,insya Allah gak cuma ganteng tapi baik hati dokternya😀🙏
septianathia36,"kalau doter nya ganteng kaya gini langsung otw berobat , salam dari Kalimatan barat KB Sekadau hilir"
lanilani088,"Met malam dok...🙏😊👍
Dokternya ganteng bingit jadinya mendadak mau berobat dech ...😁"
nyomansukantini24,Wow gantengnya pak dokter🥰
anisinaga15,senyum pak dokter buat saya lupa klw dah punya suami😁
kulinertbalaiofficial,Medadak badan ini muncul banyak keluhan dok.. mhon di bantu solusi nya😌😌🥺
khanza.__,knapa dokter d tempat ku berbeda😏
sucitrihandayan28,"salam kenal dokter
Bekasi nya di mana ya dok tugasnya🥰🥰"
yuyunrosy1,banget gantengx....tiap hari sakit aj wes q😂😂😂
nabil_rev,"dok hati saya koq sakit ya,obat yg paling ampuh apa ya🥴"
syafirarestulangi,dokter cinta bukan ya😂
marriyya18,"dokter yg rawat aku pas skit dl saat masih usia 17 tahun
sekarang usianya udah 70 tahun tapi masih ganteng pas kemarin lewat depan rumahnya 😂😂😂"
sungkowo24,duhhhhh maniseeee
marsitiimam,"ganteng tur banget,,,,,"
yayoung_vi,rata-rata dokter ganteng
queenelsa.o_c,salken pak dokter 🙏
xion2606,eehh.. ternyata ganteng bangeeeet 🥰🥰😂😂😂😁
indriramadhani65,subhanallah masyallah cakep ihh 😉😉😅
yhurinyhorda,hello dokter ganteng😅🙏
oliyaa_08,Salken dr makassar
apriyantiramadhan5,salam kenal kak... semangat menjalani tugas nya..
yenyenpatricia,prakteknya dmn dok?
serlyanitadamanik,yaa ampun ganteng nya 🥰🥰😅
brianazackya88,lucunya .klo malu2 gitu🤗☺
mamahnyaeza681,gula ini mah manis banget 😀😀🙏🙏
elihendra885,mlm dokter salken 🙏
tasya92g,ahhhhhhhhh ganteng kaliiiii😳😳😳
cumii17,aku mau obatin hati aku bs ga😌
emonnduru,zbaru follo
bungvend,senyum nya yg buat si mas nya manis👍
ikha5688,senyuman nya bikin meleleh 😁😁
yuza1261,udah ganteng ramah lagi 👌 masyaallah 👍
lenonggoneng,eh bener ganteng ternyata 😅
ikarivai31,siapa yang ga mw kyk gini...😅😅
putrisetyaningsih4,wadidaww mmpir ah
jhollybeukliu,mau sapa Dokter
gi.hutagalung,obat insomnia apa dok😁
rahmarafa4,saya sakit hati obatnya apa y😂
nurmilah080,doktr y gantg bgt
veronikan3,senyumnya ngangeni dok 😁😁
aprie07,hallo om dokter😁
user4614364109118,"ya Allah .Dr,e ganteng bngt😊😊"
jeroanta715,gnteng bgt si dokter
evisuyanti773,ganteng banget dokter nih 😁😁😁
novixtasari84,ganteng nya jodoh orang 🥰😉
mirahana221,ganteng bgt dok..🥰🥰🥰
wongndeso5,wooow ganteng pol
poetdago,"mau pura"" skt ah🤭"
emakojol3019,cakep pak dokter🥰
dhizanaura1305,beneran ganteng ternyata 🥰🥰
bellameina1,salam dr Papua
niganasution,masyaallah...senyumnya kalah manisnya gula🥰🙏
novi2.9,ini dokter apa yaa 😳
diniromdiani330,idaman Emak emak nie😂😂
nurilrahmawati87,lanjutkan
amandachayang118,hello dokter
imhayasmin,manis seyumnya
tutiastuti12345,pagi mas
warti240,ganteng banget
srialamtiurmaidas,iya ganteng.
by_brenda0,ganteng banget 😌😌
yuniratnay,dokternya ganteng
mamanemal,Subhanallah ganteng banget
lily_audia,Masya Allah 🥰
sukesuke_gua,nemennnn
nanawati885,Ganteeeenggg
reny76en,ganteng ny dokter
adisitumorang312,moga bajunya nular😳
naurakenz_substokismci,maasya allah😍😍
anggilia985,manis dan ganteng....
wiwitjanatin,paket komplit
ita467,sht sllu
sugar_brownchipz07,hay kak
helfrida_,Iyah yah🥰
hernitapurba1991,betulan ganteng oiii
nuruljana480,sukses selalu
nurrain_nrl,bapak ganteng
rms967,gigi nya bgs😍
pujiatierni10,Salken dokter🙏🏻🙏🏻🙏🏻
rismatumanggoro5,keren
yusti128,ganteng
idahhamidah23,ganteng banget dokter
astyfriz,okee
user2011594731146,"manis bgt,,,, 🥰"
aniani256,ganteng jodoh orang
meychanchubby,dokter apa nih dok?
lizbeth_tampu,senyumnya sweet
ciciherliasih29,ganteng
dewiy25,ganteng bgt
boru.pasaribu95,kan ganteng
user3031898168364,masya allah
charohisti,iya bener
hajjahsitinuraisy,ckep ya
iwok1233,dokter cakep
ayang1607,halo ayang😂
naurasatya2,salam kenal dokter😊😊🤭
umiirsan,ganteng bnget😳🥰
balonjakarta,mau aja 😂😂😂😂
ellyhyy,senyumnya manis👍👍👍
vieee.0406,Ganteng nya
konsultan_property,salken kk
chica_kusmini,iya cakep🥰
meryami227,senyumnya bisa sembuhin pasien dok 😂😂
cancermom71,Liat senyummu jd mendadak sembuh dok😁
vanyhutagaol07,astaga senyum2 sendiri aku😂😂😂😂 dokternya manis banget🥺
juniwati762,smg sht slalu tuk Pak Dokter 🤲
nanny.88,tp emang bener sii... 2 hari ini nungguin ponakan di RS pelni tanah abang... dokter ny ganteng² pa lg yg di emergency🥺🥺🥺
athaya_127,dokternya ganteng bget pratek dimana dok pengen kunsultasi 🙏😁
hartiniiuiu,gntenge ora ketulugan🥰🥰
artaelisabet,saya senyum sendiri😂😂😁😁🥰🥰
dr.di083,Boleh senyum bareng koq 😁
magfirahfiroh,sehat selu dok
dr.di083,Makasih yah sehat selalu jugaa yah
ekadewiagustin1,hadir😁
yanilestari197,hadir support dok🥰🥰
user3612350124055,senyum nya manis kali 😘
kailakaila741,"smua disapa
aku disapa ga ya ma dok tmpan ni🥰🥰"
user6502915565580geby,"dok,,, jantung ku berdebar kencang,,,klu di sapa dok 😂😂😂"
user3695707637138,dok sy sakit nih lihat dokter 😅
dr.di083,"Koq liat saya sakit,, kenapa ?"
siskasriwijayanti,kerjanya di Rs mana dok🥰🥰
wati_rasend,pura2 sakit boleh gak dok😁😁
dr.di083,Gak boleh 😁 nanti sakit beneran loh 😁😁
wati_rasend,ya udh gak jdi kalau gtu 😁😁 sehat2 ya dok😁😁
dr.di083,Aamiin sehat selalu yahhh becanda koq
inggritchanel,hadir lks
veronicatitasinuraya,ganteng x dok....🥰🥰
eonni_icha8,"dok mau tanya
bisa mengobati hati yang terluka gak dok"
nink_7112020,mohon doanya ya dok anak saya lagi opnam di RS...kena asma..🥺
mamahsilvi21,"Assaamuaaikum dr ,salam dri Majalegka jabar"
nisaulsyifa,Q pingin dok d periksa😂
lynn_linda07,Spill Scrub nya dok 😁🙏
yemimanaftaliflowriza,wowww senyum nya mengoda banget dok
rizkyaldiansyah612,"assalamualaikum..kak dktr🤗
Karawang hadir menyapa 🙏🙏"
debbyarruan,"Dok, obat melupakan masa lalu ada gak??🥺"
_baby62uak,slm hadir support Dari sarawak doktor...
farahdcniy,wahh hemsemnye doktor😁
ika_gulo0616,senyuman mu dok membuat hatiku cairrrr..😅😅
chrisalyiaajane15,"sihat sllu, doc. 1st hdr support n done follow. 😁"
nurulafiah120,dok obat skit hti krn di cuekin apa ya 😂
twinky_81,Tak jadi lh nak pegi klinik..hensem sangat..senyuman tu dh ckp buat ubat🤭😂😂😂
vibby10,"assalamualaikum, MASSLLAH"
tinuttharuna_r,"aduhhh☺️, itulah knpa saya lebih senang scroll TT dibndingkan FB 😂😂"
sarimanihuruk2,"dok saya mgkn sakit jiwa, krn senyum2 sendiri lihat vt ini. tlg obati dok😁😁
(maafkan aku suami ku😁😁😁)"
tanmarlien,slam dok satu profesi tetap smngat
yantilimbong362,"senyummu itulah dok, membuat diriku sakit jantung😁😁😁"
up.monggo,jgn dilepas maskernya dok...bahaya bagi kaum hawa😂😂
meytien,manis senyum nya dok😁
miraniasusanti4,sukses slalu dok🥰
desimasitompul8013700168,dok
ummukhaulah00,wih
sukmha290,my got
fuzahjuwitaaprillia,salam kenal dok🙏🏻
aririyanti34,sukses ya dok
sripurwani7309,cool...
priwaty,dok salam kenal aq kalbar
riskakaruniachire,mau lah di sapa dok
inalinawati,salam kenal
ayoeandhira6,salken dok...
86nabilla,hadirr
liiilliii,baby face
amy_blossomglow,sehat2 selalu dok🙏
lidiyawatialendang,mlm dok
musfirha97,Assalamualaikum dok..
simasrk2,assalamualaikum
dhyansafitri639,naaaah mmg ganteng😂😂😂
adelian110114,baik dok😅
idalumbantobing,salken dok
sheranuna,hadeer dok
tyominar910,suku apa dok
eva.toruz,"dok, ko sy blm dipanggil ya?! 😂"
winnarti365,bening dok 😂
hibunviolet,auwwww😂🥰
