User @,Comment Text
usertanpanamasamasekali,ha
ahdannn11,gw paham🗿
lionidasginting11,ha
wildn_gynxx,ha?
caxzettt,ha?
palabapakkau605,itu tangan desta tarik rambutnya
guanew,ha?
nawafala8,p
alden0.01,?
bgst1527,si pintar 😱😱
barawahyu01,😱😱😱😱
bgst1527,keep being a kid 🤓
nama_kok_zulfae_fendi,00n
jodohnyatm,ha?
fvkinbitjhh,paan dah
evosojoo,awokawok lu ngpa🤣😂
juraganapril,@
ksyiqbal,itu rmbut nya di tarik
hamkaaasu,😐😐😐
pubgmkonten,rambutnya ditarik desta
emptyhandcmcs0,@tobat
lizzyboys,vincent dijambak desta. tapi vincent kira yg jambak dokternya
akbarzld_,itu vincent gimik aja bg bukan beneran nyalahin dokternya
lizzyboys,iya tau anjir. kan gw cuma jelasin yg gapaham
dgdudvdn,kan emng konsepnya ngelawak hadehh
akbarzld_,yg bilang konsepnya horor siapa bang hadeehhh
farelalz,Lawak
farelfabian148,?
barawahyu01,lu gk ngerti😂
dinopratomo98,coba jelasin dong tua
i.one532,kakek tolong jelaskan 🙏
joroedtz,ha
mamanghitler,yatim
barawahyu01,wgwg
fjkt_in_here,Vincent Dijambak
zaa.ra_,"vincent dijambak sama desta, mungkin vincent kira yang jambak dokternya padahal desta"
isaacfoster080,"gw pernah pingsan jir, yg gw rasain bisa denger sekitar tpi mata gk bisa dibuka😅"
anaktiri05_,gmn caranya pingsan cu gw gprnh dri kcl😳
zef1li,"pingsan itu secara alami bukan dibuat buat, dan yg BKN bisa pingsan itu Krn GK sarapan terus kurang minum air(dehidrasi) dan banyak faktor nya"
anaktiri05_,iy phm ga dibuat² tpi tqu infonya
zizizxixixix,Gue pernah hampir pingsan mata gue ke di tutup sendiri trus ke gelap banget tpi cpt2 di ksh minyak kayu putih gk jadi pingsan
karenakarina_0,"Coba lu puasa trs jln2 aja , gw prnah hmpir pingsan gr2 puasa keliling cr baju lebaran, bdn lemes gemeter bibir pucet. Trpaksa jm 5 sore batalin puasa"
dengansayasendiri50,itu ketindihan njir. pingsan itu seperti tertidur
taniyarolianidewi,"kalo aku dulu pingsan semua serasa gelap terus tiba²pendengaran lngsung nging gitu, mama aku teriak aku GK dengar lgi, mata aku siwer²gitu😅"
kpopersforever10,benerrr bgttt
iyeoww,"pas sadar kek apanih ko rame rame, gue knp gue dmn ko bisa disini🤣"
zdnrinzky,sama
wahyuman12345iamfour,iya bang 😅
siimaull,bener bgt
xcay00,samaaaa
fajar.mmk,"itu mahh tindihan kalo malem biasanya, gw pernah njirrr gw kira gw mati gw teriak minta tolong soalnya badan gabisa di gerakan padahal kita kay hidup"
isaacfoster080,bukan bang gw gk makan dri pagi trus kerja terus ampe lupa makan mkny pingsan😌
c0r3ch4,"iyaaa, trs badan itu kek mati rasa gabisa gerak lemes banget"
fannyfreezzz,itumah Ketindisan
galehpw,orang pingsan hanyalah kusuh orang yang lemeh...!
farannnn02,coba lihat video yg saya sematkannn🥺🥺🥺
_dimas0225,Lu di mna mna ada anjir
kyuzux,ga
always_smiling00,emot nahan berak 😂
robincwhann1,janji ga emot nahan berak🥺🥺🥺🥺🥺🥺🥺🥺
stuckthefuckup,moh
panj_9,liat sendiri
anjay.w1,g dlu
magriful,jgn lihat video yang ku sematkan 😱
yanngbisatridi,oot
bbnggtt,coba lu lihat vidio yang gw hapus
biyorselfennersurender,liat aja sendiri
kaizokugari95,buat apa?
zenn_099,gak mau😜😜😜
pcrelan,ga ah 🥺
danzdanz55.a,janji ngak ngemis 😔🥺👆
nazril230209,manja liat sendiri ah
nopalgemge_,g
unposedmaestro,😌
raaayyyyyyyyyyy,liat sendiri
sbgzsbh,coba lihat video yang saya hapus 🥺🥺🥺
abduuurr,sad🥺🥺
gk_ray,selep ya
in666urahh,jatuhnya bukan fyp broh
rennn508,mandiriiiiiiii
lyoracam,jgn oot
gaktau6824,salfok sama pp nya cantik😅
ctxls_ptri,ampun dah
gabus_aquatic1,iy njir😂
gabrieljuslanie,hadeh men mdg fsik
eonbi,mutual twt gua anjr eta mah
malam.lovers11,udah ga noh wkwk
sahamnh814,PP apaan sih bang poto profile ?
ngabciaa,liat cwe cakep mata langsung ijo
_vcyrz,"hilih ,"
gbttt45_,iyaa cantik bnget🥰🥰
kuupmyeir,hode tu
bapaknyajennie,makasih 🥰🥰
cellynnevingf,oot
kwontolll1,serah orang lah
just_we.exe,culamitan
winterlovvie,yg bilang muka dia sp kocak? wkwkwwk
winterlovvie,emg yg bilang muka dia sp?🤨
winterlovvie,yg bilang muka dia sp?
sechclaryssa,aku waktu itu pernah di ajarin sama pelatih PMR tapi jarang di terapin soal nya kalu upacara banyak yg sakit tapi yg PMR dikit 😁
sesorang1,"bener tuh PMR ada pelatihan pas gw PKL dulu waktu masih banyak dan belum banyak yang PKL dibiarin aja, sekarang tinggal dikit baru ada pelatihan"
worldriii,itu buat apa si? buat bangunin?
cutegirlnih,itu buat nahan leher kalo ada cedera leher biar lidah tidak jatuh ngehalangin saluran nafas
worldriii,"oh gitu, makasih yaa"
danang.ramadhan,"ni akun cuman 2 video, dua duanya fyp gw loh😳"
hadiii546,sama njir 😳
wetan_kalen,udah 3 bray
radar_bucin,kita sama
saddddboyyajsh,sama
padri120,sama ngab😂
pedasasinmanis.1,ppny cntik
thoriqafriza,😳
punten_sopifuttt,sama njir di gue jg😳
katagw_,Puguh nang
doubleuea,"@avocadorablue jaw thrust kita, cuma mangap² doang😔😓"
vallllxy_,gk ngerti gw
3verybodysucks,dijambak sama desta
bagsdsptra_,Iyya karna si Vincent rambut nya bkn rambut asli dia tanam rambut jdinya takut copot mungkin klo di jambak
ashyln6,kenapa rambut tanam?
bagsdsptra_,Vincent juga tp dia dluan
bbungaurel,"rambut tanam itu biasanya kl uda mengalami kebotakan, tapi untuk vincent sendiri gatau kenapa"
tvzham,"soalnya dulu emg ada bagian yg botak, sblm tanam rambut keliatan bgt itu. pernah dicengin enzy juga gegara tanam rambut😂"
ashyln6,siapa yg duluan?
ifanacyyuuuuuuuuuu,nih akun bisa² nya fyp Mulu di gw video dua duanya lagi 🗿
zabel_colin,Kok kamu cantik sih kak😡
i_am.ucup,hanjay
dika51251,jir pp nya cakep
zeus7981,"kak izin screenshot fropil nya ya, buat fropil mobilegends gue wkwk ok"
howtoslayy,profil bang
chilkook,Gw ga ngerti udah diulang2
kepalakotak2,itu dijambak desta
rlxsyrboyy,"cuman 2 video dan dua"" nya Fyp"
1pykiyzzz,coba liat video yg saya semangat kan😳😳
gus_m.nabilul_aqso.r,savage
zr191208,"lihat nama gw, amanah👍🙏"
riski410200,pacarnya kak@Sania Leonardo ga si
nad1922,Sania bukan pacar Farhan
alfarizxs,ngakak
kewer609,"fyi, ini namanya Jaw trust. suatu teknik pembebasan jalan napas pada pasien trauma atau kecelakaan yang mengalami sumbatan jalan napas."
wiisellmasuktvmak,Mentahan
brekjul13,yuuu
fan_gnss,jotras buat apa
sassy_kharu,klo gak salah untuk memperlancar aliran Udara yang masuk
nizrtidktoxis,kak?
5ayan9kuh,"ha? yg dia praktekin pertama itu chin lift dan biasanya harus di padukan sama head till, nah klo pegang di sisi dagu kanan kiri itu baru jaw trust. hm"
faaahhhhrrzzyyy,coba lhat vidio gue
harits771,jadi itu ada yang narik rambut nya tapi bukan si dokter yang narik
oh.myziraaa,coba lihat Vidio yg saya sematkan🥺🥺🥺
menggalau1235,@dr. Farhan M bukan si itu
oshvvy,@D tuh
dimasajw321,ooo ada orang narik rambut ya
pett012,tiduran kek udah tua tpi pas berdiri wahh malah msh mudaa:v
kurogiryzz,sensitiv tu gimana?
muhamadslamet112,semakin tua semakin jadi 😅
jenaaawww,Pada oot njr wkwk
raihanff279,nilay gempley donk
fvxaca,@grafxa ilmu new
asrianariswanto88,cantik bngt ppny
zzamzamm_,sepatunya dari @Livehaf ga sih?
behappykai_,bisa buat meriksa juga lidah jatuh kebelakang atau ada darah misalnya tanpa menambah cedera di leher
faktadunia67,coba liat vidio yang saya semattt kan🥺🥺
frrel.ar,pp nya cantik bener👍
yeshopper,@hxnnybe tuh caranya
burudas12,yt ap
ngokkk8,"weh ada yg bisa bantu gua ga wey, ni hp gua buat youtube sm video google napa gabisa diputer dah pause muluuuu, bantuin wehhhh🥺"
theycallmehahaa,@xznta @lidocain_0 @shofiamh_ jadi inget jaman kuliah
abcdefghijvnk,Lah gw PMR terus ada yang pingsan cuma di kasih bau minyak kayu putih doang terus sadar habis sadar dikasih teh anget
nxyv4,ga ngerti
marsellmiradji,salfok sama pp nya masya allah cntik bnget
mesesceres,itu si desta narik rambut vincent
reminotcard,andai aja yg punya akun punya gua:)
khusniyanur,"sekolah dimana itu yg ngomong, pinter banget"
ayak_1002,@racunnsshopee spill kemeja Hesti kak
cimorysquuz,dulu pernah belajar ini waktu join di pmr
anggatzz,sama anjir😳
rxkingbray1,liat video yg gw sematkan ada penjelasanya
.lanxyz,gimans cara nya
caxzettt,bingung buka komen pd oot
cuma1_agda,tutor fyp bng🥺
fushiguro_megumi2937,lah anjir akun ini 2 vidio nya atas bawah
lilissundariumarsa,@farhanzubedi ganteng bgtz sih dok😁
syahrulmubarok400,@okey2405 akun baru upload😳 vidio nya cm 2 dan 22nya fyp😳 gg
xxgtwx1320xx,gk ngerti
bayyyyy_20,gan bantu 1M views vt gw yg di sematkan
heiyuss,gapaham itu jaw trust buat apa gaes? buat nyadarin org pingsan?
n0zelz,Tutor fyp kak
zxvynnn208,salpok PP nya cakep
devaoktapr,salfok sama PP yang punya vidio uwaw
tiktokshopind0,maksud
user3043008775891,makasi untuk ilmu ny minn
kianlian1,guna nya apa? dipakai saat apa??
suarezbaka,pingsan tot
ahmadabdullah4693,cantik 👍😵
smartfrenayin,ngakaks🥺🥺
gustiar80,editan njir
raracntiqw_,Klo mau CAB hahah hbis tuh RJP ngkak bngt😂
sanshb06,Maksudnya
xymancung,ini yang judul nya apa?
owakks,@lakemoshii pp anak pmr
notnothin9,gua kira yislam
mr_otw,Seumur hidup blm pernah pingsan👌
barawahyu01,aduh gk ada yg ngerti🗿
fajar.mmk,pingsan itu kayak pusing cape+ mabuk dan penglihatan blir jadi hilang
ibechristopherrompies,Wkwkwkwk
raski.av,"ini bukan pingsan, ini pertolongan pertama kali ad yg cedera spinal... emg beberapa untuk pingsan ditakutian lidahnya nutupin rongga pernapasan"
mfthujii,"""orang kok gimick terus heran"""
cirill151,yg nonton full nya psti paham😂
zchnlexc,sensitif sama rambut maksud nya itu apa hormon nya mulai ya?
itsmeeev,Jaw thrust nya masih kuranh tepat dok :(
adebuditaufiquroh,vincent bgtu dkt kuping
dinnyannn,membebaskan jln nafas
anascantik123,kak yislam bukan?
ucoptralala,Tutornya ga berlaku untuk org yg sensitif dipegang lehernya😅
fadil323,tes
turusanadeckk,sensitif tu apa?
rioadityo67,bukannye head tild itumah
amara_803,RJP 🧤
nabilaimanfr,prset nya apa?
candraasyhputra,*p*
manapanja416,badi
sempakfiraun095,ka yislam
bhrlmy._,wa
thomasslebew8,"semangat bro , btw ramein vid gw jg💪"
yansah.021,"MAKAN PASIR
MINUM ES
YANG MAMPIR
SEMOGA SUKSES🙏
اَسْتَغْفِرُاللهَالْعَظِيْمَ"
ihitex,vincent ngarep dikasi nafas buatan 😌
boy_misel,bukannya tambah ketelen
yqxzzz_,jj nya bermanfaat😂
elynnathasya,sampek sama tangan doktennya😭😭 pingin
rohim_hikmah2003,akhirnya ngerti bahwa rambutnya di tarik 😂😂😂
njmgff,@fioxzy @thaanoturfav zada di ngenekno lak enak nying🗿
erckim,salfok pp😳
19miegwulangtahun,itu dia dijambak ama sebalah nya
vian.yyy43,rata2 kalo dokter itu pasti putih
dhidhie,"salfok sama belakang kuping'a vincent,kya bekas jaitan.."
froggieurbabies,"tanam rambut mahal"" main tarik"" aja pa desta😭😭"
mtauufiqq,Janji gak kretekk🤡
nassarfanbase,"yang pertama itu chin lift, yang kedua jaw trust tapi kurang terpegang rahang nya, itu manuver untuk membuka jalan nafas, CMIIW"
babedeo,dijambak. 😂😂😂
betrixp9,"gue pernah naik pick up turun nya loncat bangun"" udah di kamar keluarga pada ngumpul😂"
zzz_208383,Kelazzzz🗿🤙🏽
syahitwajdi,link video fullnya
kanju_badag,bantu folow
kang_rusuh72,bg bantu follow tiktok ku sama like nya bg🥺😌 bismilah du semat😄
marokkau,"gara""dijambak gasih?"
mas.jupiter,Jaw trust salah satu cara untuk membuka jalur nafas
rosidwahyu5,Rambut nya di Jambak sama yang belakang😂
cndol65,@bibiip1 ntar kamu lek pingsan ndek sekolah tak giniin gpp ya 😭😭
anakperempuanp01,@ihatemyslf07 Cubo lah vin buat anak anak pingsan wkwkwk😅
fireofficial5,rambutnya di Jambak liat pas akhir😅
cerum15,halo babg jangan kuoa rutin konten y soalnya suka sm kontena
norstland7,mantap pak dokter favorite masuk show tv
parkfarel1,gw juga sensitive sama rambut sendiri kalo ada yg narik pasti gw marah marah😅
adiknyaalan,liat Vidio gw dong plisss🥺🥺
iyainajaaaaaaaaaa,Episode yg mana ni? 😅
freakkness,cek profile gw laahhh.
www.dunia.0,yeyeyeye
andimas66,"SA LIN LI NK DU LU BARU BI SA KO MEN
︎
︎︎
︎
︎︎
︎
︎︎
︎
︎︎ㅤ︎ㅤ︎ㅤkomentar di nonaktifkan
︎
︎︎
︎
︎︎
︎
︎︎
︎
︎︎
︎
︎︎
︎
︎︎
︎
︎︎
︎
︎
︎︎
︎
︎︎"
ptrishrly89,yg like vid . Sy back🗿👍🏻
mhdikhsan231204,desta lasak X
tomongzx,coba lihat video yg saya sematkannn🥺🥺🥺
pengagumrahasia56005,salfok sama mbaknya cantik bnget🥺
kelpinsepele,dari tadi vid kaka nya fyp trus
ketlyn9910,dokter nya ganteng🥰🥰🥰
ikadyn.cntip,@ririi.eny @shafazafira17 @ikaza_kchee nahh tutor🗿💅🏻
hai_.00,Jd inget kgd wkwk @mamacoco_o
udin_anak_epep,fyp 2 x Di Fyp Kuuuu gg
bruhtzy_,@dr. Farhan M ?
jjeawors,@dr. Farhan M
fixx.hatrick,@naura._6
rayhanchikal,@senomuhammad
idzyyas,@delvialvilantii @witaaa012
buterflyexie,wkwkkwkw
ndarinda16_,@akucewe
kezm4lvn_,@shalsab1llaa_
abinbintant,@dr. Farhan M
fahiraadilla_,@faheuhpipuw @elviinakns @_anaaanflh
aurajihanaa,@anatasyamahendra @vlly16
hyechannnn,@suzuzahwa
akmalmaulanaakbar,😂😂
shell_aaa,@ayleen
dkygstanio,@rottmayerss
jaeybubs_,@yxng._wxniee3
salahfoto,1
inidilahbknchika,@pao_pao3006
ddack_css,@nxajaemiinsz1 .
caca16173,[lovely]
kepoluu18030,c
fidaltampannihbro,@nobodyycantseeme
lesriyani,😂😂
riskookie_,😭😭😭😭
chekoutshopmurah.id,😅
ceritazahwa30,😂
julyanwarmuchti,p🥰🥰🥰
manusyalalalala,@xblyzxs1
z_quen7,https://vt.tiktok.com/ZSdbu9Nay/?k=1
ali_rifky,o
chxsnzhhh,@cicissy
ultramilktaroooooooo,@hello.gloria @jasminrapunzella
yfyyy23,@whyyzz3 😭😭
njan2008,https://vt.tiktok.com/ZSdqQp92H/?k=1
wlnfbrna_,@dinaaprlnii
gwsaha1234,@abngkece
faqih05.28,coba lihat vidio yang saya sematkan
rizzz34_5,coba lihat vid yng gua sematkan!!
jasminkligis,"Link arachu baju merah ada di vidioku, cepetan besok langsung aku hapus😳😳😳"
19971204b,"katanya jaw thrust, tp yang dilakuin chin lift... gimana si ni dokter"
dnielbrian,"buat yg ga ngerti, itu rambut nya vincent di jenggut sm desta pas di akhir, tp yg disalahin si dokter nya."
naraa114,head thin chin lift
dinananaas,@stevia_lynelle27
sriandina172,dokternya ganteng woy😖😖
mila.f.i,dijambakk😂
