User @,Comment Text
mawarnides,DITA KAPAN DICENTANG BIRU YA???? BOS TIK TOK GIMNA NIHHH
sofiaaa0_4,kok masih belom centang biru😂
peri_nyasar,Yang jaga CCTV meronta ronta tuh😂😂
iinwindare11,Dita keren banget.. suster yg pakai baju pink kenapa tuh.. @
olivia.putri07,bantuin dita kerang ceng biru yukk
ayu.w.hrtd,cuma Dita yg bisa akrab dg semua kalangan
cellaopenmain_,dokter nya terpaksa🥲😭😭
masku45,kamu makin mirip OKI Lukman DIT...
wempi_39,perasaan gua scrol ke bawah yg di coment sama dita tulisan nya benar semua😂 gk bosen dit
yinaa_a,baru tau dita bisa ngedance
rikki_kudadiri,perawat nya orang sidikalang 😁
zazaw_382,dokternya cantik
gilaa1237,rambutnya dita cool bet
zakysjy,pasti om burhan😳{cry}
saskyaa87,liatlah dit dokternya sepertinya tertekan😌
bakulsayur206,salam suport kk cantik🥰
hazizahzahra,Dita orang Sumatra kah
cichapane02,semua jawaban dita benarr😂
namirazein_,baru kali ini ngeliat dita serius
isnaauliarahmah1,dokternya cantik
yuyunini29,Dita tambah cantik bgtt cuy🥰🥰🥰
kukuhw98,detik detik menuju glowup
aini_the_93m,moga Kak dita centang blue
ririntriyanipamungkas,muka dokter nya terliat pasrah😂😂😂
verxxynz_,perasaan dita jawabnya Benar mulu deh🤣
sasaokayy3,"malah bang jali
 (.◜◡◝ )"
celsiecat,dokter keren jg si jogetnya walaupun tertekan😂
mutiafira0,dia gak pake sendal adab yg bagus saat berada dirumah orang lain🥰🥰🥰🥰
nmanjasari.com,Dit mukamu miri Jessie jg..
pandanwangi205,sehat2 ya kak dita🥰 ngefans bnget kak😁🤗
yudew9,iya iya dita yg ngajarinnn 😌😂😂😂
amelia.anggraeni1,kk ITO di mana😅
adipatinew,kalem ya bund
desi14121998,"hai kak, asek"
asti_rose,yampun dit 😁
dortariamasinaga,dokter nya cantik.
nanaxps,janji ga bang jali
ditacahyani04265,nama ku juga dita😂
eca_fsaai,cctv sedang memantau😩
gkfypselalu,didikan dita gk pernah gagal
felicia_54321,ksian dit dokter ny😌
xxymut,ih langsung rame😂😂😳
rikamarsanti,janji gk bang jali😌
mikuu_syg_,di liat cctv tuh😂
itsnik02,Dita kek mau dangdutan😅
nitasarzum,penonton setia aja
ygygy197,pasti ini ajaran 😂
fatwanur267,kak dita kakak um ur berapaa dah?
akun_gabut_doang6,Dita kalau serius cantik 🙁
sarinahmarbun163sas,boasa dang dohot adekta dit???😂😂
setyowidodo8877,temen mu dit
gwwibu43,benar semu d bls
mami.bawel,kameramen nya sp yah kok keren
chicii174_,gaya nya santay banget serius🥰
putrisitumeang245,ya udahlah kakak kan
nanawahidah86,salam benar 🥰🥰🥰
dwiadzra,dokter nya mau mau aja
keishafionrenzaaurora,dokter nya merasa tertekan
savi_032,kren kak dit
clarisa101112_,aa dita jago bgt dance nyaa😌🥰😁
mhd.fahrizarizki,semua komen (benar) 😁🤣
ayuazhari1302,ga pernah gagal diTa
jieiarenaies,agal kalem yahh
ericknababan271,dit makin cantik aja
user456739898,pintunya bagus tuh
dewi007_,diam2 menghanyuutkaan.... 🤗🥺👍👍
luhayuanggreniputri.a6,Janji gak bang jali ☝🏻🥺
sofihamesha,maau heran tapi ini dita😅
suryaniademurti,semua auto dijawab benar sama @ditanganu 🙄
lusigawoh,🤣🤣🤣aku suka aku suka🥰🥰
sar_nl,salam waras dit😂
ika.xyad,janji ga bang jalii
inisialp470,perasaan jawab nya benar muluuu
zalza715ko,kenapa balsan ny benarr
kurcuppp,cantik ya yang di tengah
dragon._.id,kak yang pakar rok🥰
lisadayanti2,Astaga Dit
ndiarfi1,dokternya tertekan😭🙏
godwin_king_calm,dekternya cantik bet
raisyanooraqilah,dokternya merasa tertekan 😭😭
serinaulia26,cntik skli kak dita
sekarlarassati06,kak dita aku ultah hari ini😁
hayo_lu_kepo_ya_wkwk,yang pake baju pink 🗿
kengen_rey,akihir nya bisa serius😭👍
akunsyifaygke1,suster nya tertekan ygy 🗿
komen_23,blsannya bnr semua😳
monicarrx0,JANJII GA BANG JALI😓☝️
deraa_97,di bales bener semua 😂😂😂
username7653199009769999,ka Dita Boru apa sih
qarrenqarrin,dita pintar dance
bintang_virgo94,ciee...yg perawatan🤣🤣🤣
allammsyah,BENAR!
raz.rambe,dita🥰🥰🥰🥰
sen_dyy,Mirip temen gw luwh 🗿☝️
zie_marpaung,wkwkw pawang diantara suhu😅😅
alliar19,Dita yg joget jatohnya kaya joget bang jali 😭😭😭😭
fyafrn,"kadang di balas ""sayang"" kdng jga di balas ""Benar"" 😭"
jjhgdsfjjjjjfxzvb,dokternya cantik cantik..gemoy
azkalieva_89,dokter nya cantik bgt🥰
yunaaneh,dokternya cantikkk🥺
desakayunita30,spill bajunya kak🥰
wacanadi,wah cantik banget
wajan_dkk,Dita bakal transfer gue uang 2juta 🤭
julita_1807,ihh ada kak eiren sinurat
erikalestina,keren
ululdeangrifari,keren aja dah
gieblackboy,ini Dita
duniamenantu,makin cakep
pbyynnna,Benar🗿
dipa.mojokerto,Yaa Benarr👍
mekamarbun_,dokternya 😂😂
skrmrls,anjay
br.sianturi5,kren
oktapidah14,@pidaeee ditaaaa
mie.ramen,benar 😂
pinarshinta,Benar
doyanjoged,Ini ngapain 😳
kadekarini83,asekk😁
chhaa.12,keren
tuhan12_25,kakak orang kaya
dxxysaz1,CCTV 🤣
aisyhwa3,Adekta mana?
tamaria_napitupulu,kau dimana beb @Icha Elisa Uli ?
rtech2022,kak dita kan 😅
om..set.1806,benar
pical_lontong,wadaw
callistahon,benar
wulandari25797,ada cctv-nya
ilhamrisky2020,dokter nya gokil 😂😂😂
bellatewoyan.88,keren... 🥰🥰
h.a.s1001,@Waaaa bikin yok😅
desefijiko,baguska
_sunhaji,ngakak
rienosss,anjirr kolep
bangpea731,ga ngaruh
stalutalu,Kren
anikan86,keren👍👍
monyetsweet7,hhhh😁
giaputry149,kakak aku adalah @ditanganu 🤭
outfitkece651,dokter e bingung 😅
alhabsyimoms,aseekkk
mamih_anak1,dokter nya knp 😁
bihan01019,asekkk
einatamaki,orang kaya ya
mosess026,Benar
avinamurni,salam benar
modetiktokshopid,boleh ketawa ya
yenylesek24,salah
nasywanabil6,kereeen
refsallaia,hebat ya🥰
citrandeskha,kk dita 😁😁
khinantiopenmain,mampir
widiarahma_16,benar
mello02042,benar
alingaling656,kece 😂😂🥰🥰
marnilestari3,benar bagus😂
cantixx0,Benar
rotualusihutagalu,cuma mau tanya berapa kali take 🎬😁
kansamhrn,canduuuu
leonnyuzyfaznny,benar
setiabudigepuk,benar
bungaku893,adeknya mn kk
1_qaireen_1,Kaka daerah mana itu
junibarbar,ditt cantik bgt sih...
exynos4444,Benar
075.zenaku,CCTV nya😭
arul20100,mode serius
cptxmln,janji ga bang jali
awehweawh,Benar
jojozepetonew,1 m yang lalu😳
ryo_483,Dita😁😁😁
raihanilazarsemesta,ngakak😂
faqih_1211,tulung 🗿
chybhy_sugara,keren
lylyliaa6,tumben serius
penggemar_ariana,suster nyaa anj kwkww
hamidaata,dita cantik
amanda.byh,anj😂
ariesj78,Benar...👍😄
wisnu_banh,tumben bener
almeera_r,"benar
😂😂😂😂"
dianalule2020,Keren ka
yutayuki118,horee berhasil😂😂
nengolive7,anjay🥰
darmarefmon,benar
padiajalila3,benar
lemonku18,perawatnya hahhaha
mawarmerah.12,benar😳
soeejxee,ditt yang pertama gaya ape?😭🙏
alfaalifa22,dokk kalo tertekan bilang aja dok😁
assyfa60,kok jadi macam bang jali
wibuhangker,kece bah
ikaprinces.ika,like
sllvrq,awww😊💔
aqilahgftd,sapa donx dit:)
fypsho,hadir kak🥰🥰
eunrajawa,Hahahah tertekannn abngettt kek terpaksa
marisaarina2,AuUuuU
kookieemeeyaa95,Tak tahu laaa aku suka sngt die nih 🥰🥰🥰
ivaniapapulung,ZOOM
MS4wLjABAAAAAAjtujxvmca5VGbi_5Tn3KVft1SeZKZgWdBPCpah7QKXJNt6bj15XDg_3s_EzzSt,Athena vs Bening
seriyaniopentopupclose,"충분해, 자기야"
hokkiandboo,haisss😳
kitot.asya,sabar ya dok
beruang.pan,dok......
hafizhaq2,awwwwww
panaknepkyan,kita kan ditt😏
resep_makanan011,kompak🥰🥰🥰
mirsadwi231,wag
joysagala02,kk umur berepe
jezirenizzy,1100
p1l1h4n5ss,ha..ha
gilianna1983,doktr ksian 😅
choi_yn1,salon top
riskaaryanti22,haha🥰
aninditakeisha160,hadir
melani123purnamsari,hdir
aniqah43,ao
andiranurfauziah0,😜😝
mithaborubarat,Haha😂😂
azeezah034,dit😂..
gracemathildaa,dokternya cantik
jimmy.bakpaw12._0,bener bener bener bener bener itulah Ditakerang 🤦🤦🤦
santikaxyu2,"@03 meii ultah: bdw saia ultah lohh
gk niat gitu ngucapin nya 😌"
indah_cannse,kk coba ajari adek ya joget ini KKK 😳😳
ailaazzah,knp g ajarin yg koplonya aj dit😳
nurma_m,tembok nya hamil dah wkwkw
isasiringoringo,dilihat langsung oloeh SSTV
xiraaaaaaaa,nyeker 😭🤣
rara_grmrs,mmmmmm gua nyadar ada lewat tadi di kaca 😳😳😳😳
nurazizah97501,bentar lagi glow up lah ne 😁
lamtiur_9,cuman dita yang gk pake sepatu atau sedal😂
bundaiin_11,bentar LG jg dipermak cantik nih...
greyneldapatiku,dekta ajakin juga dit buat perawtan😂
sintalopita532,"dita coba kmu lbih feminim
😁😁😁"
mawarsimatupang01,dikabarkan temboknya sudah posity
haiygy0,𝙵𝚘𝚔𝚞𝚜 𝚔𝚎 𝚍𝚘𝚔𝚝𝚎𝚛 𝚗𝚢𝚊 𝚢𝚐 𝚝𝚎𝚛𝚝𝚎𝚔𝚊𝚗 𝚊𝚓𝚊
userr123456751,lu gk pake sendal dit
ajengnatasyaulfa0,dokter nya di sogok berapa dit😂
joe_hard5,dita jogetnya nempel.didinding aja 😅
ccclllyyy.idk,KURANG POWER DIT
zahraopen.main,lincah banget kak dit
elsana70,jujur gw ngeliat Dita kyk gini cantik woy ditambah badannya ternyata bagus bgt 😍@ditanganu
xslbc.cdks,goyang luh asik bnget weh dittt 😌
xvclara,monmaap dit ini ngapa vibesnya kaya goyang bang jali😭
dedi.kusmay,"Dit, kenapa Kamu Nyeker 😬"
bialfjno,kak dit pake sendalll😭🙏
minaborusirait,dokternya dipaksa pasti ya kan 😂😅😂
halak_naburju,Salfok sama kaki nya 😅😅
yohanaana39,janji gk bang jali...😂😂😂
gwgsgsgsvh,dita tdk pake sendal dong😳
xlinksz,kalau ga ditodong tdi mana mau🗿✨
witchscizo,janji gk bang jali??
keisenja_,abis catokan ya dit
yunins_12,kok jadi joget bang jali😂😂😂
bintangku_leo95,makin cantik n langsing ya dita
909728h,sandalnya dilepas didepan ya wkwk
lanciplatifa,mantap😳😳😳
evjsipayung,mantap
krisbundanyakhanz,mantap
_..dewi,nyongket tembok 😭😭
waoderirinsahuraini,dita 😅😅😂
sivasuci99,mantul bgt dah😁
anggunkharismatik,ini ditemm
kaskas.id,waww dita
curut.curutt,mantap
jesicansihombing,bantu naikin followers dong teman
yani1234567891011,kk bantu follow biar bisa live buat jualan🥰
vivilow2,dita kerang ni boss😂
melinjooks,"Bentar lagi pake behel, terus muka siang, leher malam dit 😌"
dewii767,gilakk sumpah kaliini ga bohong
kholiza46,kirain gak bisa dance
afahiyah60,suster terlihat tertekan
ainidamanik2,muka dita bulat bgt woi😭
mulaarsyah,spil biayanya dong
dalifahliemsakura,rumah sakit kamar vip ya
nvhrnt,Dita kurusan
sriaje1,waw bgt ya
rivanrivan3205,enggak papa jelek yang penting terkenal😂😂😂
nblaptr_solehah,mampir ke videoku dong ☺️
yuni_yuni92,senggol dong dita
ariqa628q0l,gini dong kalemm
billabilla476,kakak agama apa kakk
kiiky___________,liat video pertama ku
sisil1y,tertekan sekali doktor ny😌
njannnn2547,gege ni dita😏🗿
dilamarpaung709,99+😌
ronaanjelia,ibuha☺️🥰😇😃
sharistya,Wow
anafamelia,https://vt.tiktok.com/ZSd596dC5/
rehan12882,itu yg di sebelah kiri kayak kak Selvi yg ada cenel gemesr bucin
jxminnnn_1310,jarang sih dita ngedance Keren banget
niswa_fadilah2,sabar dit harus kalem😂
sebutsajakyy,kk pilar tau kk yang ujan ali lintar kk pirar
salwa_tea31,dokter nya ketularan Dita😔😭
melira40,kak kakak viral yang vidio hujan badai angin ribut
kanayasenja28,"perasaan kak dita balas komentar kata""nya benar😂"
amirah_09411,Btw Dokternya cantik
carisendiriwkwkwk,i-itu tembok nya di apain:(
thufa_fafa,plz kak Dita cantik bgt
cal_me51,dit lu ngapa ga pake sendal nyekerr ngakak sumpahh dittttt
shennyaja,sepertinya ada yang tertekan di Video ini ☺😔☝
duyung_hilang_digot,sangat terlihat dokter nya bahagia sekali bukan🙃
meccanaya,kak spil orang yg rekam nya donh
sabrinaamelia85,ka Dita ngapain😭😭
andin6922,coba baca nama saya
riyanasitepu06,plissss ka dit 😂😂😂
merlinahulu763,iylh Dita gituloh 😂😂
annabelghabe,kak dita ini bawaannya asikk 😂😂
user06196953jfifutugifi,kak Dita keristen aku islam😂😂
aloisiaandreta13,kasian dokter nya dit 😂
hafizahanja,kompak banget
fitrikalista495,tumben kalem
nerisaaa79,kece
gisela_open_main,suster ny tertekan woy😭
nesaputri058,semoga lemari nya gak hamil
lesmarevan6,itu apaan yak?
nazwagril0,ga pake sendal😌
dila_wibu1524,itu rumah om burhan ya? 😳
natasya12253,"𝐚𝐩𝐚𝐩𝐮𝐧 𝐛𝐚𝐥𝐚𝐬𝐚𝐧 𝐧𝐲𝐚 𝐭𝐞𝐭𝐞𝐩 ""𝐛𝐞𝐧𝐚𝐫""😂"
raafid01,"ed,,, ,, 🇧"
apa.070,Doternya tertekan
namakokagung26,wihh benarrr
apasi_prend,kqkkwwwk
rian_..and.._kelvin,wkwk
s.bby162,ngkkk
dev123dev51,anjay wkwkw
syntann02,@syntann
muslima_jhe,wihhh
suluhsimangunsong,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣ria
shiye88,hajaaaaaarrrrrrrr😂
_asia070684,ttttttftttt ada
.rahmachan12,Hhhuahhaha
lurii.20,😊😊
bukmadeee,😁😁
chikomanis,😂😂😂😂
natasya_xxy,🤣😭😭😭😭😭😭😭😭😭😭😭😭😭
weny_noer,😁😁😁
rany.nainggolan,🥰🥰🥰
yuni_asihaa,😂😂😂
geraldinn66,😅😅
zhafranaisyah24,😂😂😂
dynaajah,🥰
nafaa_77,😁
lagaktaukoknanyasaya,😌
zeindanraisaiskandar,😁😁😁
yulentasinaga,😂😂
joe_sianturi82,🥳🥳
mandaoliviaamanda,🤭
indrifebri30,🥰🥰
susiariani92,@😂😂
ceuceusopiatipitr,🥰😳😏🙄
callmezall8,🥰
andianis7,😂😂😂😂😂😂
vikax4100,😂
lumbangaol005,😉
freddysidauruk2,😂😂😂😂😂😂😂😂😂
yulyanao2o,😁
kalvin_vi,😅
syifamulia08,___________
acinawarta,.
dinna_sitorus,@Jessi
git018,@vikrybilarr
aliyah43216,@
agatha0896,😅😅😅😂
dewiyani1506,😁😁
marlina._90,😂
symaujadianya,@cxtyyoof_
12_c_o,😂
aidasusantizendra,😇
akusitha,😂😂
dila_waty98,🥰😂
kaptenkivaro,hahahahaah
opibadut,🥰🥰🥰
rhenimahmudnyar,😂
adwidiana,Ohn😅kjjkkj😅😎
nyaruniup,.
tiwids27,..
rrazxy2,@raysacaca355
nunungnurjanah54,😆
itha05_,😂😂😂
deska471,😂🔺
adhian_syafiq,@dimasoctvnsyh_
