User @,Comment Text
fsaaioficial03,gw pernah GK haid 2 bulan tapi bulan ini gw haid😌
ay_pailaa,Alhamdulillah semoga kedepannya haidnya lancar ya 🥰
kiaaaaa_raa,🗿
fsaaioficial03,knp lu
kiaaaaa_raa,kagak papa gua bengong aja🗿🙏
2803virgo,bener bgt sering telatt sampek berbulan² pdhl blum nikah😅biar dtng bulan lancar hrus apa ya?🙏
ay_pailaa,"Rubah pola hidup yg sehat, Olahraga, jangan stres, jangan begadang 🥰"
anggii335,aku juga pernah
yulitaa5_,"1th dulu aku sering telat haid, bahkan selama 1th 2× haid.. sekarang malah belom ada 1bln haid udah haid lagi, kek cepet banget gtu😌"
ay_pailaa,udah pernah periksa belum?
yulitaa5_,"ga si kak,kata ibu gausah khawatir, dulu orangnya jg gtu tpi gpp"
blackpurple_grt,"kudu buruburu periksa gaksi kalo telat haid tuh, soalnya ada 2 temenku yg salahsatu gejalanya tuh gak haid slama 6bulanan eh gak lama meninggal tp-"
ay_pailaa,"Astagfirullah jadi takut aku 🥺
Alfatihah buat temannya ya."
hahahahhahaaaa2,yang bener?
sitiaisyah13265,"awas lo ka
ucapan do'a"
ay_pailaa,kan itu ucapan dokternya 🥺
sitiaisyah13265,maaf kaka🙏🙏🙏
bilqissafira27,"astaghfirullah, itu kata dokternya maimunah😂😂"
sitiaisyah13265,jadi itu beneran
fahrun_nis,"kalo blm haid lebih dari sebulan mending cek ke spog, takutnya ada pcos/kista dll. soalnya aku juga 2bulan sekali, ternyata pcos"
4septemberultahku2,"aku kemarin telat haid 3 minggu,mau kedokter besok pagi eh sore nya kek air terjun,sederas air hujan😌"
srilestari82221,"aku ga mens udah 3 bulan,, tpi di tespek negatif😭😭"
aquarius963,3 tahun gak haid
alyacahayaaa,"aku udh 4 bulan😳 terakhir haid gw, gw minum air dingin mulu😂"
7g_30yusyifaana,udh nikah blm ka?
wildha_nia,lah trus gmna?
lelyyyy13,"kurangi makan junkfood ya kak . aku dulu gitu . ngurangin makan mie , bakso"
fans_vidatnew,aku 7 bulan ga haid trus aku bilang sama ibu aku eh waktu ibu aku haid pertama jempol kaki sengaja di injek dan besok nya aku haid
pacarmu630,"gw juga tlt kadang 3/4/5+bln tapi gw gk pernah periksa takut penyakit nya ketauan.tpi ge tanya bidan ktanya cumn kecapean+setres, gw rutin minum kunyi"
dindanatalia3971,"hampir sama dinyatakan hamil 4 blan ..untung belum syukuran ,,, masih penasaran d usg lagi hasilnya nihil masih negatif ... pnntian 3 taun pdhl"
finza0405,sepupu saya malah 4 sekali datang bulanx
dewdew812,gue yang gak haid 8bln
sapitri_0412,"pernah kayak gitu juga, tapi sekarang 3 bulan sekali🥺"
sitiraudatulaini,gw yang haid 1×2 bulan terus sekarang gak haid 3 bulan.
wdyarska,"aku juga pernah periksaa trs dibilang hamil sm dokternyaa, panik bgtt😭"
sekarnurlailyinda,gw yang bertahun tahun ga Haid aj ga panik 😅
sityaisah23,ka sebelum nya testpack dirumah gak? hasilnya apa?
lemontee01,aku dari bulan 1
nadinsafitri25,umur kakak berapa?
azl_kemmy,"sama aku juga telat 3 bulan, tapi bulan ini haid cuma 3 hari itupun sedikit sedikit🥺
udah berapa kali ini haidnya 2 bulan sekali,jarang yg lancar"
agilnaaa,"aku terakhir haid pas bulan Januari,itu pun sedikit.tolong gimna biar aku haid lgiii dah cape bngt ovt tiap hariiii🥺🥺🥺"
rsa687,Ya klau ad suami senang lh kk
ay_pailaa,Tapi gimna ya kalau gk ada suami 😂
nurulra121,aku dh 4 bulan blom haid😳
nufus574,"sama,kak aku jadi takutt😳"
dyahhasna25,hadir
pawangemasa23,USG lebih akurat 😏
wifigratis_0,"gue membesar trus sakit, dibawa ke ugd, disangka hamil, pdhl ususnya yg bermasalah"
ibusela30,aku yg gak haid mau dua bulan . tapi b aja krna pernah KB . klo hamil pun ada bpanya 😅😅
ay_pailaa,"Aman kalo ada bapanya
Yg pusing kalo gk ada bapanya 😂"
hestyaurellia,aku juga pernah telat 2 Minggu bidan bilang hamil trs besoknya haid 😂 lawakkk
tya_ananda6,"kita harus rutin haid ya..
klo dlm sebulan ga haid itu bahaya..
kecuali yg udh lansia"
niahfaqih,"aku kmarin tlat hmpir 2buln tespek garis 1 , trakhir samar""
usg aja biar yakin, katanya kaga hamil faktor hormon aja , mungkin ggra stres juga si😅"
oizdaaaaaa,gw 2× dalam sebulan
fxxzrq,maaf sebelumnya alat tespek itu bisa ngetahui kalau kita sakit kalau tanda ya positif . kayak pernh ku baca org bule CwO pakek tespek malah positif
nitaprilipl,perlu perhatian bagi yang belum nikah haidnya tidak teratur segera periksa ke dokter ygy 🥰
user351641545550251,"pernah waktu gadis gk haid hampir 3bln. mamski parno dan bwa ke puskes cek urin. dan hasilnya ""-"" 😂 kata bidan nya, karna kecapekan/stres 😮"
marsel_saputra,jngn kan 3 bulan telat 1 hari ajah hamil..
maharaniiiii2.1,kalo haid bahkan sebulan dua kali di awal sama akhir itu normal nggak?
iyaakuulan,sm yg aku alamin pas periksa di puskesmas mw suntik TT setelah tes urin postif hmil tespek tak ditunjukkan ke ku bhwa grs 2 . mls ke pksmas lagi 😑
yxvw4,gw 10 bulan ga haid
sasqeelofficial,aku 3 bulan belum dapet dong takut ih kolo periksa
ay_pailaa,gpp kog periksa aja biar gk kepikiran 🥰
alyaandini14,"kalo ga usg paling diblgnya perubahan hormon ,tp lebih baik usg biar tau lebih lanjut"
dns_140601,"Aa sama🥺 kmrn ak kek gitu disalah satu bidan desa, tapi gilrn periksa di bidan lain ternyata emng hormon ak gak lancar, faktor nya pola makan & Stres"
zylviani02,klarifikasinya dong kk
siskaefg0,ya Allah dong kak aku malah dah setaun nikah udh promil ini itu udh doa lah sampe nangis nangis setiap hari buat pengen punya anak blum juga punya🥺
yusnita8304,ka cba klarifikasi
muu._3,KK beneran hamil😳
satriyokhanza2,"hati"" gangguan tiroid kaya aku"
abizardathalla,"yah klo gk kb ,telat haid past hamil lah mbakkk"
fatriasava590,@cndrzhr_086
iniiananda,@hilma14_ @jascyaaa @ajgggggg_g lulu eh
thiaraputriayuningsi,😅😅😅
ay_pailaa,Lah Ngapain nongol disini ?😅
amelia025100,@denike_284
