User @,Comment Text
yennynovita873,"Perkembangan Ameena sgt cpt sekali...itu menandakan Ameena anak yg cerdas...bs jawab apa yg diomongin lawan bicaranya,Ameena udah pinter interaksi 🥰"
nurul_amit,MasyaALLAH Tabarakallah Princess 👸 cntik sngt2 nak smga mnjdi anak yg solehah dn sllu dlm jagaan ALLAH SWT Aamiin Allahumma Aamiin 🥰
niaassaaa,MaasyaaAllah ameena🥰
viviiindah,ncusx ameena bukn ncus kaleng2🥰🥰
warlinahbintiabo,lancar jwb nya Ameena
misrietr,gemees
nziraauliaa,@wwkybknwwa mirip anak mbik
ghea261,mirib torik
diana_beautyspells,"ncus sering2lah ajak ameena ngobrol yah,suka 😍😘"
indahfitriani201081,comel sangat Baby ameena🥰🥰🥰
j3n1b0n4n,susterny best dechhh
diyahsekar12,😂 ncuz nya medhok yaa meena 😂 ceritanya
rupiatin99,Kulit nya koq jadi
lis_anjani04,ncus yg gini haru dipertahanpkan ya mamanur dan ppta
nabilahaf12,ncus wong jawa totok kieee tah🥰
akunbuathiburansaja,mbak Lala 2 ini mah ncusnya amenaa
sofi_e3110,fix..ncusnya terlatih..ini..pasti cepat bicaranya princess ameena
tyara977,ncus nya lucu 😂
ninda_alipan,ameena cocoknya pake head band.....
dhiyandoeyan,sus nya pinter
markonah797,"Jngn lupa sering"" d ajak ngobrol pke bhs inggris😅biar ngrespon k otak tmbh pinter😁"
lindanatalia_26,ncus nya pintar ngajak ngomong amenanya cepat nangkap
dhieandhianty,"ncuss lomba dimana sih ncus,, terbang😂😂😂 emang ncus kupu2😂"
meisaluna07,ncus nya juga pinter
sahawae1012,bikin vlog seharian ngobrol bareng ameena dong
ikedevita,kalau kerja suster gitu ada kontraknya gak sih kalau kontrak kan berarti gk bisa lama kaya MB lala susternya rafatar dong ya
naurashakirah,ncuss ameena nih boss.. senggol dong 😂😂
keyaiz,aminull😄
yvan5610,luv
dherita83,no filter
daningsihdeh,"Gemees lucu banget ,pinter 🥰🥰🥰🥰"
inggar2,kaya bang ata banget
urgirls._0,yaampun Aminul pinter bngt masih umur segitu udah bisa maini air liur+ngomong🙈💗
user1181304287729,❤️❤️❤️
utieridho76,🥰🥰🥰🥰🥰🥰
catmom_choco,🥰🥰😂😂🥰🥰
niaatania6,😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅
anieniea0,😘😘😘😘😘
zuhriyah.azza,🥰
amelsyah4,🥰
riskaanas1,🥰🥰🥰🥰🥰🥰🥰
srisulastri9666,😁🥰
zaenabun40,🥰🥰
fannyangelrais,🥰🥰🥰
auliaa988_,@sangraikelapa 😫😫😫😫
sendimodjo,🥰🥰🥰
user3570594187719,🥰🥰
heicchii,"Ini bener2 ncus berpengalaman sih.
tahu cara urus baby, gak cuman ncus yg demen narsis di sosmed trus sibuk maen hp."
viaavivah,Masya Alloh
