date,username,fulltext
2022-03-07 16:02:37,lelahletihasu,"@qwertyouipsn dan ternyata beneran anfal trs kata dokternya
""Pak al akan mengalami amnesia"" 🤣🤣🤣🤣"
2022-03-07 15:59:48,HrdNadila,Disuruh dokternya cukur kumisku huhuhu ntar makin tebel atuttt
2022-03-07 15:57:04,Helloutth,"Abis konsultasi, dokternya bilang kalau penyebab utama karena depresi, ditambah gangguan kecemasan, dokternya juga nyuruh untuk melakukan kunjungan fisik ke psikiater. Rumit ya hidup, capek..."
2022-03-07 15:53:56,AldenialAlfahri,@Ulvatus1 Kn dr kemarin dokternya andin ganti2 terus krn ktnya lg seminar.. abis seminar gk balik lagi 🤣
2022-03-07 15:51:45,AldenialAlfahri,"@Ulvatus1 Dokternya lagi dikirim seminar ul.. tu kemarin dokter kandungan tdrakhir yg masih standby, yl skrg udah gk 🤣"
2022-03-07 15:49:13,AyuSriR58526136,@Ulvatus1 Dokternya sibuk urus pasien lain. 😌
2022-03-07 15:48:12,ongjae_,"@mentaiv mungkin dokternya bakal bilang ""saya juga merasakan yg sama"""
2022-03-07 15:42:31,lovelydiddyy,"Fun fact: ternyata dokternya orang bekasi juga

(Aku berobat di klinik daerah jakpus, deket rumahku yang dulu karena emang dari kecil kalo berobat disitu)"
2022-03-07 15:41:08,asperdiscussed,besok dokternya pasti nanya kenapa bisa copot terus masa jawabnya ‘gara-gara makan labu dok’😭😭😭
2022-03-07 15:40:41,lovelydiddyy,"Kalo diitung kayanya ada 2-3 kali dokternya doain aku biar cepet sembuh :') she said ""cepet sembuh yaa mba, semoga sehat selalu, obatnya diminum yaaa kan kasian kulitnya mulus2 jadi merah2"" aaakkk terharu dapet dokter yang baik bgt, dokter juga sehat selalu yaaa :)"
2022-03-07 15:38:20,diveintonana,"Mana dia (pasien) bilang minjem hp susternya siang sama malem. LIKE HOW? SORRY, gue sebenernya ngga mau nethink, tapi ini ngga masuk akal ANJIRRR. Apalagi HP kan termasuk barang pribadi bgt yaa"
2022-03-07 15:36:31,piponrhls,"@minwonpride Wkwkwk samaa. malahan pernah ya hb aku rendah bgt, kan dibawa ke dokter tuh. Abis itu kata dokternya gini ""Lah ko km ga pingsan si? Orng lain dengan hb segini tuh pingsan, malahan km pusing doang ga pingsan"" dok saya juga pengen ngerasain namanya pingsan🥲"
2022-03-07 15:35:19,lovelydiddyy,"Seneng bangettt dokternya baik bangeettttt!!!!! Dari konsultasi sampe cara dia nanya keluhan dan jelasin obat tuh friendly banget. Btw dokternya cewe, dokter 3 tahun lalu juga cewe."
2022-03-07 15:33:18,swiftsall,"@execommunicado ah I see.. mungkin kombinasi obatnya yang bikin berefek begitu. atau ada obat jenis penenang yang dikasi.
Sekarang udah engga?
Nanti kalo misalnya kambuh lg -hope not- kasi tau aja dokternya kalo ada efek lain Dx"
2022-03-07 15:27:49,inisenyumm,Gue heran kenapa itu dokternya gaada yang periksa kondisi andin 🙂 #IkatanCintaEp645 https://t.co/OaIKaUFjTz
2022-03-07 15:21:53,cstarbux,"WOY GUE SALAH SATUNYA YANG PUNYA HISTORY ISK😭😭😭 nyiksa bgt kalo mau pipis bener2 sakit bgt dulu kalo berobat sampe di ketok2 pinggul gue sama dokternya, udah tes darah sama tes urine juga haduh pokonya anyang2an dan perut kerasanya sakitttttttt banget https://t.co/ZEJDzGxNNw"
2022-03-07 15:16:17,lovelydiddyy,"Aku ga begitu inget dokternya ngomong apa aja, tp ada satu yg aku inget bgt pas mamaku blg ""dia ada pusing juga dok katanya"" (karena aku dulu ga beranian buat ngomong jd mama yg jelasin keluhan aku ke dokter)."
2022-03-07 15:14:09,diarytiff,"@Hanfourthree @worksfess Aku kemarin pas MCU di suruh duduk tegak dan tangan dilurusin gitu, trs sama dokternya punggungku kaya di pukul-pukul"
2022-03-07 15:14:07,fanskyoruno1,@hakuyuwkie Last sentence😭😭😆. Gapapaa mel emang ada yg cepet dan lambat. Aku juga udah makai 6 tahun+ dan dokternya masih belum nyaranin lepasin wkwk
2022-03-07 15:13:03,yyohandsome,"Kemaren populer para cowo2 yang dateng ke klinik bawa potonya buat contoh mau idung kek yohan
Sekarang di rekomen langsung sama dokternya
Ner bener ya idung yohan https://t.co/N6TwtoBnrI"
2022-03-07 15:07:46,aourcandy,"Ini RS Sejahtera susternya cuma satu apa ya? 

#IkatanCintaEp645"
2022-03-07 15:07:07,kirbywooyo_,@YunhoTheOne @autmnmelody Ntar dokternya bingung kok bisa budegnya berjamaah
2022-03-07 15:06:19,0414Ind,@Ulvatus1 Susternya jg itu2 ajaaaaa
2022-03-07 14:56:49,amiodarxne,"@tubirfess Aku temenin, nder kalo deket. Aku anak rantau jadi tau bgt rasanya sakit sendirian. Mau minum aja sampe ga kuat buka pintu kulkas pernah. Bingung mau ngadu ke siapa. Bingung ke dokternya gimana.

Kamu sehat selalu dan bahagia selalu ya"
2022-03-07 14:55:43,orangdaratt,"@indigoes_ Bukan gt sep masalahnya aku cuma butuh surat dokternya aja makanya itu cuma ""alasan"" biar ga usah ambil obat 😭"
2022-03-07 14:54:10,jikookirei,"tangan masih ngilu bekas ambil darah, wkwkw dimarahin susternya karena jarang minum, makanya susah ngambil darahnya"
2022-03-07 14:48:51,gausahsenyum2,@helloiamheni_ Emosiii aku sama dokternya dr kmrn g jelas
2022-03-07 14:47:33,allebaimm,Muka orang Thailand bukannya emang begitu semua ya. Dari yang cewe tulen sampe lady boy. Dari pedagang kaki 5 sampe selebriti. Bentukannya ya sama semua😅 Udah khas banget cetakan dokternya. Makanya kalo OP dr Thailand pasti ketauan. Dokternya hasil kerjanya begitu semua
2022-03-07 14:46:18,SEULGI3tb,"@KRYSTAL3tb Tergantung pemicunya, Krys. Karena ada juga yang karena salah makan. Hahahaha ya Allah dokternya ada ada aja. Pakai cara herbal bisa kalau km suka minum air kunyit + banyak nonton youtube mengenai asam lambung 👍🏻"
2022-03-07 14:44:31,_ziaan,Terus dokternya bilang kucing ini kena hernia https://t.co/SutiPU32yp
2022-03-07 14:43:47,lunarrisya,"padahal dokternya sama pas menjelaskan edh dulu, skrg lawak bener cuma karena ganti penulis.
pe
nu
lis
pe
ru
sak
lo
gi
ka"
2022-03-07 14:42:19,jinnoona7,@virawaaan @WidasSatyo biasanya trgantung dokternya kak. klo masi dokter muda / di klinik kecil biasanya masi murah. kalo udh lbh senior dan praktek sendiri bs sampe 500rb keatas 😄
2022-03-07 14:41:44,agazzy1,Dokternya nanya ke Al apakah dadanya msh sesak? Heh Al mmg ada keluhan sesak nafas ya sebelumnya? #IkatanCintaEp645
2022-03-07 14:41:35,diayangberjuang,"Dokternya Al dari UGD, ICU, Perawatan sama semua yaaakk 🤣🤣🤣"
2022-03-07 14:41:26,aladin_story,dokternya mager ngomong ya jangan jangan? atau lagi betmut? singkat bgt masa ngejelasinnya gitu doang.
2022-03-07 14:41:21,BabyZbalonbiru,"Diluar topik, btw ini dokternya Al kan dokternya pangeran ya. Sama2 ttg kepala 😄

#IkatanCintaEp645"
2022-03-07 14:40:18,alfinasputri,"sakit isk lagi grgr nya sama kaya tahun lalu karena jarang minum sm nahan pipis. ditanya dokternya kenapa nahan pipis pengen jawab ""males dok soalnya kalo ke toilet ngelewatin atasan saya😌"""
2022-03-07 14:39:53,TnkBell12,"Tadi sama dokternya dipraktekkin lancar bet, pas mau gua gunain di rumah kok ngilu yaaa https://t.co/LzzCC7sETk"
